2V Data,,,,4V Data,,,,6V Data,,,,7.2V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 7.2V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
180.958,1.66,2,0.033,180.986,3.07,4.001,0.058,181.03,3.98,6.001,0.081,,,,,180.898,4.87,8.001,0.094,181.486,5.48,10.001,0.107,181.33,6.61,12,0.105
181.307,1.66,2,0.033,181.334,3.07,4.001,0.057,181.409,3.97,6.001,0.081,,,,,181.248,4.88,8.001,0.094,181.836,5.48,10.001,0.107,181.68,6.61,12,0.105
181.657,1.65,2,0.033,181.685,3.07,4.001,0.057,181.757,3.97,6.001,0.08,,,,,181.597,4.89,8.001,0.094,182.211,5.48,10.001,0.107,182.028,6.61,12,0.105
182.005,1.66,2,0.033,182.034,3.07,4.001,0.057,182.106,3.97,6.001,0.081,,,,,181.947,4.88,8.001,0.094,182.566,5.48,10.001,0.107,182.383,6.6,12,0.105
182.381,1.65,2,0.034,182.383,3.07,4.001,0.057,182.455,3.97,6.001,0.081,,,,,182.295,4.88,8.001,0.094,182.927,5.47,10.001,0.107,182.78,6.59,12,0.105
182.735,1.65,2,0.033,182.766,3.07,4.001,0.057,182.81,3.97,6.001,0.081,,,,,182.662,4.88,8.001,0.094,183.284,5.47,10.001,0.107,183.129,6.59,12,0.105
183.134,1.65,2,0.033,183.162,3.07,4.001,0.057,183.208,3.97,6.001,0.08,,,,,183.023,4.88,8.002,0.094,183.661,5.47,10.001,0.107,183.478,6.59,12,0.105
183.482,1.65,2,0.033,183.526,3.07,4.001,0.057,183.555,3.97,6.001,0.081,,,,,183.369,4.88,8.001,0.094,184.01,5.46,10.001,0.107,183.828,6.59,12,0.105
183.832,1.65,2,0.033,183.885,3.07,4.001,0.057,183.905,3.97,6.001,0.081,,,,,183.718,4.88,8.001,0.094,184.359,5.46,10.001,0.107,184.204,6.59,12,0.105
184.182,1.66,2,0.033,184.234,3.06,4.001,0.058,184.254,3.97,6.001,0.081,,,,,184.066,4.88,8.001,0.094,184.709,5.46,10.001,0.107,184.552,6.57,12,0.105
184.531,1.66,2,0.033,184.611,3.06,4.001,0.057,184.613,3.97,6.001,0.081,,,,,184.417,4.88,8.002,0.094,185.057,5.46,10.001,0.107,184.902,6.57,12,0.105
184.88,1.65,2,0.033,184.959,3.07,4.001,0.057,184.967,3.97,6.001,0.08,,,,,184.793,4.89,8.001,0.094,185.432,5.46,10.001,0.107,185.25,6.58,12,0.105
185.255,1.65,2,0.033,185.309,3.06,4.001,0.057,185.327,3.97,6.001,0.08,,,,,185.143,4.88,8.001,0.094,185.782,5.46,10.001,0.106,185.599,6.57,12,0.104
185.605,1.66,2,0.033,185.658,3.06,4.001,0.057,185.676,3.97,6.001,0.081,,,,,185.491,4.88,8.001,0.094,186.132,5.46,10.001,0.107,185.975,6.57,12,0.104
185.953,1.65,2,0.033,186.008,3.06,4.001,0.057,186.025,3.97,6.001,0.08,,,,,185.841,4.88,8.001,0.094,186.48,5.46,10.001,0.107,186.325,6.57,12,0.104
186.303,1.65,2,0.033,186.384,3.06,4.001,0.057,186.374,3.97,6.001,0.08,,,,,186.19,4.88,8.001,0.094,186.856,5.47,10.001,0.107,186.674,6.57,12,0.104
186.651,1.66,2,0.033,186.733,3.06,4.001,0.057,186.752,3.97,6.001,0.08,,,,,186.565,4.88,8.001,0.094,187.206,5.46,10.001,0.107,187.023,6.56,12,0.104
187.027,1.65,2,0.033,187.082,3.06,4.001,0.057,187.1,3.97,6.001,0.081,,,,,186.915,4.87,8.001,0.094,187.554,5.46,10.001,0.107,187.372,6.55,12,0.104
187.376,1.65,2,0.033,187.431,3.06,4.001,0.057,187.451,3.97,6.001,0.081,,,,,187.262,4.88,8.001,0.094,187.904,5.46,10.001,0.106,187.749,6.54,12,0.104
187.726,1.66,2,0.033,187.781,3.06,4.001,0.057,187.799,3.97,6.001,0.08,,,,,187.613,4.88,8.001,0.094,188.253,5.46,10.001,0.106,188.097,6.55,12,0.104
188.075,1.65,2,0.033,188.129,3.05,4.001,0.057,188.149,3.97,6.001,0.08,,,,,187.961,4.88,8.001,0.094,188.629,5.45,10.001,0.107,188.447,6.55,12,0.104
188.424,1.65,2,0.033,188.506,3.05,4.001,0.057,188.523,3.96,6.001,0.081,,,,,188.337,4.88,8.001,0.094,188.978,5.45,10.001,0.107,188.796,6.54,12,0.104
188.8,1.65,2,0.033,188.854,3.05,4.001,0.057,188.872,3.96,6.001,0.08,,,,,188.687,4.87,8.001,0.094,189.327,5.45,10.001,0.106,189.145,6.54,12,0.104
189.149,1.66,2,0.033,189.203,3.05,4.001,0.057,189.223,3.96,6.001,0.08,,,,,189.036,4.87,8.001,0.094,189.676,5.45,10.001,0.107,189.494,6.54,12,0.104
189.498,1.65,2,0.033,189.552,3.05,4.001,0.057,189.571,3.96,6.001,0.08,,,,,189.385,4.87,8.001,0.094,190.026,5.44,10.001,0.107,189.854,6.53,12,0.104
189.848,1.65,2,0.033,189.928,3.06,4.001,0.057,189.921,3.96,6.001,0.081,,,,,189.735,4.87,8.001,0.094,190.403,5.44,10.001,0.107,190.21,6.53,12,0.104
190.196,1.65,2,0.033,190.277,3.05,4.001,0.057,190.296,3.96,6.001,0.08,,,,,190.109,4.87,8.001,0.094,190.75,5.44,10.001,0.106,190.569,6.53,12,0.104
190.573,1.66,2,0.033,190.626,3.05,4.001,0.057,190.646,3.96,6.001,0.08,,,,,190.46,4.87,8.001,0.094,191.1,5.44,10.001,0.106,190.918,6.53,12,0.104
190.921,1.66,2,0.033,190.975,3.06,4.001,0.057,190.993,3.96,6.001,0.08,,,,,190.809,4.87,8.001,0.094,191.449,5.44,10.001,0.106,191.267,6.53,12,0.104
191.271,1.65,2,0.033,191.324,3.05,4.001,0.057,191.344,3.96,6.001,0.08,,,,,191.158,4.87,8.001,0.094,191.8,5.44,10.001,0.106,191.617,6.53,12,0.104
191.62,1.66,2,0.033,191.674,3.05,4.001,0.057,191.692,3.95,6.001,0.08,,,,,191.506,4.87,8.001,0.094,192.148,5.44,10.001,0.106,191.976,6.52,12,0.104
191.97,1.66,2,0.033,192.049,3.05,4.001,0.057,192.069,3.95,6.001,0.081,,,,,191.884,4.87,8.001,0.094,192.524,5.44,10.001,0.106,192.33,6.52,12,0.104
192.317,1.66,2,0.033,192.399,3.05,4.001,0.057,192.417,3.95,6.001,0.08,,,,,192.232,4.87,8.001,0.094,192.873,5.43,10.001,0.106,192.692,6.51,12,0.103
192.696,1.65,2,0.033,192.748,3.05,4.001,0.057,192.767,3.95,6.001,0.08,,,,,192.582,4.87,8.001,0.094,193.223,5.44,10.001,0.106,193.039,6.51,12,0.103
193.044,1.66,2,0.033,193.097,3.05,4.001,0.057,193.116,3.95,6.001,0.08,,,,,192.929,4.87,8.001,0.094,193.572,5.43,10.001,0.106,193.39,6.51,12,0.104
193.393,1.66,2,0.033,193.447,3.05,4.001,0.057,193.464,3.95,6.001,0.08,,,,,193.281,4.86,8.001,0.094,193.92,5.43,10.001,0.106,193.739,6.5,12,0.103
193.742,1.65,2,0.033,193.796,3.05,4.001,0.057,193.841,3.95,6.001,0.08,,,,,193.628,4.86,8.001,0.094,194.298,5.43,10.001,0.106,194.116,6.5,12,0.103
194.091,1.65,2,0.033,194.171,3.04,4.001,0.057,194.191,3.95,6.001,0.08,,,,,194.005,4.87,8.001,0.094,194.645,5.43,10.001,0.106,194.464,6.5,12,0.103
194.467,1.66,2,0.033,194.52,3.04,4.001,0.057,194.539,3.95,6.001,0.08,,,,,194.354,4.86,8.002,0.094,194.995,5.43,10.001,0.106,194.814,6.5,12,0.103
194.815,1.65,2,0.033,194.871,3.04,4.001,0.057,194.889,3.95,6.001,0.08,,,,,194.704,4.86,8.001,0.094,195.344,5.43,10.001,0.106,195.163,6.5,12,0.104
195.166,1.66,2,0.033,195.219,3.04,4.001,0.057,195.237,3.95,6.001,0.08,,,,,195.053,4.86,8.002,0.094,195.693,5.43,10.001,0.106,195.511,6.5,12,0.103
195.512,1.66,2,0.033,195.569,3.04,4.001,0.057,195.588,3.95,6.001,0.08,,,,,195.402,4.86,8.001,0.094,196.068,5.42,10.001,0.106,195.888,6.5,12,0.103
195.863,1.65,2,0.034,195.945,3.04,4.001,0.057,195.946,3.95,6.001,0.08,,,,,195.778,4.86,8.001,0.094,196.418,5.42,10.001,0.106,196.235,6.5,12,0.103
196.211,1.66,2,0.033,196.294,3.04,4.001,0.057,196.303,3.94,6.001,0.08,,,,,196.125,4.85,8.001,0.094,196.766,5.42,10.001,0.106,196.586,6.49,12,0.103
196.588,1.65,2,0.033,196.643,3.04,4.001,0.057,196.662,3.95,6.001,0.08,,,,,196.475,4.85,8.001,0.094,197.115,5.42,10.001,0.106,196.934,6.5,12,0.103
196.936,1.66,2,0.033,196.992,3.04,4.001,0.057,197.012,3.95,6.001,0.08,,,,,196.823,4.85,8.001,0.094,197.465,5.42,10.001,0.106,197.31,6.49,12,0.103
197.286,1.65,2,0.033,197.341,3.04,4.001,0.056,197.359,3.94,6.001,0.08,,,,,197.2,4.85,8.001,0.094,197.841,5.42,10.001,0.106,197.66,6.49,12,0.103
197.635,1.66,2,0.033,197.716,3.03,4.001,0.057,197.71,3.94,6.001,0.08,,,,,197.55,4.85,8.001,0.094,198.19,5.42,10.001,0.106,198.008,6.49,12,0.103
198.01,1.66,2,0.033,198.068,3.04,4.001,0.057,198.086,3.93,6.001,0.08,,,,,197.899,4.85,8.002,0.094,198.539,5.41,10.001,0.106,198.358,6.48,12,0.103
198.36,1.66,2,0.033,198.416,3.03,4.001,0.057,198.435,3.93,6.001,0.08,,,,,198.248,4.84,8.002,0.094,198.888,5.42,10.001,0.106,198.707,6.48,12,0.103
198.708,1.65,2,0.034,198.767,3.03,4.001,0.057,198.785,3.93,6.001,0.08,,,,,198.597,4.84,8.002,0.094,199.238,5.41,10.001,0.106,199.056,6.48,12,0.103
199.058,1.65,2,0.033,199.113,3.03,4.001,0.057,199.134,3.93,6.001,0.08,,,,,198.946,4.84,8.001,0.094,199.586,5.41,10.001,0.106,199.416,6.48,12,0.103
199.406,1.65,2,0.033,199.489,3.03,4.001,0.057,199.482,3.93,6.001,0.08,,,,,199.339,4.84,8.001,0.094,199.963,5.41,10.001,0.105,199.771,6.47,12,0.103
199.756,1.65,2,0.033,199.839,3.04,4.001,0.057,199.857,3.93,6.001,0.08,,,,,199.727,4.84,8.002,0.094,200.311,5.4,10.001,0.105,200.131,6.47,12,0.103
200.133,1.65,2,0.033,200.187,3.03,4.001,0.057,200.207,3.93,6.001,0.08,,,,,200.102,4.84,8.002,0.094,200.663,5.4,10.001,0.105,200.48,6.47,12,0.103
200.481,1.65,2,0.033,200.537,3.03,4.001,0.057,200.556,3.93,6.001,0.08,,,,,200.449,4.84,8.002,0.094,201.01,5.4,10.001,0.105,200.828,6.46,12,0.103
200.833,1.65,2,0.033,200.912,3.03,4.001,0.057,200.906,3.93,6.001,0.08,,,,,200.799,4.84,8.002,0.094,201.358,5.4,10.001,0.105,201.178,6.46,12,0.103
201.181,1.65,2,0.033,201.263,3.02,4.001,0.057,201.254,3.92,6.001,0.08,,,,,201.175,4.84,8.002,0.093,201.735,5.39,10.001,0.105,201.538,6.46,12,0.103
201.531,1.65,2,0.033,201.611,3.02,4.001,0.057,201.63,3.92,6.001,0.08,,,,,201.524,4.84,8.002,0.094,202.084,5.4,10.001,0.105,201.892,6.46,12,0.103
201.879,1.65,2,0.033,201.96,3.03,4.001,0.057,201.98,3.93,6.001,0.08,,,,,201.872,4.83,8.002,0.094,202.434,5.4,10.001,0.106,202.253,6.45,12,0.102
202.255,1.65,2,0.033,202.31,3.02,4.001,0.057,202.328,3.93,6.001,0.079,,,,,202.222,4.83,8.002,0.093,202.783,5.4,10.001,0.105,202.601,6.45,12,0.102
202.605,1.65,2,0.033,202.658,3.02,4.001,0.057,202.677,3.93,6.001,0.08,,,,,202.57,4.83,8.001,0.094,203.132,5.39,10.001,0.105,202.952,6.44,12,0.102
202.954,1.65,2,0.033,203.036,3.02,4.001,0.057,203.026,3.93,6.001,0.08,,,,,202.921,4.82,8.002,0.093,203.507,5.39,10.001,0.105,203.327,6.44,12,0.102
203.303,1.65,2,0.033,203.383,3.01,4.001,0.057,203.402,3.93,6.001,0.08,,,,,203.299,4.83,8.001,0.093,203.857,5.39,10.001,0.105,203.677,6.44,12,0.103
203.652,1.65,2,0.033,203.734,3.01,4.001,0.057,203.751,3.93,6.001,0.08,,,,,203.645,4.83,8.002,0.093,204.205,5.39,10.001,0.105,204.027,6.44,12,0.102
204.029,1.65,2,0.033,204.082,3.01,4.001,0.057,204.1,3.93,6.001,0.079,,,,,203.996,4.83,8.002,0.094,204.555,5.39,10.001,0.105,204.375,6.44,12,0.102
204.376,1.65,2,0.033,204.433,3.01,4.001,0.056,204.45,3.93,6.001,0.079,,,,,204.344,4.83,8.001,0.094,204.903,5.39,10.001,0.105,204.725,6.43,12,0.102
204.725,1.65,2,0.033,204.78,3.01,4.001,0.056,204.8,3.92,6.001,0.079,,,,,204.695,4.83,8.002,0.093,205.278,5.39,10.001,0.105,205.073,6.43,12,0.102
205.075,1.65,2,0.033,205.157,3,4.001,0.056,205.176,3.92,6.001,0.08,,,,,205.042,4.82,8.002,0.094,205.628,5.39,10.001,0.105,205.451,6.43,12,0.102
205.45,1.65,2,0.033,205.506,3.01,4.001,0.056,205.524,3.92,6.001,0.08,,,,,205.419,4.82,8.002,0.094,205.977,5.39,10.001,0.105,205.8,6.42,12,0.102
205.799,1.65,2,0.033,205.855,3,4.001,0.056,205.874,3.92,6.001,0.079,,,,,205.768,4.82,8.002,0.093,206.327,5.38,10.001,0.105,206.15,6.42,12,0.102
206.149,1.65,2,0.033,206.205,3,4.001,0.057,206.222,3.92,6.001,0.079,,,,,206.117,4.82,8.002,0.093,206.676,5.38,10.001,0.105,206.497,6.4,12,0.102
206.497,1.65,2,0.033,206.553,3,4.001,0.057,206.572,3.93,6.001,0.079,,,,,206.467,4.82,8.002,0.093,207.052,5.38,10.001,0.105,206.848,6.41,12,0.102
206.847,1.65,2,0.033,206.93,3.01,4.001,0.057,206.921,3.92,6.001,0.079,,,,,206.816,4.82,8.002,0.091,207.401,5.38,10.001,0.105,207.223,6.41,12,0.102
207.197,1.65,2,0.033,207.279,3.01,4.001,0.057,207.297,3.92,6.001,0.079,,,,,207.192,4.78,8.002,0.091,207.75,5.38,10.001,0.105,207.571,6.41,12,0.102
207.572,1.65,2,0.033,207.628,3.01,4.001,0.056,207.647,3.93,6.001,0.079,,,,,207.541,4.78,8.002,0.092,208.101,5.38,10.001,0.105,207.92,6.41,12,0.102
207.922,1.65,2,0.033,207.976,3,4.001,0.056,207.996,3.92,6.001,0.08,,,,,207.891,4.78,8.002,0.092,208.449,5.38,10.001,0.105,208.269,6.41,12,0.102
208.269,1.65,2,0.033,208.352,3,4.001,0.056,208.344,3.92,6.001,0.079,,,,,208.24,4.8,8.002,0.092,208.826,5.38,10.001,0.105,208.644,6.41,12,0.102
208.619,1.65,2,0.033,208.701,3,4.001,0.056,208.694,3.92,6.001,0.079,,,,,208.589,4.8,8.002,0.092,209.173,5.38,10.001,0.105,208.995,6.41,12,0.102
208.968,1.65,2,0.033,209.049,3,4.001,0.056,209.069,3.92,6.001,0.079,,,,,208.937,4.8,8.002,0.092,209.525,5.37,10.001,0.105,209.343,6.41,12,0.102
209.317,1.65,2,0.033,209.399,3,4.001,0.056,209.419,3.92,6.001,0.079,,,,,209.313,4.8,8.002,0.092,209.873,5.37,10.001,0.105,209.693,6.4,12,0.101
209.694,1.65,2,0.033,209.748,3,4.001,0.056,209.767,3.92,6.001,0.079,,,,,209.663,4.79,8.002,0.092,210.222,5.38,10.001,0.105,210.041,6.39,12,0.101
210.042,1.65,2,0.033,210.099,3,4.001,0.057,210.116,3.91,6.001,0.079,,,,,210.012,4.79,8.001,0.092,210.571,5.37,10.001,0.104,210.392,6.39,12,0.102
210.393,1.65,2,0.033,210.474,3,4.001,0.057,210.467,3.91,6.001,0.079,,,,,210.36,4.79,8.001,0.092,210.948,5.37,10.001,0.105,210.74,6.4,12,0.102
210.74,1.65,2,0.033,210.823,3,4.001,0.056,210.842,3.91,6.001,0.079,,,,,210.737,4.79,8.002,0.092,211.297,5.37,10.001,0.105,211.118,6.4,12,0.102
211.091,1.65,2,0.033,211.172,3,4.001,0.056,211.191,3.91,6.001,0.079,,,,,211.086,4.79,8.002,0.092,211.646,5.36,10.001,0.105,211.466,6.39,12,0.101
211.467,1.65,2,0.033,211.521,3.01,4.001,0.056,211.541,3.91,6.001,0.079,,,,,211.436,4.79,8.002,0.092,211.995,5.36,10.001,0.104,211.817,6.39,12,0.102
211.816,1.65,2,0.033,211.871,3,4.001,0.056,211.89,3.91,6.001,0.08,,,,,211.784,4.79,8.001,0.092,212.345,5.36,10.001,0.104,212.164,6.39,12,0.101
212.166,1.65,2,0.033,212.219,3,4.001,0.056,212.238,3.91,6.001,0.079,,,,,212.133,4.79,8.002,0.092,212.704,5.36,10.001,0.105,212.514,6.4,12,0.101
212.514,1.65,2,0.033,212.596,3,4.001,0.056,212.615,3.92,6.001,0.079,,,,,212.482,4.79,8.001,0.092,213.06,5.36,10.001,0.104,212.874,6.39,12,0.101
212.863,1.65,2,0.033,212.944,3,4.001,0.056,212.964,3.91,6.001,0.079,,,,,212.86,4.8,8.001,0.092,213.418,5.36,10.001,0.104,213.229,6.44,12,0.101
213.239,1.65,2,0.033,213.294,3,4.001,0.056,213.313,3.91,6.001,0.079,,,,,213.207,4.81,8.001,0.092,213.768,5.36,10.001,0.104,213.589,6.44,12,0.101
213.589,1.65,2,0.033,213.642,3,4.001,0.056,213.662,3.9,6.001,0.079,,,,,213.557,4.8,8.002,0.092,214.117,5.36,10.001,0.104,213.937,6.48,12,0.101
213.937,1.65,2,0.033,213.993,3,4.001,0.056,214.011,3.9,6.001,0.079,,,,,213.906,4.8,8.001,0.092,214.492,5.36,10.001,0.104,214.288,6.54,12,0.101
214.287,1.65,2,0.033,214.368,2.99,4.001,0.056,214.36,3.9,6.001,0.079,,,,,214.256,4.8,8.001,0.092,214.841,5.36,10.001,0.104,214.636,6.57,12,0.101
214.635,1.65,2,0.033,214.718,3,4.001,0.056,214.738,3.9,6.001,0.079,,,,,214.63,4.8,8.002,0.092,215.19,5.35,10.001,0.104,215.012,6.57,12,0.101
215.011,1.65,2,0.033,215.067,3,4.001,0.056,215.087,3.9,6.001,0.079,,,,,214.981,4.8,8.001,0.092,215.539,5.35,10.001,0.104,215.36,6.57,12,0.102
215.359,1.65,2,0.033,215.417,2.99,4.001,0.056,215.436,3.9,6.001,0.079,,,,,215.33,4.8,8.001,0.092,215.888,5.35,10.001,0.105,215.71,6.56,12,0.101
215.709,1.65,2,0.033,215.766,2.99,4.001,0.056,215.785,3.91,6.001,0.079,,,,,215.68,4.8,8.002,0.092,216.248,5.35,10.001,0.104,216.06,6.56,12,0.101
216.059,1.65,2,0.033,216.141,2.99,4.001,0.056,216.134,3.9,6.001,0.079,,,,,216.028,4.8,8.002,0.091,216.629,5.35,10.001,0.104,216.435,6.56,12,0.101
216.407,1.65,2,0.033,216.491,2.99,4.001,0.056,216.509,3.91,6.001,0.079,,,,,216.403,4.79,8.002,0.092,216.99,5.35,10.001,0.104,216.784,6.55,12,0.101
216.783,1.65,2,0.033,216.84,2.99,4.001,0.056,216.859,3.9,6.001,0.079,,,,,216.753,4.8,8.002,0.092,217.349,5.34,10.001,0.104,217.133,6.55,12,0.101
217.132,1.65,2,0.033,217.19,2.99,4.001,0.056,217.208,3.89,6.001,0.079,,,,,217.101,4.8,8.001,0.092,217.705,5.34,10.001,0.104,217.482,6.55,12,0.101
217.481,1.65,2,0.033,217.538,2.99,4.001,0.056,217.558,3.89,6.001,0.079,,,,,217.451,4.79,8.002,0.092,218.064,5.34,10.001,0.104,217.831,6.54,12,0.101
217.829,1.65,2,0.033,217.914,2.99,4.001,0.056,217.907,3.89,6.001,0.079,,,,,217.799,4.8,8.002,0.092,218.414,5.35,10.001,0.104,218.18,6.53,12,0.101
218.181,1.65,2,0.033,218.264,2.99,4.001,0.056,218.256,3.89,6.001,0.079,,,,,218.175,4.79,8.002,0.092,218.763,5.34,10.001,0.104,218.557,6.5,12,0.1
218.558,1.65,2,0.033,218.612,2.99,4.001,0.056,218.631,3.89,6.001,0.079,,,,,218.526,4.8,8.002,0.092,219.136,5.34,10.001,0.104,218.906,6.5,12,0.1
218.906,1.65,2,0.033,218.961,2.99,4.001,0.056,218.98,3.89,6.001,0.079,,,,,218.875,4.79,8.002,0.092,219.487,5.34,10.001,0.104,219.256,6.5,12,0.1
219.256,1.65,2,0.033,219.31,2.99,4.001,0.056,219.33,3.89,6.001,0.079,,,,,219.224,4.79,8.002,0.092,219.836,5.34,10.001,0.104,219.605,6.51,12,0.1
219.604,1.65,2,0.033,219.686,2.99,4.001,0.056,219.677,3.89,6.001,0.079,,,,,219.572,4.8,8.002,0.092,220.186,5.34,10.001,0.104,219.954,6.5,12,0.1
219.954,1.65,2,0.033,220.035,2.99,4.001,0.056,220.055,3.89,6.001,0.079,,,,,219.948,4.79,8.002,0.092,220.534,5.34,10.001,0.104,220.303,6.51,12,0.1
220.302,1.65,2,0.033,220.384,2.99,4.001,0.056,220.403,3.89,6.001,0.079,,,,,220.296,4.79,8.002,0.092,220.91,5.34,10.001,0.104,220.68,6.51,12,0.1
220.679,1.65,2,0.033,220.732,2.99,4.001,0.056,220.753,3.9,6.001,0.079,,,,,220.646,4.79,8.002,0.092,221.259,5.33,10.001,0.104,221.028,6.51,12,0.1
221.028,1.65,2,0.033,221.082,2.99,4.001,0.056,221.102,3.9,6.001,0.079,,,,,220.994,4.79,8.002,0.092,221.608,5.33,10.001,0.103,221.378,6.51,12,0.1
221.378,1.65,2,0.033,221.46,2.99,4.001,0.056,221.452,3.9,6.001,0.078,,,,,221.345,4.79,8.001,0.092,221.957,5.33,10.001,0.104,221.727,6.53,12,0.1
221.726,1.65,2,0.033,221.807,2.99,4.001,0.056,221.8,3.9,6.001,0.079,,,,,221.722,4.79,8.002,0.092,222.334,5.33,10.001,0.104,222.077,6.53,12,0.099
222.076,1.65,2,0.033,222.158,2.99,4.001,0.056,222.177,3.9,6.001,0.079,,,,,222.07,4.79,8.002,0.092,222.698,5.33,10.001,0.103,222.453,6.61,12,0.098
222.435,1.65,2,0.033,222.507,2.99,4.001,0.056,222.526,3.9,6.001,0.079,,,,,222.419,4.78,8.002,0.092,223.06,5.33,10.001,0.104,222.802,6.71,12,0.098
222.791,1.65,2,0.033,222.856,2.99,4.001,0.056,222.874,3.9,6.001,0.079,,,,,222.768,4.79,8.002,0.092,223.408,5.33,10.001,0.103,223.152,6.7,12,0.098
223.149,1.65,2,0.033,223.204,2.99,4.001,0.056,223.223,3.89,6.001,0.079,,,,,223.119,4.78,8.002,0.092,223.768,5.32,10.001,0.104,223.5,6.7,12,0.098
223.498,1.65,2,0.033,223.582,2.99,4.001,0.056,223.572,3.89,6.001,0.079,,,,,223.467,4.78,8.002,0.092,224.122,5.32,10.001,0.103,223.85,6.69,12,0.098
223.848,1.65,2,0.033,223.93,2.98,4.001,0.056,223.921,3.89,6.001,0.079,,,,,223.816,4.78,8.002,0.092,224.484,5.32,10.001,0.103,224.224,6.69,12,0.098
224.197,1.65,2,0.033,224.279,2.99,4.001,0.056,224.298,3.89,6.001,0.079,,,,,224.192,4.77,8.002,0.092,224.833,5.32,10.001,0.103,224.575,6.69,12,0.098
224.572,1.65,2,0.033,224.628,2.98,4.001,0.056,224.646,3.89,6.001,0.079,,,,,224.543,4.77,8.002,0.092,225.181,5.32,10.001,0.103,224.923,6.69,12,0.098
224.922,1.65,2,0.033,224.978,2.98,4.001,0.056,224.996,3.89,6.001,0.079,,,,,224.892,4.77,8.002,0.092,225.557,5.32,10.001,0.103,225.273,6.68,12,0.098
225.27,1.65,2,0.033,225.353,2.98,4.001,0.056,225.345,3.89,6.001,0.078,,,,,225.24,4.78,8.002,0.092,225.906,5.31,10.001,0.103,225.621,6.68,12,0.098
225.62,1.65,2,0.033,225.701,2.98,4.001,0.056,225.695,3.88,6.001,0.079,,,,,225.591,4.78,8.001,0.092,226.256,5.31,10.001,0.103,225.997,6.68,12,0.098
225.995,1.65,2,0.033,226.052,2.99,4.001,0.056,226.071,3.89,6.001,0.078,,,,,225.964,4.77,8.002,0.092,226.604,5.32,10.001,0.103,226.346,6.68,12,0.098
226.344,1.65,2,0.033,226.4,2.99,4.001,0.056,226.421,3.88,6.001,0.078,,,,,226.315,4.77,8.002,0.092,226.954,5.31,10.001,0.103,226.695,6.67,12,0.098
226.694,1.64,2,0.033,226.75,2.99,4.001,0.056,226.77,3.88,6.001,0.079,,,,,226.663,4.77,8.001,0.091,227.329,5.31,10.001,0.103,227.044,6.68,12,0.098
227.044,1.65,2,0.033,227.125,2.99,4.001,0.056,227.118,3.88,6.001,0.078,,,,,227.014,4.77,8.002,0.091,227.678,5.31,10.001,0.103,227.394,6.68,12,0.098
227.392,1.65,2,0.033,227.474,2.99,4.001,0.056,227.466,3.88,6.001,0.078,,,,,227.361,4.76,8.002,0.092,228.027,5.31,10.001,0.103,227.743,6.67,12,0.097
227.741,1.65,2,0.033,227.824,2.99,4.001,0.056,227.816,3.87,6.001,0.078,,,,,227.737,4.76,8.002,0.091,228.376,5.31,10.001,0.103,228.102,6.67,12,0.098
228.119,1.65,2,0.033,228.172,2.99,4.001,0.056,228.192,3.87,6.001,0.078,,,,,228.087,4.76,8.002,0.092,228.725,5.31,10.001,0.103,228.458,6.68,12,0.098
228.467,1.65,2,0.033,228.549,2.98,4.001,0.056,228.541,3.88,6.001,0.078,,,,,228.435,4.76,8.002,0.091,229.102,5.31,10.001,0.103,228.818,6.68,12,0.097
228.817,1.65,2,0.033,228.898,2.98,4.001,0.056,228.892,3.88,6.001,0.079,,,,,228.785,4.76,8.002,0.092,229.45,5.3,10.001,0.103,229.166,6.68,12,0.097
229.164,1.65,2,0.033,229.246,2.98,4.001,0.056,229.24,3.88,6.001,0.078,,,,,229.134,4.76,8.001,0.092,229.799,5.3,10.001,0.103,229.515,6.69,12,0.097
229.514,1.65,2,0.033,229.596,2.98,4.001,0.056,229.617,3.87,6.001,0.078,,,,,229.493,4.76,8.002,0.091,230.155,5.3,10.001,0.103,229.865,6.89,12,0.097
229.89,1.65,2,0.033,229.945,2.98,4.001,0.056,229.965,3.87,6.001,0.078,,,,,229.877,4.76,8.002,0.091,230.553,5.3,10.001,0.102,230.241,6.98,12,0.098
230.24,1.65,2,0.033,230.295,2.98,4.001,0.056,230.315,3.87,6.001,0.078,,,,,230.235,4.76,8.002,0.092,230.901,5.3,10.001,0.103,230.59,7.09,12,0.098
230.589,1.65,2,0.033,230.643,2.98,4.001,0.056,230.663,3.87,6.001,0.078,,,,,230.595,4.76,8.002,0.091,231.25,5.29,10.001,0.103,230.94,7.1,12,0.098
230.939,1.64,2,0.033,231.02,2.98,4.001,0.056,231.013,3.87,6.001,0.078,,,,,230.95,4.76,8.002,0.092,231.601,5.29,10.001,0.103,231.288,7.14,12,0.097
231.286,1.65,2,0.033,231.369,2.98,4.001,0.056,231.389,3.87,6.001,0.078,,,,,231.309,4.75,8.001,0.091,231.975,5.29,10.001,0.103,231.638,7.14,12,0.097
231.662,1.65,2,0.033,231.719,2.98,4.001,0.056,231.737,3.86,6.001,0.078,,,,,231.659,4.75,8.002,0.091,232.325,5.29,10.001,0.103,232.014,7.23,12,0.097
