2V Data,,,,4V Data,,,,6V Data,,,,7.2V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 7.2V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
0.004,1.66,2,0.036,0.005,2.52,4.001,0.072,0.006,4.1,6.001,0.114,0.003,5.22,7.201,0.895,0.005,7.63,8.001,0.149,0.005,9.79,10.001,0.19,0.006,11.86,12,0.209
0.394,1.74,2,0.036,0.42,3.8,4.001,0.071,0.42,5.57,6.001,0.112,0.418,5.01,7.201,0.883,0.381,7.7,8.001,0.147,0.42,9.73,10.001,0.187,0.378,11.67,12,0.206
0.806,1.74,2,0.035,0.794,3.77,4.001,0.07,0.785,5.54,6.001,0.111,0.822,4.81,7.201,0.866,0.797,7.64,8.001,0.145,0.784,9.6,10.001,0.185,0.78,11.45,12,0.202
1.169,1.74,2,0.036,1.199,3.75,4.001,0.07,1.209,5.49,6.001,0.111,1.197,4.67,7.201,0.852,1.196,7.58,8.001,0.144,1.181,9.49,10.001,0.183,1.178,11.26,12,0.199
1.573,1.74,2,0.035,1.601,3.75,4.001,0.069,1.618,5.45,6.001,0.11,1.611,4.58,7.201,0.841,1.563,7.52,8.001,0.143,1.556,9.37,10.001,0.181,1.574,11.04,12,0.197
1.961,1.75,2,0.035,1.96,3.71,4.001,0.069,2.013,5.43,6.001,0.11,1.987,4.47,7.201,0.832,1.957,7.46,8.001,0.143,1.93,9.25,10.001,0.179,1.961,10.86,12,0.194
2.336,1.75,2,0.035,2.309,3.7,4.001,0.069,2.362,5.41,6.001,0.109,2.36,4.39,7.201,0.824,2.306,7.41,8.002,0.142,2.28,9.15,10.001,0.178,2.325,10.7,12,0.191
2.683,1.75,2,0.035,2.657,3.68,4.001,0.069,2.711,5.38,6.001,0.109,2.709,4.3,7.201,0.817,2.654,7.36,8.001,0.141,2.627,9.06,10.001,0.177,2.684,10.53,12,0.188
3.033,1.75,2,0.035,3.007,3.68,4,0.068,3.06,5.37,6.001,0.108,3.059,4.15,7.201,0.812,3.003,7.31,8.001,0.141,2.978,8.98,10.001,0.176,3.033,10.38,12,0.186
3.381,1.75,2,0.035,3.383,3.66,4.001,0.068,3.409,5.34,6.001,0.108,3.407,4.1,7.201,0.806,3.379,7.26,8.001,0.14,3.327,8.89,10.001,0.174,3.383,10.22,12,0.184
3.758,1.74,2,0.035,3.729,3.65,4.001,0.068,3.784,5.32,6.001,0.107,3.767,4.05,7.201,0.801,3.729,7.2,8.002,0.139,3.702,8.81,10.001,0.173,3.759,10.12,12,0.182
4.106,1.75,2,0.035,4.081,3.64,4.001,0.068,4.134,5.3,6.001,0.107,4.123,3.99,7.201,0.796,4.077,7.16,8.002,0.139,4.051,8.73,10.001,0.171,4.107,10.01,12,0.18
4.456,1.74,2,0.035,4.429,3.63,4.001,0.068,4.483,5.28,6.001,0.107,4.481,3.95,7.201,0.792,4.427,7.13,8.001,0.138,4.401,8.66,10.001,0.17,4.457,9.91,12,0.179
4.804,1.74,2,0.035,4.804,3.63,4.001,0.068,4.833,5.27,6.001,0.107,4.831,3.9,7.201,0.788,4.777,7.09,8.001,0.137,4.75,8.6,10.001,0.169,4.806,9.8,12,0.178
5.154,1.75,2,0.035,5.154,3.63,4.001,0.068,5.182,5.25,6.001,0.107,5.179,3.84,7.201,0.785,5.152,7.05,8.001,0.136,5.126,8.53,10.001,0.168,5.155,9.71,12,0.176
5.529,1.75,2,0.035,5.504,3.62,4.001,0.067,5.531,5.24,6.001,0.107,5.53,3.82,7.201,0.781,5.501,7.01,8.001,0.136,5.492,8.47,10.001,0.167,5.531,9.61,12,0.174
5.879,1.74,2,0.035,5.853,3.6,4.001,0.067,5.88,5.22,6.001,0.106,5.906,3.79,7.201,0.779,5.849,6.98,8.001,0.135,5.852,8.41,10.001,0.166,5.88,9.53,12,0.173
6.229,1.74,2,0.035,6.202,3.6,4.001,0.067,6.257,5.2,6.001,0.106,6.256,3.77,7.201,0.776,6.199,6.95,8.001,0.135,6.21,8.36,10.001,0.165,6.229,9.45,12,0.171
6.577,1.74,2,0.035,6.578,3.59,4,0.067,6.605,5.19,6.001,0.106,6.603,3.75,7.201,0.773,6.548,6.91,8.002,0.135,6.592,8.33,10.001,0.165,6.579,9.38,12,0.17
6.927,1.74,2,0.035,6.928,3.59,4.001,0.067,6.955,5.17,6.001,0.105,6.954,3.74,7.201,0.769,6.923,6.89,8.002,0.134,6.952,8.28,10.001,0.164,6.927,9.3,12,0.169
7.303,1.74,2,0.035,7.277,3.58,4.001,0.067,7.303,5.16,6.001,0.106,7.302,3.71,7.201,0.768,7.274,6.86,8.001,0.134,7.327,8.25,10.001,0.163,7.288,9.23,12,0.168
7.652,1.74,2,0.035,7.626,3.58,4.001,0.067,7.653,5.14,6.001,0.105,7.676,3.7,7.201,0.765,7.623,6.83,8.001,0.133,7.676,8.2,10.001,0.163,7.67,9.16,12,0.166
8.002,1.74,2,0.035,7.974,3.56,4.001,0.067,8.03,5.13,6.001,0.105,8.027,3.68,7.201,0.763,7.972,6.81,8.001,0.133,8.026,8.16,10.001,0.162,8.029,9.11,12,0.165
8.351,1.74,2,0.035,8.324,3.57,4.001,0.066,8.379,5.11,6.001,0.104,8.376,3.67,7.201,0.761,8.321,6.76,8.001,0.132,8.375,8.11,10.001,0.161,8.379,9.04,12,0.165
8.701,1.74,2,0.035,8.673,3.56,4.001,0.067,8.728,5.1,6.001,0.105,8.725,3.64,7.201,0.759,8.67,6.74,8.001,0.132,8.724,8.07,10.001,0.16,8.753,8.98,12,0.163
9.049,1.74,2,0.034,9.05,3.55,4.001,0.067,9.077,5.09,6.001,0.104,9.074,3.62,7.201,0.757,9.046,6.72,8.001,0.131,9.099,8.02,10.001,0.159,9.102,8.92,12,0.162
9.427,1.74,2,0.035,9.397,3.55,4,0.066,9.425,5.08,6.001,0.104,9.449,3.62,7.201,0.754,9.394,6.7,8.001,0.13,9.449,7.97,10.001,0.158,9.451,8.86,12,0.161
9.775,1.74,2,0.035,9.748,3.55,4.001,0.066,9.801,5.06,6.001,0.104,9.799,3.6,7.201,0.753,9.745,6.68,8.001,0.13,9.797,7.94,10.001,0.158,9.802,8.8,12,0.16
10.124,1.73,2,0.035,10.096,3.55,4.001,0.066,10.15,5.06,6.001,0.103,10.147,3.59,7.201,0.75,10.094,6.66,8.001,0.13,10.147,7.91,10.001,0.157,10.151,8.75,12,0.16
10.474,1.73,2,0.035,10.446,3.54,4.001,0.066,10.5,5.05,6.001,0.103,10.497,3.56,7.201,0.75,10.444,6.64,8.001,0.13,10.496,7.88,10.001,0.157,10.527,8.69,12,0.159
10.823,1.74,2,0.034,10.822,3.54,4.001,0.066,10.85,5.03,6.001,0.103,10.872,3.55,7.201,0.748,10.819,6.61,8.001,0.13,10.846,7.84,10.001,0.156,10.875,8.63,12,0.158
11.198,1.73,2,0.034,11.171,3.53,4.001,0.066,11.197,5.02,6.001,0.103,11.223,3.54,7.201,0.746,11.168,6.6,8.001,0.13,11.222,7.8,10.001,0.155,11.225,8.59,12,0.157
11.546,1.73,2,0.035,11.52,3.53,4.001,0.066,11.574,5,6.001,0.103,11.573,3.53,7.201,0.744,11.517,6.58,8.001,0.129,11.569,7.77,10.001,0.155,11.574,8.55,12,0.156
11.897,1.73,2,0.035,11.869,3.53,4.001,0.066,11.923,5,6.001,0.102,11.92,3.52,7.201,0.742,11.866,6.56,8.001,0.128,11.922,7.74,10.001,0.154,11.922,8.51,12,0.156
12.244,1.73,2,0.035,12.219,3.53,4.001,0.066,12.272,4.99,6.001,0.102,12.27,3.51,7.201,0.741,12.215,6.53,8.001,0.128,12.268,7.7,10.001,0.153,12.3,8.47,12,0.155
12.595,1.73,2,0.034,12.593,3.52,4.001,0.066,12.62,4.98,6.001,0.102,12.619,3.59,7.201,0.74,12.591,6.53,8.001,0.127,12.619,7.67,10.001,0.153,12.648,8.43,12,0.154
12.97,1.73,2,0.034,12.944,3.52,4.001,0.066,12.969,4.97,6.001,0.102,12.995,3.57,7.201,0.739,12.941,6.51,8.001,0.127,12.995,7.64,10.001,0.153,12.997,8.4,12,0.153
13.32,1.73,2,0.035,13.292,3.51,4,0.066,13.345,4.96,6.001,0.102,13.344,3.57,7.201,0.736,13.289,6.52,8.001,0.127,13.344,7.61,10.001,0.152,13.347,8.35,12,0.153
13.669,1.73,2,0.034,13.642,3.52,4.001,0.066,13.694,4.95,6.001,0.102,13.694,3.54,7.201,0.736,13.639,6.5,8.002,0.127,13.693,7.59,10.001,0.152,13.696,8.32,12,0.153
14.018,1.73,2,0.034,13.99,3.51,4.001,0.065,14.044,4.95,6.001,0.102,14.041,3.53,7.201,0.734,13.988,6.49,8.002,0.127,14.042,7.56,10.001,0.151,14.055,8.28,12,0.152
14.366,1.73,2,0.034,14.366,3.51,4.001,0.065,14.392,4.94,6.001,0.102,14.393,3.51,7.201,0.733,14.364,6.47,8.001,0.127,14.391,7.53,10.001,0.151,14.439,8.25,12,0.151
14.741,1.73,2,0.034,14.714,3.5,4.001,0.065,14.743,4.94,6.001,0.102,14.767,3.49,7.201,0.731,14.713,6.45,8.001,0.126,14.767,7.51,10.001,0.15,14.798,8.22,12,0.151
15.092,1.73,2,0.034,15.064,3.5,4.001,0.065,15.092,4.92,6.001,0.101,15.117,3.48,7.201,0.73,15.064,6.44,8.001,0.126,15.117,7.49,10.001,0.15,15.158,8.19,12,0.15
15.441,1.73,2,0.034,15.414,3.5,4.001,0.065,15.451,4.92,6.001,0.101,15.467,3.46,7.201,0.729,15.411,6.42,8.001,0.126,15.465,7.45,10.001,0.15,15.513,8.16,12,0.15
15.791,1.73,2,0.035,15.762,3.5,4,0.066,15.807,4.91,6.001,0.101,15.816,3.44,7.201,0.729,15.761,6.41,8.001,0.126,15.815,7.43,10.001,0.149,15.873,8.13,12,0.149
16.139,1.72,2,0.034,16.139,3.49,4.001,0.065,16.166,4.9,6.001,0.101,16.164,3.42,7.201,0.727,16.136,6.39,8.002,0.125,16.164,7.41,10.001,0.149,16.221,8.11,12,0.149
16.488,1.73,2,0.034,16.488,3.49,4,0.065,16.516,4.89,6.001,0.101,16.54,3.37,7.201,0.725,16.486,6.38,8.001,0.125,16.539,7.38,10.001,0.148,16.57,8.08,12,0.148
16.865,1.73,2,0.034,16.837,3.48,4.001,0.065,16.864,4.89,6.001,0.101,16.89,3.37,7.201,0.726,16.835,6.36,8.001,0.125,16.888,7.36,10.001,0.147,16.946,8.05,12,0.148
17.213,1.72,2,0.034,17.186,3.48,4.001,0.065,17.214,4.88,6.001,0.1,17.238,3.37,7.201,0.724,17.184,6.35,8.001,0.125,17.237,7.33,10.001,0.147,17.294,8.03,12,0.147
17.564,1.73,2,0.034,17.536,3.48,4.001,0.065,17.592,4.87,6.001,0.1,17.588,3.36,7.201,0.722,17.534,6.34,8.001,0.125,17.586,7.31,10.001,0.147,17.645,8,12,0.147
17.911,1.72,2,0.035,17.913,3.48,4.001,0.065,17.94,4.87,6.001,0.1,17.937,3.33,7.201,0.722,17.882,6.32,8.001,0.124,17.935,7.29,10.001,0.146,17.993,7.98,12,0.146
18.262,1.72,2,0.034,18.259,3.47,4.001,0.065,18.289,4.86,6.001,0.1,18.313,3.33,7.201,0.721,18.232,6.31,8.001,0.124,18.296,7.27,10.001,0.146,18.343,7.96,12,0.146
18.638,1.72,2,0.034,18.61,3.47,4.001,0.065,18.638,4.85,6.001,0.1,18.662,3.32,7.201,0.72,18.609,6.3,8.001,0.124,18.678,7.25,10.001,0.146,18.719,7.93,12,0.146
18.987,1.72,2,0.035,18.958,3.47,4.001,0.065,18.987,4.85,6.001,0.1,19.011,3.31,7.201,0.718,18.958,6.28,8.001,0.124,19.037,7.23,10.001,0.145,19.068,7.91,12,0.145
19.336,1.72,2,0.034,19.308,3.47,4.001,0.065,19.362,4.84,6.001,0.1,19.36,3.31,7.201,0.717,19.307,6.27,8.001,0.124,19.398,7.22,10.001,0.145,19.417,7.89,12,0.145
19.685,1.72,2,0.034,19.657,3.47,4.001,0.065,19.713,4.83,6.001,0.1,19.71,3.29,7.201,0.718,19.655,6.26,8.001,0.124,19.752,7.2,10.001,0.144,19.766,7.87,12,0.144
20.034,1.72,2,0.034,20.034,3.47,4.001,0.065,20.061,4.83,6.001,0.099,20.086,3.29,7.201,0.716,20.005,6.25,8.001,0.123,20.111,7.19,10.001,0.145,20.115,7.85,12,0.144
20.409,1.72,2,0.034,20.383,3.47,4.001,0.065,20.411,4.81,6.001,0.099,20.435,3.29,7.201,0.715,20.38,6.24,8.001,0.123,20.46,7.17,10.001,0.144,20.463,7.83,12,0.144
20.759,1.72,2,0.034,20.731,3.46,4.001,0.065,20.76,4.81,6.001,0.099,20.784,3.28,7.201,0.714,20.73,6.23,8.001,0.123,20.809,7.16,10.001,0.144,20.842,7.81,12,0.143
21.107,1.72,2,0.034,21.079,3.46,4.001,0.065,21.135,4.8,6.001,0.099,21.133,3.27,7.201,0.714,21.08,6.22,8.001,0.123,21.187,7.14,10.001,0.143,21.189,7.78,12,0.143
21.458,1.72,2,0.034,21.429,3.45,4.001,0.065,21.483,4.79,6.001,0.099,21.483,3.27,7.201,0.712,21.429,6.2,8.001,0.123,21.534,7.13,10.001,0.143,21.54,7.77,12,0.142
21.806,1.72,2,0.034,21.807,3.45,4.001,0.065,21.834,4.79,6.001,0.099,21.83,3.26,7.201,0.712,21.779,6.2,8.001,0.123,21.884,7.11,10.001,0.143,21.887,7.76,12,0.142
22.181,1.72,2,0.034,22.154,3.45,4.001,0.065,22.183,4.78,6.001,0.099,22.19,3.25,7.201,0.711,22.153,6.19,8.001,0.122,22.233,7.09,10.001,0.143,22.238,7.74,12,0.142
22.53,1.72,2,0.034,22.504,3.45,4.001,0.065,22.531,4.78,6.001,0.099,22.547,3.32,7.201,0.709,22.502,6.18,8.002,0.122,22.582,7.08,10.001,0.142,22.586,7.72,12,0.141
22.88,1.72,2,0.034,22.852,3.44,4.001,0.065,22.907,4.77,6.001,0.099,22.905,3.38,7.201,0.71,22.851,6.17,8.001,0.122,22.931,7.07,10.001,0.142,22.963,7.71,12,0.141
23.23,1.72,2,0.034,23.203,3.43,4.001,0.065,23.257,4.76,6.001,0.098,23.257,3.37,7.201,0.709,23.201,6.16,8.001,0.122,23.308,7.05,10.001,0.142,23.313,7.69,12,0.141
23.578,1.72,2,0.034,23.551,3.44,4.001,0.064,23.606,4.75,6.001,0.098,23.604,3.35,7.201,0.708,23.549,6.17,8.001,0.122,23.655,7.04,10.001,0.141,23.662,7.67,12,0.14
23.954,1.72,2,0.034,23.927,3.44,4.001,0.065,23.956,4.75,6.001,0.098,23.954,3.33,7.201,0.707,23.925,6.16,8.001,0.122,24.006,7.03,10.001,0.141,24.011,7.66,12,0.14
24.303,1.72,2,0.034,24.276,3.45,4.001,0.064,24.304,4.75,6.001,0.098,24.329,3.31,7.201,0.706,24.274,6.15,8.001,0.121,24.353,7.01,10.001,0.141,24.359,7.64,12,0.14
24.652,1.72,2,0.034,24.626,3.44,4.001,0.064,24.68,4.75,6.001,0.098,24.678,3.3,7.201,0.705,24.623,6.14,8.001,0.122,24.73,7.01,10.001,0.141,24.736,7.63,12,0.14
25.001,1.72,2,0.034,24.975,3.44,4.001,0.064,25.029,4.74,6.001,0.098,25.028,3.29,7.201,0.705,24.973,6.13,8.002,0.121,25.079,7,10.001,0.141,25.084,7.61,12,0.139
25.349,1.72,2,0.034,25.352,3.44,4.001,0.064,25.38,4.74,6.001,0.098,25.376,3.17,7.201,0.704,25.322,6.12,8.001,0.121,25.429,6.98,10.001,0.141,25.434,7.6,12,0.138
25.727,1.72,2,0.034,25.699,3.44,4.001,0.065,25.727,4.73,6.001,0.098,25.726,3.17,7.201,0.703,25.699,6.12,8.001,0.121,25.778,6.97,10.001,0.14,25.782,7.59,12,0.139
26.076,1.72,2,0.034,26.05,3.44,4.001,0.064,26.078,4.73,6.001,0.097,26.101,3.16,7.201,0.703,26.047,6.11,8.001,0.121,26.128,6.96,10.001,0.14,26.132,7.58,12,0.138
26.426,1.72,2,0.034,26.398,3.44,4.001,0.064,26.426,4.73,6.001,0.097,26.452,3.19,7.201,0.702,26.396,6.1,8.001,0.12,26.477,6.95,10.001,0.14,26.507,7.55,12,0.137
26.775,1.72,2,0.034,26.748,3.44,4.001,0.064,26.804,4.72,6.001,0.097,26.801,3.22,7.201,0.702,26.744,6.09,8.001,0.12,26.853,6.94,10.001,0.14,26.855,7.55,12,0.138
27.125,1.72,2,0.034,27.096,3.43,4.001,0.064,27.152,4.72,6.001,0.097,27.15,3.23,7.201,0.701,27.095,6.08,8.001,0.12,27.2,6.92,10.001,0.139,27.206,7.54,12,0.138
27.473,1.72,2,0.034,27.472,3.43,4.001,0.064,27.501,4.71,6.001,0.097,27.498,3.23,7.201,0.699,27.471,6.07,8.001,0.12,27.551,6.91,10.001,0.139,27.555,7.53,12,0.137
27.85,1.71,2,0.033,27.822,3.43,4.001,0.064,27.85,4.7,6.001,0.097,27.874,3.22,7.201,0.699,27.819,6.05,8.001,0.12,27.899,6.9,10.001,0.139,27.904,7.51,12,0.137
28.199,1.71,2,0.034,28.171,3.42,4.001,0.064,28.2,4.71,6.001,0.097,28.222,3.22,7.201,0.699,28.169,6.05,8.001,0.12,28.249,6.89,10.001,0.139,28.281,7.51,12,0.137
28.548,1.71,2,0.034,28.52,3.42,4.001,0.064,28.575,4.7,6.001,0.097,28.572,3.21,7.201,0.698,28.517,6.04,8.001,0.12,28.625,6.89,10.001,0.139,28.629,7.49,12,0.136
28.897,1.71,2,0.034,28.869,3.42,4.001,0.064,28.925,4.7,6.001,0.097,28.938,3.2,7.201,0.697,28.867,6.04,8.001,0.12,28.974,6.87,10.001,0.138,28.979,7.48,12,0.136
29.246,1.71,2,0.034,29.245,3.42,4.001,0.064,29.274,4.69,6.001,0.097,29.325,3.18,7.201,0.697,29.214,6.03,8.001,0.119,29.323,6.86,10.001,0.138,29.327,7.47,12,0.136
29.622,1.71,2,0.034,29.594,3.42,4.001,0.064,29.622,4.69,6.001,0.097,29.676,3.18,7.201,0.696,29.592,6.03,8.002,0.12,29.673,6.86,10.001,0.138,29.678,7.45,12,0.136
29.971,1.71,2,0.034,29.943,3.42,4.001,0.064,29.972,4.68,6.001,0.097,30.023,3.17,7.201,0.696,29.941,6.02,8.002,0.119,30.021,6.85,10.001,0.138,30.027,7.65,12,0.135
30.321,1.71,2,0.034,30.293,3.42,4.001,0.064,30.32,4.68,6.001,0.096,30.373,3.16,7.201,0.694,30.29,6.01,8.001,0.119,30.396,6.84,10.001,0.137,30.387,7.43,12,0.135
30.669,1.71,2,0.034,30.643,3.42,4.001,0.064,30.696,4.68,6.001,0.097,30.723,3.17,7.201,0.694,30.639,6,8.001,0.119,30.746,6.83,10.001,0.138,30.741,7.42,12,0.135
31.019,1.71,2,0.034,31.017,3.42,4.001,0.064,31.044,4.67,6.001,0.096,31.098,3.16,7.201,0.694,30.989,5.99,8.001,0.119,31.096,6.82,10.001,0.137,31.101,7.42,12,0.134
31.367,1.71,2,0.034,31.367,3.42,4.001,0.064,31.394,4.67,6.001,0.096,31.446,3.16,7.201,0.693,31.365,5.99,8.001,0.118,31.445,6.81,10.001,0.137,31.45,7.4,12,0.135
31.743,1.71,2,0.034,31.715,3.42,4.001,0.064,31.744,4.66,6.001,0.096,31.797,3.14,7.201,0.693,31.713,5.98,8.001,0.118,31.794,6.81,10.001,0.137,31.8,7.4,12,0.135
32.092,1.71,2,0.034,32.065,3.42,4.001,0.064,32.119,4.66,6.001,0.096,32.144,3.06,7.201,0.692,32.063,5.98,8.001,0.118,32.169,6.79,10.001,0.137,32.149,7.4,12,0.135
32.441,1.71,2,0.034,32.412,3.41,4.001,0.064,32.467,4.66,6.001,0.096,32.521,3.03,7.201,0.691,32.412,5.97,8.001,0.118,32.519,6.78,10.001,0.136,32.525,7.39,12,0.134
32.79,1.71,2,0.034,32.789,3.41,4,0.064,32.818,4.66,6.001,0.096,32.869,3.03,7.201,0.691,32.762,5.97,8.002,0.118,32.867,6.78,10.001,0.136,32.875,7.36,12,0.134
33.165,1.71,2,0.034,33.138,3.41,4.001,0.063,33.168,4.66,6.001,0.096,33.217,3.04,7.201,0.691,33.136,5.96,8.001,0.118,33.217,6.77,10.001,0.136,33.225,7.36,12,0.134
33.516,1.71,2,0.034,33.487,3.41,4.001,0.064,33.516,4.65,6.001,0.096,33.568,3.04,7.201,0.69,33.487,5.95,8.001,0.118,33.566,6.75,10.001,0.136,33.574,7.35,12,0.133
33.863,1.71,2,0.034,33.837,3.41,4.001,0.064,33.866,4.65,6.001,0.096,33.917,3.04,7.201,0.69,33.834,5.95,8.001,0.118,33.942,6.75,10.001,0.136,33.922,7.34,12,0.133
34.214,1.71,2,0.034,34.185,3.41,4,0.064,34.242,4.65,6.001,0.096,34.266,3.04,7.201,0.689,34.185,5.94,8.001,0.118,34.291,6.75,10.001,0.135,34.283,7.34,12,0.133
34.563,1.71,2,0.034,34.562,3.41,4.001,0.064,34.59,4.65,6.001,0.096,34.643,3.04,7.201,0.689,34.533,5.93,8.001,0.118,34.641,6.74,10.001,0.136,34.636,7.33,12,0.133
34.912,1.71,2,0.034,34.912,3.41,4.001,0.064,34.94,4.65,6.001,0.096,34.991,3.04,7.201,0.688,34.909,5.93,8.001,0.117,34.99,6.72,10.001,0.136,34.996,7.32,12,0.133
35.288,1.71,2,0.034,35.261,3.41,4.001,0.064,35.289,4.64,6.001,0.096,35.341,3.02,7.201,0.687,35.258,5.91,8.001,0.117,35.356,6.71,10.001,0.135,35.345,7.49,12,0.132
35.637,1.71,2,0.034,35.609,3.4,4.001,0.063,35.64,4.64,6.001,0.095,35.69,3.03,7.201,0.687,35.607,5.91,8.001,0.117,35.716,6.71,10.001,0.135,35.695,7.3,12,0.132
35.988,1.71,2,0.034,35.958,3.4,4.001,0.064,36.015,4.63,6.001,0.095,36.04,3.02,7.201,0.687,35.957,5.91,8.001,0.117,36.064,6.7,10.001,0.135,36.043,7.29,12,0.132
36.335,1.71,2,0.034,36.335,3.4,4.001,0.064,36.365,4.63,6.001,0.095,36.388,3.02,7.201,0.686,36.306,5.9,8.001,0.117,36.414,6.69,10.001,0.135,36.419,7.29,12,0.132
36.686,1.71,2,0.034,36.684,3.4,4,0.064,36.714,4.63,6.001,0.095,36.766,3.01,7.201,0.685,36.655,5.89,8.001,0.117,36.762,6.69,10.001,0.135,36.767,7.28,12,0.132
37.062,1.71,2,0.034,37.034,3.4,4,0.064,37.063,4.62,6.001,0.095,37.113,2.99,7.201,0.685,37.032,5.89,8.001,0.117,37.112,6.67,10.001,0.135,37.117,7.27,12,0.132
37.41,1.71,2,0.034,37.382,3.4,4.001,0.064,37.411,4.62,6.001,0.095,37.464,3,7.201,0.684,37.38,5.88,8.001,0.116,37.461,6.68,10.001,0.134,37.467,7.26,12,0.132
37.759,1.71,2,0.034,37.732,3.4,4.001,0.064,37.787,4.61,6.001,0.095,37.813,3.01,7.201,0.683,37.729,5.88,8.001,0.116,37.838,6.67,10.001,0.134,37.816,7.26,12,0.131
38.108,1.7,2,0.034,38.079,3.4,4.001,0.063,38.137,4.62,6.001,0.095,38.163,3,7.201,0.684,38.078,5.87,8.002,0.116,38.188,6.66,10.001,0.134,38.192,7.24,12,0.132
38.459,1.71,2,0.034,38.457,3.4,4,0.063,38.485,4.61,6.001,0.095,38.539,3,7.201,0.683,38.428,5.87,8.001,0.116,38.535,6.66,10.001,0.134,38.54,7.23,12,0.131
38.833,1.7,2,0.034,38.807,3.4,4.001,0.063,38.835,4.61,6.001,0.095,38.887,2.99,7.201,0.682,38.804,5.86,8.002,0.116,38.884,6.64,10.001,0.134,38.89,7.23,12,0.131
39.183,1.7,2,0.034,39.155,3.39,4.001,0.063,39.184,4.6,6.001,0.095,39.236,2.98,7.201,0.682,39.153,5.86,8.001,0.116,39.234,6.64,10.001,0.134,39.24,7.22,12,0.131
39.531,1.7,2,0.034,39.505,3.39,4,0.063,39.559,4.6,6.001,0.095,39.586,2.98,7.201,0.681,39.503,5.85,8.001,0.116,39.594,6.63,10.001,0.134,39.589,7.22,12,0.131
39.881,1.7,2,0.034,39.854,3.39,4.001,0.063,39.908,4.59,6.001,0.095,39.935,2.98,7.201,0.681,39.852,5.84,8.001,0.116,39.949,6.62,10.001,0.133,39.966,7.21,12,0.131
40.23,1.7,2,0.034,40.23,3.39,4.001,0.063,40.258,4.59,6.001,0.095,40.309,2.98,7.201,0.681,40.2,5.84,8.001,0.116,40.309,6.62,10.001,0.133,40.314,7.2,12,0.131
40.605,1.7,2,0.034,40.579,3.38,4.001,0.063,40.608,4.59,6.001,0.094,40.66,2.98,7.201,0.681,40.576,5.84,8.001,0.116,40.656,6.61,10.001,0.133,40.664,7.19,12,0.131
40.955,1.7,2,0.034,40.929,3.38,4.001,0.063,40.956,4.59,6.001,0.094,41.007,2.96,7.201,0.679,40.926,5.83,8.001,0.115,41.007,6.61,10.001,0.133,41.013,7.18,12,0.13
41.303,1.7,2,0.034,41.277,3.39,4.001,0.063,41.333,4.58,6.001,0.094,41.36,2.96,7.201,0.68,41.274,5.83,8.002,0.115,41.382,6.61,10.001,0.133,41.362,7.18,12,0.13
41.652,1.7,2,0.034,41.626,3.38,4.001,0.063,41.682,4.59,6.001,0.094,41.707,2.97,7.201,0.679,41.625,5.82,8.002,0.115,41.73,6.6,10.001,0.133,41.71,7.17,12,0.13
42.001,1.7,2,0.034,41.975,3.39,4,0.063,42.031,4.58,6.001,0.094,42.083,2.97,7.201,0.679,41.983,5.82,8.001,0.115,42.079,6.59,10.001,0.133,42.087,7.16,12,0.13
42.378,1.7,2,0.034,42.352,3.38,4.001,0.063,42.379,4.58,6.001,0.094,42.432,2.96,7.201,0.678,42.349,5.81,8.001,0.115,42.429,6.59,10.001,0.133,42.437,7.13,12,0.129
42.726,1.7,2,0.034,42.701,3.38,4.001,0.063,42.729,4.57,6.001,0.094,42.78,2.98,7.201,0.678,42.698,5.81,8.001,0.115,42.779,6.58,10.001,0.132,42.786,7.15,12,0.129
43.076,1.7,2,0.034,43.049,3.38,4.001,0.063,43.078,4.57,6.001,0.094,43.129,2.95,7.201,0.678,43.046,5.8,8.001,0.115,43.154,6.57,10.001,0.132,43.135,7.15,12,0.129
43.427,1.7,2,0.034,43.398,3.37,4.001,0.063,43.428,4.57,6.001,0.094,43.478,2.94,7.201,0.677,43.396,5.8,8.001,0.115,43.504,6.57,10.001,0.132,43.485,7.14,12,0.129
43.776,1.7,2,0.034,43.758,3.38,4.001,0.064,43.804,4.56,6.001,0.094,43.855,2.94,7.201,0.677,43.744,5.79,8.001,0.115,43.852,6.57,10.001,0.132,43.859,7.14,12,0.129
44.152,1.7,2,0.034,44.139,3.37,4.001,0.063,44.153,4.56,6.001,0.094,44.203,2.94,7.201,0.675,44.121,5.78,8.001,0.114,44.201,6.56,10.001,0.132,44.209,7.13,12,0.129
44.5,1.7,2,0.034,44.501,3.37,4.001,0.063,44.502,4.56,6.001,0.094,44.553,2.94,7.201,0.676,44.47,5.78,8.001,0.115,44.55,6.56,10.001,0.132,44.558,7.12,12,0.129
44.85,1.7,2,0.034,44.859,3.37,4.001,0.063,44.85,4.56,6.001,0.094,44.9,2.94,7.201,0.675,44.818,5.78,8.001,0.115,44.911,6.55,10.001,0.132,44.907,7.12,12,0.129
45.198,1.7,2,0.034,45.215,3.37,4.001,0.063,45.202,4.56,6.001,0.094,45.25,2.93,7.201,0.675,45.168,5.77,8.001,0.115,45.293,6.54,10.001,0.132,45.257,7.12,12,0.128
