10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
237.816,10.01,115.228,238.414,19.94,193.36,,,,,,,,,,,,
238.182,10,112.726,238.773,20.03,203.104,,,,,,,,,,,,
238.54,9.98,117.092,239.15,20.01,196.045,,,,,,,,,,,,
238.915,9.99,111.705,239.517,20.05,190.104,,,,,,,,,,,,
239.282,9.99,118.262,239.877,20.03,205.173,,,,,,,,,,,,
239.64,10.01,113.81,240.28,19.98,195.364,,,,,,,,,,,,
239.999,10,112.673,240.669,19.94,196.211,,,,,,,,,,,,
240.367,10.01,111.516,241.032,20.02,196.356,,,,,,,,,,,,
240.769,9.99,117.125,241.436,20.02,197.181,,,,,,,,,,,,
241.157,10.01,116.184,241.802,20.02,203.341,,,,,,,,,,,,
241.523,10.01,110.494,242.16,19.99,193.299,,,,,,,,,,,,
241.898,10.02,112.578,242.57,19.99,204.999,,,,,,,,,,,,
242.3,10,114.937,242.967,20,193.483,,,,,,,,,,,,
242.672,10.02,112.748,243.342,19.99,198.213,,,,,,,,,,,,
243.08,10.01,112.769,243.745,19.99,194.229,,,,,,,,,,,,
243.485,10.02,117.136,244.11,20.03,207.046,,,,,,,,,,,,
243.847,10,118.074,244.469,20.04,207.374,,,,,,,,,,,,
244.208,10,118.285,244.845,19.99,200.471,,,,,,,,,,,,
244.567,10.01,113.928,245.235,19.99,204.505,,,,,,,,,,,,
244.931,10,109.265,245.599,19.98,192.993,,,,,,,,,,,,
245.321,9.99,113.842,245.974,20.05,200.28,,,,,,,,,,,,
245.701,9.97,118.407,246.378,20.02,203.212,,,,,,,,,,,,
246.06,9.99,114.84,246.765,19.96,199.31,,,,,,,,,,,,
246.464,9.97,117.235,247.156,19.92,189.534,,,,,,,,,,,,
246.83,9.98,111.558,247.545,19.99,205.238,,,,,,,,,,,,
247.191,10.01,118.129,247.909,20.03,207.133,,,,,,,,,,,,
247.566,10.03,112.726,248.314,20.02,193.238,,,,,,,,,,,,
247.97,10,114.786,248.678,20.03,197.493,,,,,,,,,,,,
248.337,10.02,118.429,249.038,19.98,197.327,,,,,,,,,,,,
248.694,9.98,112.79,249.424,20.03,193.401,,,,,,,,,,,,
249.098,9.95,116.118,249.788,19.99,204.181,,,,,,,,,,,,
249.5,9.97,117.147,250.193,20.02,196.91,,,,,,,,,,,,
249.866,9.99,116.872,250.558,20.12,195.941,,,,,,,,,,,,
250.225,10.19,120.369,250.918,20.12,196.045,,,,,,,,,,,,
250.629,10.13,119.322,251.296,19.99,202.263,,,,,,,,,,,,
251.032,10.1,114.872,251.698,19.94,190.446,,,,,,,,,,,,
251.399,10.05,114.883,252.062,19.98,208.102,,,,,,,,,,,,
251.757,10.04,111.652,252.422,20,207.352,,,,,,,,,,,,
252.161,10.02,116.26,252.809,20.02,202.199,,,,,,,,,,,,
252.563,10.04,120.302,253.176,19.98,196.169,,,,,,,,,,,,
252.93,10.01,117.004,253.578,20,193.013,,,,,,,,,,,,
253.288,9.99,117.136,253.966,20.14,196.48,,,,,,,,,,,,
253.664,9.98,116.249,254.346,20,191.66,,,,,,,,,,,,
254.053,9.86,110.681,254.706,19.84,201.506,,,,,,,,,,,,
254.427,9.87,111.694,255.093,19.83,192.694,,,,,,,,,,,,
254.792,9.9,119.445,255.459,19.88,192.308,,,,,,,,,,,,
255.198,9.94,113.821,255.862,20.02,207.067,,,,,,,,,,,,
255.562,9.98,117.367,256.228,20.06,191.276,,,,,,,,,,,,
255.921,10.02,110.411,256.587,20.06,194.208,,,,,,,,,,,,
256.324,10,120.471,256.975,20.06,204.052,,,,,,,,,,,,
256.711,10.06,113.64,257.34,20.02,207.046,,,,,,,,,,,,
257.075,10.13,113.746,257.744,20.03,205.173,,,,,,,,,,,,
257.48,10.13,116.107,258.11,20.07,194.106,,,,,,,,,,,,
257.846,10.03,117.147,258.468,20.01,204.181,,,,,,,,,,,,
258.205,9.91,115.11,258.843,19.95,190.406,,,,,,,,,,,,
258.609,9.9,112.684,259.234,19.96,195.323,,,,,,,,,,,,
258.995,9.99,111.6,259.614,19.94,205.411,,,,,,,,,,,,
259.36,10.05,116.162,259.975,19.91,204.268,,,,,,,,,,,,
259.725,9.91,113.757,260.376,19.96,196.231,,,,,,,,,,,,
260.084,10,112.748,260.779,20.06,205.281,,,,,,,,,,,,
260.445,9.98,111.684,261.143,20.03,194.475,,,,,,,,,,,,
260.812,9.99,114.926,261.504,19.92,201.123,,,,,,,,,,,,
261.198,10,113.714,261.907,19.98,191.276,,,,,,,,,,,,
261.563,9.99,116.271,262.313,20,205.064,,,,,,,,,,,,
261.929,10.04,115.944,262.676,20.01,203.19,,,,,,,,,,,,
262.288,10.06,116.971,263.035,20.02,191.236,,,,,,,,,,,,
262.665,10,118.484,263.423,19.96,199.12,,,,,,,,,,,,
263.031,10.03,112.631,263.788,19.98,195.261,,,,,,,,,,,,
263.39,10.03,114.862,264.191,20,204.246,,,,,,,,,,,,
263.766,10.04,113.842,264.595,20.05,196.045,,,,,,,,,,,,
264.13,10.05,116.26,264.96,20.06,204.16,,,,,,,,,,,,
264.491,10.04,116.325,265.32,20,188.542,,,,,,,,,,,,
264.867,9.97,118.473,265.708,19.97,200.428,,,,,,,,,,,,
265.233,9.87,116.031,266.071,20.01,204.203,,,,,,,,,,,,
265.593,9.9,116.38,266.475,20.01,191.397,,,,,,,,,,,,
265.97,9.93,115.056,266.841,20.03,191.438,,,,,,,,,,,,
266.371,10.01,118.396,267.199,19.97,197.368,,,,,,,,,,,,
266.738,9.99,116.009,267.576,19.96,191.458,,,,,,,,,,,,
267.099,9.97,114.077,267.967,19.96,204.095,,,,,,,,,,,,
267.5,10.04,120.358,268.345,20.04,198.109,,,,,,,,,,,,
267.904,10.19,118.14,268.704,20.07,198.994,,,,,,,,,,,,
268.269,10.14,115.868,269.109,20.06,192.952,,,,,,,,,,,,
268.629,10.05,109.481,269.497,20.05,206.055,,,,,,,,,,,,
269.031,10.04,115.271,269.876,19.99,209.137,,,,,,,,,,,,
269.418,9.89,117.345,270.235,20.02,203.512,,,,,,,,,,,,
269.801,9.89,115.261,270.622,19.91,192.247,,,,,,,,,,,,
270.159,9.9,115.282,270.988,19.99,187.49,,,,,,,,,,,,
270.52,9.95,114.894,271.393,19.98,202.028,,,,,,,,,,,,
270.884,10.01,111.767,271.757,20.03,201.038,,,,,,,,,,,,
271.251,10.06,117.301,272.117,20.02,196.128,,,,,,,,,,,,
271.612,10.08,115.835,272.492,20.03,194.27,,,,,,,,,,,,
271.986,10.08,116.129,272.88,20.03,202.092,,,,,,,,,,,,
272.352,10.01,117.389,273.261,20.01,202.37,,,,,,,,,,,,
272.712,10.01,112.948,273.62,19.99,197.452,,,,,,,,,,,,
273.086,10,113.864,274.007,19.95,196.335,,,,,,,,,,,,
273.477,10.04,117.389,274.372,20,196.211,,,,,,,,,,,,
273.857,10.02,109.316,274.778,20.03,191.175,,,,,,,,,,,,
274.215,10.04,112.748,275.142,19.99,210.328,,,,,,,,,,,,
274.619,10.03,117.202,275.503,20.02,196.273,,,,,,,,,,,,
275.022,10,114.969,275.881,20.05,198.276,,,,,,,,,,,,
275.389,10.01,115.207,276.244,20.02,199.331,,,,,,,,,,,,
275.746,10.01,112.822,276.605,20,199.036,,,,,,,,,,,,
276.149,10.01,117.279,276.991,20.02,199.289,,,,,,,,,,,,
276.555,9.95,120.607,277.356,19.96,191.498,,,,,,,,,,,,
276.92,10.02,114.926,277.758,19.94,201.165,,,,,,,,,,,,
277.277,9.98,118.385,278.125,20,186.439,,,,,,,,,,,,
277.682,10,118.185,278.485,19.98,193.483,,,,,,,,,,,,
278.085,9.99,113.832,278.859,19.89,194.372,,,,,,,,,,,,
278.451,10,117.202,279.264,19.93,201.102,,,,,,,,,,,,
278.809,10.02,117.125,279.63,20.05,198.088,,,,,,,,,,,,
279.213,9.98,117.048,279.987,20.07,192.389,,,,,,,,,,,,
279.616,9.95,117.356,280.376,20.02,205.238,,,,,,,,,,,,
279.983,10.02,116.064,280.742,20.03,204.074,,,,,,,,,,,,
280.342,10,114.926,281.143,19.95,201.165,,,,,,,,,,,,
280.728,9.98,116.325,281.508,19.96,194.27,,,,,,,,,,,,
281.094,10,117.18,281.87,20,194.188,,,,,,,,,,,,
281.498,10.01,116.042,282.246,20.03,195.034,,,,,,,,,,,,
281.899,10,112.695,282.611,20.04,199.036,,,,,,,,,,,,
282.268,9.97,119.748,282.971,20.04,191.377,,,,,,,,,,,,
282.626,10.01,119.535,283.347,20,201.399,,,,,,,,,,,,
283.014,9.98,118.207,283.735,19.91,191.296,,,,,,,,,,,,
283.377,10.01,118.329,284.115,19.94,188.243,,,,,,,,,,,,
283.782,10.01,117.455,284.473,20,205.194,,,,,,,,,,,,
284.148,10,119.546,284.862,20.04,192.43,,,,,,,,,,,,
284.507,10.01,116.064,285.228,20.02,203.362,,,,,,,,,,,,
284.882,10.02,115.944,285.631,19.98,193.422,,,,,,,,,,,,
285.285,10,113.992,286.019,20,202.327,,,,,,,,,,,,
285.652,9.98,110.733,286.399,19.99,202.092,,,,,,,,,,,,
286.012,9.99,117.345,286.758,19.99,195.137,,,,,,,,,,,,
286.416,9.99,117.323,287.147,20.02,190.265,,,,,,,,,,,,
286.817,9.99,115.023,287.51,20.02,203.019,,,,,,,,,,,,
287.184,10,116.38,287.914,20,199.984,,,,,,,,,,,,
287.543,10,118.407,288.278,19.99,192.267,,,,,,,,,,,,
287.945,10.01,114.862,288.638,20.02,197.222,,,,,,,,,,,,
288.333,10,112.98,289.027,20.01,205.043,,,,,,,,,,,,
288.725,9.99,117.312,289.393,20.06,202.092,,,,,,,,,,,,
289.111,10.01,114.937,289.794,20.05,203.126,,,,,,,,,,,,
289.478,10,119.658,290.162,20.03,207.97,,,,,,,,,,,,
289.879,9.99,115.261,290.523,20.05,196.19,,,,,,,,,,,,
290.247,10.01,119.479,290.908,20.02,196.376,,,,,,,,,,,,
290.606,9.97,115.955,291.273,19.99,197.431,,,,,,,,,,,,
290.982,9.94,113.023,291.677,19.95,202.327,,,,,,,,,,,,
291.347,10.02,116.249,292.08,20.04,206.455,,,,,,,,,,,,
291.706,10.02,114.948,292.447,20.36,197.355,,,,,,,,,,,,
292.084,9.98,115.013,292.807,20.27,201.102,,,,,,,,,,,,
292.447,9.97,116.325,293.193,19.97,201.484,,,,,,,,,,,,
292.808,9.94,119.67,293.557,19.83,199.331,,,,,,,,,,,,
293.184,10.02,120.765,293.962,19.9,201.569,,,,,,,,,,,,
293.549,10,113.96,294.35,19.87,190.888,,,,,,,,,,,,
293.909,10.02,118.274,294.715,19.8,191.781,,,,,,,,,,,,
294.285,9.97,119.401,295.08,19.84,199.394,,,,,,,,,,,,
294.651,10.01,118.285,295.441,19.93,199.942,,,,,,,,,,,,
295.007,10.03,117.037,295.842,20.18,194.766,,,,,,,,,,,,
295.385,9.97,118.396,296.246,20.14,193.941,,,,,,,,,,,,
295.791,9.95,115.261,296.611,20.1,197.16,,,,,,,,,,,,
296.155,9.97,114.872,296.97,19.96,190.667,,,,,,,,,,,,
296.516,10.01,115.185,297.346,19.86,198.528,,,,,,,,,,,,
296.918,10.04,112.97,297.723,19.94,201.059,,,,,,,,,,,,
297.318,10.03,111.705,298.125,20,196.472,,,,,,,,,,,,
297.685,10.02,117.268,298.517,20.28,200.379,,,,,,,,,,,,
298.045,9.95,114.915,298.903,20.22,193.217,,,,,,,,,,,,
298.449,9.99,119.423,299.292,20.09,189.174,,,,,,,,,,,,
298.836,10.02,119.233,299.657,20,203.621,,,,,,,,,,,,
