2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
218.305,1.79,2,0.033,218.335,3.69,4.001,0.063,218.241,4.21,6.001,0.081,218.395,5.29,8.002,0.085,219.168,5.29,10.001,0.102,218.644,5.54,12,0.098
218.682,1.79,2,0.033,218.712,3.69,4.001,0.063,218.591,4.21,6.001,0.081,218.745,5.28,8.002,0.085,219.518,5.29,10.001,0.102,218.993,5.55,12,0.098
219.031,1.79,2,0.033,219.06,3.69,4.001,0.064,218.94,4.2,6.001,0.08,219.093,5.28,8.002,0.085,219.893,5.29,10.001,0.102,219.342,5.54,12,0.098
219.38,1.79,2,0.033,219.41,3.69,4.001,0.063,219.29,4.2,6.001,0.081,219.469,5.28,8.002,0.085,220.242,5.28,10.001,0.102,219.691,5.54,12,0.098
219.728,1.79,2,0.033,219.758,3.69,4.001,0.064,219.639,4.2,6.001,0.081,219.818,5.28,8.002,0.085,220.591,5.28,10.001,0.102,220.041,5.54,12,0.098
220.079,1.79,2,0.033,220.108,3.69,4.001,0.063,219.987,4.2,6.001,0.08,220.168,5.28,8.001,0.084,220.939,5.28,10.001,0.102,220.399,5.54,12,0.098
220.453,1.79,2,0.033,220.484,3.69,4.001,0.063,220.335,4.2,6.001,0.08,220.516,5.28,8.002,0.085,221.315,5.28,10.001,0.102,220.755,5.54,12,0.098
220.804,1.79,2,0.033,220.833,3.69,4.001,0.063,220.713,4.19,6.001,0.081,220.866,5.28,8.002,0.085,221.664,5.28,10.001,0.102,221.116,5.54,12,0.098
221.152,1.79,2,0.033,221.182,3.69,4.001,0.063,221.061,4.2,6.001,0.08,221.215,5.28,8.002,0.085,222.013,5.28,10.001,0.102,221.481,5.54,12,0.098
221.501,1.79,2,0.033,221.53,3.69,4.001,0.064,221.412,4.19,6.001,0.08,221.591,5.28,8.001,0.085,222.363,5.28,10.001,0.102,221.866,5.53,12,0.098
221.851,1.79,2,0.033,221.907,3.68,4.001,0.063,221.761,4.2,6.001,0.08,221.939,5.28,8.002,0.085,222.711,5.28,10.001,0.102,222.216,5.53,12,0.098
222.227,1.79,2,0.033,222.255,3.68,4.001,0.064,222.111,4.19,6.001,0.081,222.29,5.28,8.002,0.085,223.088,5.28,10.001,0.101,222.565,5.53,12,0.098
222.577,1.78,2,0.033,222.605,3.69,4.001,0.064,222.487,4.19,6.001,0.08,222.639,5.28,8.002,0.085,223.438,5.28,10.001,0.102,222.914,5.53,12,0.098
222.926,1.79,2,0.033,222.954,3.69,4.001,0.064,222.836,4.19,6.001,0.08,222.988,5.27,8.002,0.085,223.786,5.28,10.001,0.102,223.292,5.53,12,0.098
223.274,1.79,2,0.033,223.304,3.69,4.001,0.063,223.185,4.19,6.001,0.08,223.365,5.27,8.002,0.085,224.136,5.27,10.001,0.101,223.64,5.53,12,0.098
223.624,1.79,2,0.033,223.653,3.68,4.001,0.063,223.535,4.19,6.001,0.08,223.714,5.27,8.002,0.084,224.484,5.27,10.001,0.102,223.991,5.53,12,0.098
223.972,1.78,2,0.033,224.029,3.69,4.001,0.063,223.884,4.19,6.001,0.08,224.063,5.27,8.002,0.085,224.833,5.27,10.001,0.101,224.338,5.52,12,0.098
224.35,1.79,2,0.033,224.378,3.69,4.001,0.063,224.258,4.19,6.001,0.08,224.412,5.27,8.002,0.085,225.193,5.27,10.001,0.101,224.689,5.52,12,0.098
224.699,1.79,2,0.033,224.727,3.69,4.001,0.063,224.608,4.19,6.001,0.08,224.76,5.27,8.002,0.084,225.576,5.27,10.001,0.102,225.036,5.52,12,0.098
225.047,1.79,2,0.033,225.076,3.68,4.001,0.063,224.956,4.19,6.001,0.081,225.11,5.27,8.002,0.084,225.935,5.27,10.001,0.102,225.414,5.52,12,0.097
225.396,1.79,2,0.033,225.425,3.69,4.001,0.063,225.306,4.19,6.001,0.08,225.475,5.27,8.002,0.084,226.31,5.27,10.001,0.101,225.762,5.52,12,0.098
225.745,1.79,2,0.033,225.775,3.68,4.001,0.063,225.655,4.19,6.001,0.081,225.833,5.27,8.002,0.085,226.661,5.27,10.001,0.101,226.112,5.52,12,0.098
226.121,1.79,2,0.033,226.152,3.68,4.001,0.063,226.031,4.18,6.001,0.081,226.184,5.27,8.002,0.085,227.008,5.27,10.001,0.101,226.461,5.52,12,0.097
226.47,1.79,2,0.033,226.5,3.68,4.001,0.063,226.379,4.19,6.001,0.08,226.533,5.27,8.002,0.084,227.358,5.26,10.001,0.101,226.81,5.51,12,0.098
226.82,1.79,2,0.033,226.849,3.68,4.001,0.063,226.73,4.18,6.001,0.08,226.909,5.26,8.002,0.085,227.706,5.26,10.001,0.101,227.16,5.51,12,0.097
227.168,1.79,2,0.033,227.197,3.68,4.001,0.063,227.079,4.18,6.001,0.08,227.258,5.25,8.002,0.084,228.082,5.26,10.001,0.101,227.534,5.52,12,0.097
227.519,1.79,2,0.033,227.548,3.68,4.001,0.063,227.428,4.18,6.001,0.08,227.606,5.26,8.002,0.084,228.432,5.26,10.001,0.101,227.884,5.51,12,0.097
227.866,1.78,2,0.033,227.922,3.68,4.001,0.063,227.804,4.18,6.001,0.081,227.956,5.25,8.002,0.084,228.781,5.26,10.001,0.101,228.233,5.51,12,0.098
228.243,1.79,2,0.033,228.272,3.68,4.001,0.063,228.152,4.18,6.001,0.08,228.304,5.25,8.002,0.084,229.13,5.26,10.001,0.101,228.583,5.51,12,0.097
228.591,1.79,2,0.033,228.622,3.68,4.001,0.063,228.502,4.18,6.001,0.08,228.653,5.25,8.002,0.084,229.506,5.25,10.001,0.101,228.931,5.5,12,0.097
228.94,1.79,2,0.033,228.972,3.68,4.001,0.063,228.85,4.18,6.001,0.08,229.03,5.25,8.002,0.084,229.855,5.25,10.001,0.101,229.308,5.5,12,0.097
229.289,1.79,2,0.033,229.319,3.68,4.001,0.063,229.201,4.18,6.001,0.08,229.379,5.24,8.002,0.084,230.205,5.25,10.001,0.101,229.656,5.5,12,0.097
229.666,1.79,2,0.033,229.696,3.68,4.001,0.063,229.577,4.18,6.001,0.08,229.728,5.24,8.002,0.084,230.552,5.25,10.001,0.101,230.007,5.5,12,0.098
230.016,1.79,2,0.033,230.046,3.67,4.001,0.063,229.925,4.18,6.001,0.08,230.078,5.24,8.002,0.084,230.902,5.25,10.001,0.101,230.356,5.5,12,0.097
230.364,1.79,2,0.033,230.393,3.68,4.001,0.063,230.276,4.18,6.001,0.08,230.427,5.24,8.002,0.084,231.252,5.25,10.001,0.101,230.704,5.5,12,0.097
230.714,1.79,2,0.033,230.743,3.67,4.001,0.063,230.624,4.18,6.001,0.08,230.776,5.24,8.002,0.084,231.628,5.25,10.001,0.101,231.054,5.5,12,0.097
231.062,1.78,2,0.033,231.091,3.68,4.001,0.063,230.973,4.17,6.001,0.08,231.153,5.23,8.002,0.084,231.977,5.25,10.001,0.101,231.414,5.5,12,0.097
231.412,1.79,2,0.033,231.468,3.67,4.001,0.063,231.321,4.17,6.001,0.08,231.502,5.24,8.002,0.084,232.327,5.25,10.001,0.101,231.768,5.49,12,0.097
231.788,1.78,2,0.033,231.816,3.67,4.001,0.063,231.699,4.17,6.001,0.08,231.853,5.23,8.002,0.084,232.675,5.25,10.001,0.101,232.129,5.5,12,0.097
232.137,1.78,2,0.033,232.166,3.68,4.001,0.063,232.047,4.17,6.001,0.08,232.201,5.23,8.002,0.084,233.024,5.24,10.001,0.101,232.479,5.49,12,0.097
232.486,1.79,2,0.033,232.514,3.67,4.001,0.064,232.397,4.17,6.001,0.08,232.551,5.24,8.002,0.084,233.383,5.24,10.001,0.101,232.828,5.5,12,0.097
232.835,1.79,2,0.033,232.864,3.67,4.001,0.063,232.747,4.17,6.001,0.08,232.927,5.23,8.002,0.084,233.741,5.24,10.001,0.101,233.177,5.49,12,0.097
233.184,1.78,2,0.033,233.24,3.67,4.001,0.063,233.096,4.17,6.001,0.08,233.275,5.23,8.002,0.084,234.1,5.24,10.001,0.101,233.553,5.49,12,0.097
233.56,1.78,2,0.033,233.589,3.67,4.001,0.063,233.444,4.17,6.001,0.08,233.624,5.23,8.002,0.084,234.45,5.24,10.001,0.101,233.902,5.49,12,0.097
233.909,1.79,2,0.033,233.938,3.67,4.001,0.063,233.82,4.17,6.001,0.08,233.973,5.23,8.002,0.084,234.799,5.24,10.001,0.101,234.252,5.49,12,0.097
234.258,1.78,2,0.033,234.287,3.67,4.001,0.063,234.17,4.17,6.001,0.08,234.322,5.23,8.001,0.084,235.147,5.23,10.001,0.1,234.601,5.49,12,0.097
234.609,1.78,2,0.033,234.637,3.67,4.001,0.063,234.517,4.17,6.001,0.08,234.698,5.23,8.002,0.084,235.507,5.23,10.001,0.1,234.951,5.49,12,0.097
234.957,1.79,2,0.033,234.985,3.67,4.001,0.063,234.868,4.17,6.001,0.08,235.047,5.23,8.002,0.084,235.863,5.23,10.001,0.101,235.309,5.48,12,0.096
235.331,1.78,2,0.033,235.345,3.67,4.001,0.063,235.239,4.17,6.001,0.08,235.395,5.23,8.001,0.084,236.222,5.23,10.001,0.1,235.692,5.48,12,0.096
235.683,1.79,2,0.033,235.702,3.67,4.001,0.063,235.591,4.17,6.001,0.08,235.746,5.23,8.002,0.084,236.57,5.23,10.001,0.101,236.052,5.48,12,0.097
236.032,1.78,2,0.033,236.062,3.67,4.001,0.063,235.941,4.17,6.001,0.08,236.094,5.23,8.002,0.084,236.946,5.23,10.001,0.101,236.427,5.48,12,0.096
236.382,1.78,2,0.033,236.411,3.67,4.001,0.063,236.29,4.17,6.001,0.08,236.47,5.23,8.002,0.084,237.296,5.22,10.001,0.101,236.777,5.47,12,0.096
236.73,1.78,2,0.033,236.76,3.67,4.001,0.063,236.64,4.17,6.001,0.08,236.818,5.23,8.001,0.084,237.645,5.22,10.001,0.101,237.125,5.47,12,0.096
237.105,1.78,2,0.033,237.11,3.67,4.001,0.063,236.988,4.17,6.001,0.08,237.169,5.23,8.002,0.084,237.994,5.22,10.001,0.101,237.475,5.47,12,0.096
237.455,1.78,2,0.033,237.485,3.67,4.001,0.063,237.365,4.16,6.001,0.08,237.517,5.23,8.002,0.084,238.343,5.22,10.001,0.1,237.823,5.47,12,0.096
237.804,1.78,2,0.033,237.834,3.67,4.001,0.063,237.713,4.17,6.001,0.08,237.867,5.23,8.002,0.083,238.692,5.22,10.001,0.1,238.184,5.47,12,0.096
238.153,1.78,2,0.033,238.183,3.67,4.001,0.063,238.063,4.17,6.001,0.08,238.244,5.23,8.002,0.084,239.052,5.18,10.001,0.1,238.565,5.47,12,0.096
238.503,1.78,2,0.033,238.533,3.67,4.001,0.063,238.411,4.17,6.001,0.08,238.591,5.23,8.002,0.084,239.433,5.18,10.001,0.1,238.925,5.47,12,0.096
238.878,1.78,2,0.033,238.883,3.67,4.001,0.063,238.761,4.17,6.001,0.08,238.941,5.23,8.002,0.083,239.793,5.19,10.001,0.1,239.302,5.47,12,0.096
239.227,1.78,2,0.033,239.257,3.66,4.001,0.063,239.139,4.17,6.001,0.08,239.289,5.23,8.002,0.084,240.153,5.19,10.001,0.1,239.667,5.46,12,0.096
239.576,1.79,2,0.033,239.607,3.67,4.001,0.063,239.488,4.16,6.001,0.08,239.639,5.23,8.002,0.083,240.509,5.19,10.001,0.1,240.027,5.46,12,0.096
239.925,1.78,2,0.033,239.955,3.67,4.001,0.063,239.836,4.16,6.001,0.08,240.015,5.23,8.002,0.084,240.868,5.19,10.001,0.1,240.401,5.46,12,0.096
240.274,1.78,2,0.033,240.306,3.66,4.001,0.063,240.185,4.16,6.001,0.08,240.364,5.22,8.002,0.084,241.216,5.19,10.001,0.1,240.751,5.46,12,0.096
240.65,1.78,2,0.033,240.653,3.67,4.001,0.063,240.536,4.16,6.001,0.08,240.713,5.22,8.002,0.083,241.566,5.19,10.001,0.1,241.1,5.46,12,0.096
241,1.78,2,0.033,241.03,3.66,4.001,0.063,240.883,4.16,6.001,0.08,241.062,5.22,8.002,0.083,241.916,5.19,10.001,0.1,241.448,5.46,12,0.096
241.35,1.78,2,0.033,241.379,3.67,4.001,0.063,241.261,4.16,6.001,0.079,241.413,5.22,8.002,0.084,242.274,5.19,10.001,0.1,241.799,5.46,12,0.096
241.698,1.78,2,0.033,241.728,3.66,4.001,0.063,241.61,4.16,6.001,0.08,241.761,5.22,8.001,0.083,242.636,5.2,10.001,0.1,242.157,5.46,12,0.096
242.048,1.78,2,0.033,242.076,3.67,4.001,0.063,241.959,4.16,6.001,0.079,242.138,5.22,8.001,0.083,242.989,5.19,10.001,0.1,242.54,5.46,12,0.096
242.396,1.78,2,0.033,242.426,3.66,4.001,0.063,242.308,4.16,6.001,0.08,242.486,5.22,8.001,0.083,243.337,5.19,10.001,0.1,242.9,5.46,12,0.096
242.745,1.78,2,0.033,242.802,3.67,4.001,0.063,242.662,4.16,6.001,0.079,242.841,5.22,8.001,0.083,243.712,5.19,10.001,0.1,243.263,5.46,12,0.096
243.128,1.78,2,0.033,243.157,3.67,4.001,0.063,243.06,4.16,6.001,0.08,243.239,5.22,8.001,0.083,244.062,5.18,10.001,0.1,243.626,5.46,12,0.096
243.525,1.78,2,0.033,243.556,3.66,4.001,0.063,243.406,4.15,6.001,0.079,243.586,5.21,8.002,0.083,244.41,5.18,10.001,0.1,243.973,5.45,12,0.096
243.89,1.78,2,0.033,243.918,3.66,4.001,0.063,243.756,4.15,6.001,0.08,243.936,5.21,8.001,0.083,244.759,5.18,10.001,0.1,244.323,5.45,12,0.096
244.249,1.78,2,0.033,244.269,3.66,4.001,0.063,244.116,4.15,6.001,0.079,244.285,5.21,8.001,0.084,245.109,5.18,10.001,0.1,244.671,5.45,12,0.096
244.598,1.78,2,0.033,244.628,3.66,4.001,0.063,244.472,4.15,6.001,0.08,244.661,5.21,8.001,0.083,245.468,5.18,10.001,0.1,245.02,5.45,12,0.096
244.975,1.78,2,0.033,244.987,3.66,4.001,0.063,244.831,4.15,6.001,0.079,245.009,5.21,8.001,0.083,245.835,5.18,10.001,0.1,245.397,5.45,12,0.096
245.323,1.78,2,0.033,245.343,3.66,4.001,0.063,245.181,4.15,6.001,0.08,245.36,5.21,8.001,0.083,246.182,5.18,10.001,0.099,245.745,5.44,12,0.096
245.673,1.78,2,0.033,245.701,3.66,4.001,0.063,245.528,4.15,6.001,0.079,245.707,5.21,8.001,0.083,246.533,5.18,10.001,0.099,246.095,5.45,12,0.096
246.021,1.78,2,0.033,246.051,3.66,4.001,0.063,245.878,4.15,6.001,0.079,246.058,5.21,8.001,0.083,246.881,5.18,10.001,0.1,246.444,5.44,12,0.096
246.371,1.79,2,0.033,246.399,3.66,4.001,0.063,246.255,4.15,6.001,0.079,246.405,5.21,8.001,0.083,247.259,5.18,10.001,0.099,246.819,5.44,12,0.096
246.719,1.78,2,0.033,246.748,3.66,4.001,0.063,246.604,4.15,6.001,0.079,246.755,5.2,8.001,0.083,247.624,5.18,10.001,0.099,247.169,5.44,12,0.096
247.095,1.78,2,0.033,247.126,3.66,4.001,0.063,246.954,4.15,6.001,0.079,247.132,5.2,8.001,0.083,247.984,5.17,10.001,0.099,247.518,5.44,12,0.096
247.444,1.79,2,0.033,247.473,3.66,4.001,0.063,247.302,4.15,6.001,0.079,247.48,5.21,8.002,0.083,248.333,5.17,10.001,0.099,247.868,5.44,12,0.096
247.794,1.78,2,0.033,247.826,3.66,4.001,0.063,247.652,4.15,6.001,0.079,247.83,5.2,8.001,0.083,248.707,5.17,10.001,0.099,248.217,5.44,12,0.096
248.141,1.79,2,0.033,248.173,3.66,4.001,0.063,248.027,4.15,6.001,0.08,248.179,5.2,8.001,0.083,249.057,5.17,10.001,0.099,248.565,5.44,12,0.096
248.519,1.78,2,0.033,248.523,3.66,4.001,0.063,248.378,4.15,6.001,0.079,248.528,5.2,8.001,0.083,249.405,5.17,10.001,0.099,248.942,5.43,12,0.096
248.867,1.78,2,0.033,248.898,3.66,4.001,0.063,248.725,4.15,6.001,0.079,248.904,5.2,8.001,0.083,249.756,5.17,10.001,0.099,249.29,5.43,12,0.096
249.218,1.78,2,0.033,249.247,3.66,4.001,0.063,249.075,4.15,6.001,0.079,249.255,5.2,8.002,0.083,250.103,5.17,10.001,0.099,249.641,5.43,12,0.095
249.566,1.79,2,0.033,249.596,3.66,4.001,0.063,249.424,4.15,6.001,0.079,249.603,5.2,8.001,0.083,250.48,5.17,10.001,0.099,249.991,5.43,12,0.095
249.914,1.78,2,0.033,249.946,3.66,4.001,0.063,249.8,4.15,6.001,0.079,249.953,5.19,8.001,0.083,250.829,5.17,10.001,0.099,250.34,5.43,12,0.096
250.291,1.78,2,0.033,250.295,3.66,4,0.063,250.148,4.15,6.001,0.079,250.3,5.2,8.001,0.083,251.179,5.17,10.001,0.099,250.689,5.43,12,0.096
250.639,1.78,2,0.033,250.671,3.65,4.001,0.063,250.499,4.14,6.001,0.079,250.677,5.2,8.001,0.083,251.528,5.17,10.001,0.099,251.049,5.43,12,0.095
250.989,1.78,2,0.033,251.02,3.66,4.001,0.063,250.847,4.14,6.001,0.079,251.025,5.19,8.001,0.083,251.903,5.16,10.001,0.099,251.403,5.43,12,0.095
251.337,1.79,2,0.033,251.368,3.65,4.001,0.063,251.198,4.14,6.001,0.079,251.375,5.19,8.001,0.083,252.253,5.16,10.001,0.099,251.764,5.43,12,0.096
251.687,1.78,2,0.033,251.718,3.65,4.001,0.063,251.546,4.14,6.001,0.079,251.725,5.18,8.001,0.083,252.603,5.16,10.001,0.099,252.112,5.43,12,0.095
252.065,1.78,2,0.033,252.067,3.66,4.001,0.063,251.922,4.14,6.001,0.079,252.099,5.18,8.001,0.083,252.951,5.16,10.001,0.099,252.463,5.42,12,0.095
252.412,1.78,2,0.033,252.442,3.65,4.001,0.063,252.27,4.14,6.001,0.079,252.449,5.18,8.001,0.083,253.301,5.16,10.001,0.099,252.811,5.42,12,0.095
252.763,1.78,2,0.033,252.792,3.66,4.001,0.063,252.62,4.14,6.001,0.079,252.798,5.17,8.002,0.083,253.65,5.16,10.001,0.099,253.187,5.42,12,0.095
253.11,1.78,2,0.033,253.141,3.65,4.001,0.063,252.968,4.14,6.001,0.079,253.149,5.18,8.001,0.083,254.026,5.16,10.001,0.099,253.537,5.42,12,0.095
253.462,1.78,2,0.033,253.491,3.66,4.001,0.063,253.318,4.14,6.001,0.079,253.496,5.18,8.001,0.082,254.374,5.16,10.001,0.099,253.886,5.42,12,0.095
253.809,1.78,2,0.033,253.84,3.65,4.001,0.063,253.667,4.14,6.001,0.08,253.846,5.18,8.001,0.083,254.725,5.16,10.001,0.099,254.235,5.42,12,0.095
254.16,1.78,2,0.033,254.189,3.65,4.001,0.063,254.045,4.14,6.001,0.079,254.223,5.18,8.001,0.083,255.072,5.16,10.001,0.099,254.585,5.41,12,0.095
254.518,1.78,2,0.033,254.565,3.65,4.001,0.062,254.393,4.14,6.001,0.079,254.57,5.18,8.001,0.083,255.422,5.16,10.001,0.099,254.945,5.41,12,0.095
254.876,1.78,2,0.033,254.915,3.65,4.001,0.063,254.743,4.13,6.001,0.079,254.92,5.18,8.001,0.083,255.799,5.16,10.001,0.099,255.3,5.41,12,0.095
255.235,1.78,2,0.033,255.264,3.65,4.001,0.063,255.09,4.14,6.001,0.079,255.269,5.18,8.001,0.083,256.148,5.16,10.001,0.099,255.659,5.41,12,0.095
255.585,1.78,2,0.033,255.613,3.65,4.001,0.062,255.44,4.13,6.001,0.079,255.619,5.18,8.001,0.083,256.497,5.16,10.001,0.099,256.008,5.41,12,0.095
255.933,1.78,2,0.033,255.961,3.65,4.001,0.063,255.817,4.13,6.001,0.079,255.995,5.18,8.001,0.083,256.846,5.16,10.001,0.099,256.357,5.41,12,0.095
256.308,1.78,2,0.033,256.311,3.65,4.001,0.062,256.167,4.13,6.001,0.079,256.345,5.18,8.001,0.083,257.196,5.16,10.001,0.098,256.706,5.41,12,0.095
256.658,1.78,2,0.033,256.688,3.65,4.001,0.062,256.517,4.13,6.001,0.079,256.693,5.18,8.001,0.083,257.569,5.15,10.001,0.098,257.082,5.41,12,0.095
257.005,1.78,2,0.033,257.036,3.65,4,0.063,256.866,4.13,6.001,0.079,257.042,5.18,8.001,0.083,257.921,5.15,10.001,0.099,257.431,5.41,12,0.095
257.356,1.78,2,0.033,257.386,3.65,4.001,0.062,257.214,4.13,6.001,0.079,257.391,5.18,8.002,0.083,258.269,5.15,10.001,0.098,257.781,5.4,12,0.095
257.705,1.78,2,0.033,257.734,3.65,4.001,0.063,257.564,4.13,6.001,0.079,257.767,5.17,8.001,0.082,258.619,5.15,10.001,0.098,258.13,5.4,12,0.095
258.081,1.78,2,0.033,258.086,3.65,4.001,0.063,257.941,4.14,6.001,0.079,258.117,5.18,8.001,0.082,258.967,5.15,10.001,0.099,258.478,5.4,12,0.095
258.429,1.78,2,0.033,258.46,3.64,4.001,0.063,258.289,4.13,6.001,0.079,258.465,5.18,8.001,0.082,259.343,5.15,10.001,0.099,258.854,5.4,12,0.095
258.778,1.78,2,0.033,258.809,3.65,4.001,0.063,258.639,4.13,6.001,0.079,258.814,5.17,8.001,0.083,259.692,5.15,10.001,0.099,259.203,5.4,12,0.094
259.127,1.78,2,0.033,259.158,3.65,4.001,0.063,258.988,4.13,6.001,0.079,259.162,5.17,8.001,0.082,260.042,5.15,10.001,0.099,259.553,5.4,12,0.095
259.476,1.78,2,0.033,259.508,3.65,4.001,0.062,259.337,4.13,6.001,0.079,259.539,5.17,8.002,0.082,260.391,5.15,10.001,0.098,259.902,5.4,12,0.095
259.852,1.78,2,0.033,259.857,3.64,4.001,0.062,259.685,4.13,6.001,0.079,259.888,5.17,8.001,0.083,260.74,5.15,10.001,0.098,260.252,5.4,12,0.095
260.202,1.78,2,0.033,260.231,3.65,4.001,0.063,260.061,4.13,6.001,0.079,260.237,5.17,8.001,0.082,261.099,5.15,10.001,0.099,260.612,5.39,12,0.095
260.551,1.78,2,0.033,260.582,3.64,4.001,0.063,260.411,4.13,6.001,0.079,260.586,5.17,8.001,0.083,261.481,5.15,10.001,0.098,260.994,5.4,12,0.095
260.899,1.78,2,0.033,260.938,3.64,4.001,0.063,260.759,4.12,6.001,0.079,260.934,5.17,8.001,0.083,261.84,5.14,10.001,0.098,261.353,5.39,12,0.095
261.249,1.78,2,0.033,261.335,3.64,4.001,0.063,261.109,4.12,6.001,0.079,261.31,5.17,8.001,0.082,262.201,5.15,10.001,0.098,261.713,5.39,12,0.094
261.626,1.78,2,0.033,261.681,3.64,4.001,0.062,261.485,4.12,6.001,0.079,261.66,5.17,8.001,0.083,262.557,5.14,10.001,0.099,262.068,5.39,12,0.095
261.974,1.78,2,0.033,262.032,3.64,4.001,0.063,261.833,4.12,6.001,0.079,262.009,5.17,8.002,0.082,262.916,5.15,10.001,0.098,262.428,5.39,12,0.095
262.324,1.78,2,0.033,262.38,3.64,4.001,0.063,262.184,4.12,6.001,0.079,262.359,5.17,8.001,0.082,263.264,5.14,10.001,0.098,262.776,5.39,12,0.094
262.672,1.78,2,0.033,262.731,3.64,4.001,0.063,262.533,4.12,6.001,0.079,262.708,5.17,8.002,0.082,263.614,5.14,10.001,0.098,263.126,5.39,12,0.095
263.022,1.78,2,0.033,263.107,3.64,4.001,0.062,262.881,4.12,6.001,0.079,263.085,5.17,8.001,0.083,263.99,5.14,10.001,0.099,263.475,5.39,12,0.094
263.371,1.78,2,0.033,263.456,3.64,4.001,0.063,263.232,4.12,6.001,0.079,263.433,5.17,8.001,0.083,264.338,5.14,10.001,0.098,263.849,5.39,12,0.094
263.748,1.78,2,0.033,263.805,3.64,4.001,0.063,263.608,4.12,6.001,0.079,263.782,5.17,8.001,0.082,264.688,5.14,10.001,0.098,264.199,5.39,12,0.094
264.095,1.78,2,0.033,264.154,3.64,4.001,0.063,263.957,4.12,6.001,0.079,264.13,5.16,8.001,0.082,265.036,5.14,10.001,0.098,264.549,5.38,12,0.094
264.446,1.78,2,0.033,264.503,3.64,4.001,0.062,264.305,4.12,6.001,0.079,264.481,5.16,8.001,0.082,265.385,5.14,10.001,0.098,264.897,5.38,12,0.094
264.795,1.78,2,0.033,264.853,3.64,4.001,0.063,264.654,4.12,6.001,0.079,264.828,5.16,8.001,0.082,265.761,5.14,10.001,0.098,265.247,5.38,12,0.094
265.143,1.78,2,0.033,265.229,3.64,4.001,0.063,265.003,4.12,6.001,0.078,265.206,5.16,8.001,0.082,266.11,5.14,10.001,0.098,265.612,5.38,12,0.094
265.52,1.78,2,0.033,265.577,3.64,4.001,0.062,265.353,4.12,6.001,0.079,265.555,5.16,8.001,0.083,266.46,5.14,10.001,0.098,265.972,5.38,12,0.094
265.867,1.78,2,0.033,265.926,3.64,4.001,0.063,265.703,4.12,6.001,0.079,265.905,5.16,8.001,0.082,266.808,5.13,10.001,0.098,266.321,5.38,12,0.095
266.218,1.78,2,0.033,266.274,3.64,4.001,0.063,266.079,4.12,6.001,0.079,266.254,5.16,8.001,0.082,267.158,5.13,10.001,0.098,266.671,5.38,12,0.094
266.566,1.78,2,0.033,266.65,3.64,4.001,0.063,266.427,4.12,6.001,0.079,266.602,5.16,8.001,0.082,267.534,5.13,10.001,0.098,267.02,5.37,12,0.094
266.918,1.78,2,0.033,266.999,3.64,4.001,0.063,266.777,4.11,6.001,0.078,266.979,5.16,8.001,0.082,267.883,5.13,10.001,0.098,267.398,5.37,12,0.094
267.265,1.78,2,0.033,267.348,3.64,4.001,0.062,267.126,4.12,6.001,0.079,267.328,5.16,8.001,0.082,268.231,5.13,10.001,0.098,267.747,5.37,12,0.094
267.641,1.78,2,0.033,267.698,3.64,4.001,0.062,267.476,4.11,6.001,0.079,267.678,5.16,8.001,0.082,268.581,5.13,10.001,0.098,268.096,5.37,12,0.094
267.99,1.78,2,0.032,268.047,3.64,4.001,0.063,267.851,4.12,6.001,0.079,268.026,5.16,8.001,0.082,268.931,5.13,10.001,0.098,268.445,5.37,12,0.094
268.339,1.78,2,0.033,268.424,3.64,4.001,0.063,268.202,4.11,6.001,0.079,268.377,5.16,8.001,0.082,269.28,5.13,10.001,0.098,268.796,5.37,12,0.094
268.688,1.78,2,0.033,268.772,3.63,4.001,0.063,268.549,4.11,6.001,0.078,268.723,5.16,8.001,0.082,269.658,5.12,10.001,0.097,269.143,5.36,12,0.094
269.047,1.78,2,0.033,269.12,3.64,4.001,0.062,268.899,4.11,6.001,0.079,269.1,5.16,8.001,0.082,270.006,5.12,10.001,0.098,269.493,5.36,12,0.094
269.43,1.78,2,0.033,269.47,3.63,4.001,0.062,269.248,4.11,6.001,0.079,269.449,5.16,8.001,0.082,270.356,5.12,10.001,0.098,269.869,5.36,12,0.094
269.791,1.78,2,0.033,269.818,3.63,4.001,0.062,269.623,4.11,6.001,0.078,269.799,5.15,8.001,0.082,270.704,5.13,10.001,0.098,270.218,5.36,12,0.094
270.166,1.78,2,0.033,270.168,3.64,4.001,0.062,269.973,4.11,6.001,0.078,270.147,5.16,8.001,0.082,271.054,5.12,10.001,0.098,270.567,5.36,12,0.094
270.514,1.78,2,0.033,270.528,3.64,4.001,0.063,270.322,4.11,6.001,0.079,270.523,5.15,8.001,0.082,271.414,5.12,10.001,0.098,270.917,5.36,12,0.094
270.865,1.78,2,0.033,270.885,3.63,4.001,0.062,270.67,4.11,6.001,0.079,270.872,5.14,8.002,0.082,271.769,5.12,10.001,0.098,271.266,5.36,12,0.094
271.215,1.78,2,0.033,271.244,3.64,4.001,0.063,271.021,4.11,6.001,0.079,271.22,5.14,8.001,0.082,272.128,5.12,10.001,0.098,271.642,5.36,12,0.094
