2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
0.002,1.86,2,0.039,0.005,3.51,4.001,0.075,0.006,5.4,6.001,0.115,0.006,5.39,8.002,0.144,0.005,10.16,10.001,0.192,0,1.13,12,0.199
0.419,1.93,2,0.038,0.39,4.43,4.001,0.074,0.377,6.12,6.001,0.114,0.383,9.13,8.002,0.142,0.419,10.01,10.001,0.189,0.402,12.51,12,0.195
0.806,1.93,2,0.037,0.794,4.43,4.001,0.075,0.777,6.09,6.001,0.113,0.794,9.02,8.002,0.14,0.82,9.84,10.001,0.187,0.821,12.15,12,0.191
1.181,1.94,2,0.037,1.198,4.43,4.001,0.074,1.181,6.06,6.001,0.112,1.197,8.92,8.002,0.139,1.226,9.7,10.001,0.185,1.192,11.83,12,0.189
1.562,1.94,2,0.037,1.592,4.42,4.001,0.074,1.557,6.02,6.001,0.112,1.601,8.83,8.002,0.137,1.618,9.57,10.001,0.182,1.6,11.55,12,0.187
1.932,1.93,2,0.037,1.958,4.42,4.001,0.074,1.941,5.98,6.001,0.111,1.957,8.73,8.002,0.137,1.983,9.44,10.001,0.18,2.008,11.29,12,0.185
2.281,1.93,2,0.037,2.306,4.41,4.001,0.074,2.29,5.95,6.001,0.111,2.306,8.65,8.002,0.135,2.333,9.32,10.001,0.178,2.377,11.07,12,0.183
2.631,1.93,2,0.037,2.656,4.41,4.001,0.074,2.64,5.93,6.001,0.11,2.656,8.55,8.002,0.134,2.681,9.2,10.001,0.176,2.762,10.88,12,0.181
2.98,1.94,2,0.037,3.004,4.4,4.001,0.073,2.989,5.89,6.001,0.11,3.003,8.48,8.002,0.134,3.032,9.11,10.001,0.175,3.111,10.69,12,0.179
3.329,1.93,2,0.037,3.355,4.39,4.001,0.073,3.339,5.86,6.001,0.109,3.354,8.41,8.002,0.133,3.381,9.01,10.001,0.173,3.459,10.52,12,0.177
3.677,1.93,2,0.037,3.73,4.39,4.001,0.073,3.714,5.84,6.001,0.109,3.73,8.34,8.002,0.132,3.757,8.93,10.001,0.172,3.81,10.35,12,0.175
4.052,1.93,2,0.037,4.08,4.38,4.001,0.073,4.063,5.81,6.001,0.109,4.081,8.28,8.002,0.131,4.106,8.84,10.001,0.17,4.159,10.2,12,0.174
4.403,1.93,2,0.037,4.431,4.37,4.001,0.073,4.412,5.79,6.001,0.108,4.43,8.21,8.002,0.131,4.456,8.76,10.001,0.169,4.535,10.06,12,0.172
4.751,1.93,2,0.037,4.776,4.36,4.001,0.073,4.762,5.76,6.001,0.108,4.778,8.15,8.002,0.13,4.804,8.68,10.001,0.168,4.883,9.93,12,0.171
5.1,1.93,2,0.037,5.127,4.35,4.001,0.072,5.11,5.73,6.001,0.108,5.128,8.09,8.002,0.129,5.154,8.61,10.001,0.166,5.234,9.82,12,0.17
5.449,1.92,2,0.037,5.475,4.34,4.001,0.073,5.486,5.71,6.001,0.108,5.504,8.04,8.002,0.128,5.502,8.55,10.001,0.165,5.582,9.73,12,0.168
5.824,1.92,2,0.037,5.853,4.33,4.001,0.072,5.835,5.69,6.001,0.107,5.853,7.98,8.002,0.127,5.879,8.48,10.001,0.165,5.933,9.63,12,0.167
6.174,1.92,2,0.036,6.202,4.33,4.001,0.073,6.184,5.67,6.001,0.107,6.2,7.93,8.002,0.127,6.228,8.43,10.001,0.164,6.281,9.52,12,0.166
6.522,1.92,2,0.036,6.551,4.32,4.001,0.072,6.536,5.65,6.001,0.107,6.552,7.89,8.002,0.126,6.577,8.36,10.001,0.162,6.658,9.44,12,0.164
6.873,1.92,2,0.036,6.899,4.32,4.001,0.072,6.882,5.63,6.001,0.106,6.899,7.86,8.002,0.126,6.927,8.3,10.001,0.161,7.005,9.35,12,0.163
7.248,1.92,2,0.036,7.25,4.3,4.001,0.072,7.259,5.61,6.001,0.106,7.274,7.85,8.002,0.126,7.276,8.25,10.001,0.161,7.358,9.27,12,0.162
7.597,1.92,2,0.036,7.625,4.3,4.001,0.072,7.607,5.59,6.001,0.106,7.626,7.81,8.002,0.125,7.652,8.2,10.001,0.16,7.705,9.19,12,0.161
7.947,1.92,2,0.037,7.974,4.3,4.001,0.072,7.957,5.58,6.001,0.105,7.973,7.77,8.001,0.125,8,8.15,10.001,0.159,8.053,9.11,12,0.16
8.296,1.92,2,0.036,8.324,4.3,4.001,0.072,8.307,5.56,6.001,0.105,8.323,7.74,8.002,0.124,8.35,8.11,10.001,0.158,8.403,9.04,12,0.159
8.645,1.92,2,0.036,8.673,4.29,4.001,0.072,8.655,5.55,6.001,0.105,8.671,7.7,8.002,0.124,8.699,8.07,10.001,0.157,8.78,8.98,12,0.158
8.995,1.92,2,0.036,9.023,4.29,4.001,0.072,9.005,5.54,6.001,0.105,9.049,7.67,8.002,0.123,9.049,8.03,10.001,0.157,9.128,8.91,12,0.157
9.372,1.91,2,0.036,9.37,4.28,4.001,0.072,9.38,5.51,6.001,0.104,9.397,7.63,8.002,0.123,9.425,7.99,10.001,0.156,9.478,8.85,12,0.156
9.72,1.92,2,0.036,9.747,4.28,4.001,0.072,9.729,5.5,6.001,0.104,9.746,7.6,8.002,0.122,9.773,7.95,10.001,0.156,9.827,8.79,12,0.156
10.07,1.91,2,0.036,10.096,4.28,4.001,0.072,10.078,5.49,6.001,0.104,10.096,7.57,8.002,0.122,10.122,7.91,10.001,0.155,10.176,8.73,12,0.155
10.417,1.91,2,0.036,10.444,4.27,4.001,0.071,10.428,5.47,6.001,0.104,10.444,7.54,8.002,0.122,10.471,7.88,10.001,0.154,10.553,8.68,12,0.154
10.768,1.91,2,0.036,10.794,4.27,4.001,0.072,10.777,5.46,6.001,0.103,10.821,7.51,8.002,0.121,10.82,7.85,10.001,0.154,10.903,8.63,12,0.154
11.144,1.91,2,0.036,11.17,4.26,4.001,0.071,11.126,5.45,6.001,0.104,11.17,7.48,8.001,0.121,11.195,7.81,10.001,0.153,11.251,8.58,12,0.153
11.493,1.91,2,0.036,11.52,4.26,4.001,0.071,11.502,5.44,6.001,0.103,11.52,7.45,8.002,0.12,11.546,7.78,10.001,0.153,11.601,8.53,12,0.152
11.841,1.91,2,0.036,11.868,4.25,4.001,0.071,11.852,5.42,6.001,0.103,11.867,7.42,8.002,0.12,11.895,7.75,10.001,0.152,11.95,8.49,12,0.151
12.191,1.91,2,0.036,12.217,4.26,4.001,0.071,12.201,5.41,6.001,0.103,12.219,7.4,8.002,0.12,12.243,7.71,10.001,0.152,12.3,8.44,12,0.15
12.54,1.91,2,0.036,12.567,4.25,4.001,0.071,12.549,5.4,6.001,0.102,12.566,7.38,8.002,0.119,12.594,7.69,10.001,0.151,12.675,8.4,12,0.15
12.915,1.91,2,0.036,12.916,4.24,4.001,0.071,12.901,5.39,6.001,0.103,12.916,7.36,8.002,0.119,12.952,7.66,10.001,0.15,13.022,8.36,12,0.15
13.265,1.91,2,0.036,13.293,4.23,4.001,0.071,13.276,5.38,6.001,0.102,13.292,7.33,8.002,0.118,13.335,7.64,10.001,0.15,13.374,8.33,12,0.149
13.612,1.91,2,0.036,13.64,4.23,4.001,0.071,13.625,5.36,6.001,0.102,13.641,7.31,8.002,0.118,13.694,7.61,10.001,0.15,13.722,8.29,12,0.149
13.962,1.91,2,0.036,13.991,4.23,4.001,0.071,13.974,5.35,6.001,0.102,13.991,7.29,8.002,0.118,14.069,7.59,10.001,0.149,14.071,8.25,12,0.148
14.312,1.91,2,0.036,14.339,4.23,4.001,0.071,14.324,5.34,6.001,0.102,14.34,7.27,8.002,0.118,14.42,7.56,10.001,0.149,14.42,8.22,12,0.147
14.688,1.9,2,0.036,14.689,4.22,4.001,0.071,14.673,5.33,6.001,0.101,14.688,7.25,8.002,0.118,14.768,7.54,10.001,0.148,14.797,8.19,12,0.147
15.036,1.91,2,0.036,15.065,4.22,4.001,0.071,15.048,5.32,6.001,0.101,15.062,7.23,8.002,0.117,15.118,7.51,10.001,0.148,15.144,8.15,12,0.147
15.386,1.9,2,0.035,15.414,4.22,4.001,0.071,15.398,5.31,6.001,0.101,15.414,7.21,8.002,0.117,15.465,7.49,10.001,0.147,15.495,8.13,12,0.146
15.736,1.9,2,0.036,15.763,4.21,4.001,0.071,15.746,5.3,6.001,0.101,15.762,7.18,8.002,0.117,15.843,7.47,10.001,0.147,15.844,8.09,12,0.145
16.083,1.9,2,0.036,16.113,4.21,4.001,0.071,16.098,5.29,6.001,0.101,16.111,7.17,8.002,0.116,16.19,7.45,10.001,0.147,16.22,8.06,12,0.145
16.46,1.9,2,0.036,16.461,4.21,4.001,0.071,16.444,5.29,6.001,0.101,16.46,7.15,8.001,0.116,16.54,7.43,10.001,0.146,16.569,8.04,12,0.145
16.809,1.9,2,0.036,16.858,4.2,4.001,0.071,16.821,5.28,6.001,0.1,16.836,7.13,8.002,0.116,16.889,7.41,10.001,0.146,16.918,8.01,12,0.145
17.158,1.9,2,0.036,17.242,4.19,4.001,0.071,17.17,5.27,6.001,0.1,17.185,7.11,8.002,0.116,17.238,7.4,10.001,0.146,17.267,7.98,12,0.144
17.506,1.9,2,0.036,17.616,4.19,4.001,0.071,17.52,5.26,6.001,0.1,17.533,7.09,8.001,0.116,17.613,7.38,10.001,0.145,17.616,7.96,12,0.144
17.857,1.9,2,0.036,17.965,4.19,4.001,0.07,17.868,5.25,6.001,0.099,17.884,7.08,8.002,0.115,17.962,7.36,10.001,0.145,17.966,7.93,12,0.143
18.233,1.9,2,0.036,18.315,4.19,4.001,0.071,18.217,5.24,6.001,0.1,18.233,7.07,8.002,0.115,18.312,7.34,10.001,0.145,18.343,7.91,12,0.143
18.58,1.9,2,0.036,18.663,4.19,4.001,0.071,18.593,5.24,6.001,0.099,18.607,7.05,8.002,0.115,18.662,7.32,10.001,0.145,18.691,7.89,12,0.143
18.931,1.9,2,0.035,19.041,4.18,4.001,0.071,18.942,5.22,6.001,0.1,18.958,7.03,8.002,0.114,19.012,7.31,10.001,0.144,19.041,7.86,12,0.143
19.278,1.9,2,0.036,19.388,4.18,4.001,0.07,19.292,5.22,6.001,0.099,19.306,7.02,8.002,0.115,19.388,7.29,10.001,0.144,19.389,7.84,12,0.142
19.629,1.89,2,0.036,19.738,4.18,4.001,0.071,19.642,5.21,6.001,0.099,19.656,7.01,8.002,0.114,19.737,7.27,10.001,0.144,19.74,7.81,12,0.141
20.006,1.89,2,0.036,20.086,4.18,4.001,0.07,19.99,5.21,6.001,0.099,20.005,6.99,8.002,0.114,20.086,7.26,10.001,0.143,20.088,7.8,12,0.141
20.355,1.9,2,0.035,20.436,4.17,4,0.07,20.338,5.2,6.001,0.099,20.382,6.98,8.002,0.114,20.435,7.25,10.001,0.143,20.466,7.77,12,0.141
20.703,1.9,2,0.035,20.811,4.17,4,0.07,20.7,5.19,6.001,0.099,20.73,6.97,8.002,0.113,20.785,7.23,10.001,0.143,20.814,7.76,12,0.141
21.053,1.89,2,0.035,21.161,4.17,4.001,0.07,21.055,5.18,6.001,0.099,21.08,6.95,8.002,0.113,21.132,7.22,10.001,0.143,21.162,7.74,12,0.141
21.402,1.89,2,0.036,21.51,4.16,4.001,0.07,21.414,5.17,6.001,0.099,21.428,6.94,8.002,0.113,21.51,7.2,10.001,0.142,21.512,7.72,12,0.14
21.777,1.89,2,0.036,21.859,4.16,4.001,0.07,21.764,5.17,6.001,0.099,21.779,6.93,8.001,0.113,21.858,7.19,10.001,0.142,21.861,7.7,12,0.14
22.127,1.9,2,0.035,22.208,4.16,4.001,0.07,22.11,5.16,6.001,0.098,22.128,6.92,8.002,0.113,22.221,7.17,10.001,0.142,22.237,7.68,12,0.14
22.476,1.89,2,0.035,22.584,4.15,4.001,0.07,22.461,5.16,6.001,0.099,22.488,6.91,8.002,0.113,22.609,7.16,10.001,0.141,22.587,7.67,12,0.139
22.824,1.89,2,0.035,22.933,4.15,4.001,0.07,22.837,5.15,6.001,0.098,22.844,6.9,8.002,0.113,22.96,7.15,10.001,0.141,22.937,7.65,12,0.139
23.174,1.89,2,0.035,23.283,4.15,4.001,0.07,23.186,5.15,6.001,0.098,23.203,6.89,8.002,0.112,23.309,7.13,10.001,0.141,23.284,7.63,12,0.139
23.548,1.89,2,0.036,23.631,4.15,4.001,0.07,23.537,5.14,6.001,0.098,23.552,6.87,8.002,0.112,23.658,7.12,10.001,0.141,23.634,7.61,12,0.139
23.899,1.89,2,0.036,23.979,4.15,4.001,0.07,23.884,5.13,6.001,0.098,23.9,6.86,8.002,0.112,24.018,7.11,10.001,0.141,23.983,7.6,12,0.138
24.248,1.89,2,0.035,24.339,4.14,4.001,0.07,24.235,5.13,6.001,0.098,24.276,6.85,8.002,0.112,24.401,7.09,10.001,0.141,24.36,7.58,12,0.138
24.598,1.89,2,0.035,24.696,4.14,4.001,0.07,24.609,5.12,6.001,0.098,24.625,6.84,8.002,0.112,24.76,7.08,10.001,0.14,24.709,7.56,12,0.138
24.947,1.89,2,0.035,25.054,4.15,4,0.07,24.959,5.11,6.001,0.097,24.977,6.83,8.001,0.112,25.108,7.07,10.001,0.14,25.058,7.55,12,0.138
25.321,1.89,2,0.035,25.405,4.14,4.001,0.07,25.307,5.11,6.001,0.098,25.324,6.82,8.002,0.112,25.484,7.06,10.001,0.14,25.406,7.53,12,0.137
25.672,1.88,2,0.035,25.752,4.14,4.001,0.07,25.658,5.11,6.001,0.097,25.673,6.82,8.001,0.111,25.834,7.05,10.001,0.139,25.756,7.52,12,0.137
26.021,1.89,2,0.035,26.104,4.14,4.001,0.07,26.005,5.1,6.001,0.097,26.048,6.81,8.001,0.111,26.184,7.04,10.001,0.139,26.133,7.51,12,0.137
26.37,1.88,2,0.035,26.479,4.13,4.001,0.07,26.382,5.09,6.001,0.097,26.398,6.8,8.002,0.111,26.533,7.03,10.001,0.139,26.481,7.49,12,0.137
26.719,1.89,2,0.035,26.829,4.13,4.001,0.07,26.73,5.09,6.001,0.097,26.747,6.79,8.002,0.111,26.88,7.02,10.001,0.139,26.831,7.48,12,0.136
27.069,1.88,2,0.035,27.178,4.13,4.001,0.07,27.08,5.08,6.001,0.097,27.096,6.78,8.002,0.111,27.256,7.01,10.001,0.139,27.18,7.47,12,0.136
27.428,1.88,2,0.035,27.528,4.13,4.001,0.07,27.429,5.08,6.001,0.097,27.444,6.77,8.002,0.111,27.605,7,10.001,0.139,27.53,7.45,12,0.136
27.784,1.88,2,0.035,27.876,4.12,4.001,0.07,27.778,5.07,6.001,0.097,27.821,6.76,8.002,0.11,27.955,6.98,10.001,0.139,27.906,7.44,12,0.136
28.142,1.88,2,0.035,28.251,4.12,4.001,0.07,28.137,5.07,6.001,0.097,28.17,6.75,8.002,0.111,28.303,6.98,10.001,0.138,28.254,7.43,12,0.136
28.494,1.88,2,0.035,28.601,4.12,4.001,0.07,28.493,5.06,6.001,0.097,28.519,6.74,8.002,0.11,28.653,6.97,10.001,0.138,28.604,7.42,12,0.136
28.841,1.88,2,0.035,28.949,4.11,4.001,0.069,28.852,5.06,6.001,0.097,28.869,6.74,8.002,0.11,29.012,6.96,10.001,0.138,28.953,7.41,12,0.135
29.191,1.88,2,0.035,29.299,4.11,4.001,0.07,29.203,5.06,6.001,0.097,29.218,6.72,8.002,0.11,29.394,6.95,10.001,0.138,29.303,7.4,12,0.135
29.567,1.88,2,0.035,29.647,4.11,4.001,0.069,29.551,5.05,6.001,0.096,29.567,6.72,8.002,0.11,29.753,6.94,10.001,0.138,29.651,7.38,12,0.135
29.914,1.88,2,0.035,30.022,4.11,4.001,0.07,29.927,5.05,6.001,0.096,29.945,6.71,8.002,0.11,30.13,6.94,10.001,0.138,30.028,7.37,12,0.135
30.264,1.88,2,0.035,30.373,4.1,4,0.069,30.276,5.04,6.001,0.096,30.292,6.71,8.002,0.11,30.48,6.93,10.001,0.137,30.377,7.36,12,0.135
30.612,1.88,2,0.035,30.721,4.1,4.001,0.069,30.627,5.04,6.001,0.096,30.643,6.7,8.002,0.109,30.83,6.92,10.001,0.137,30.727,7.36,12,0.135
30.963,1.88,2,0.035,31.071,4.1,4.001,0.069,30.976,5.04,6.001,0.096,30.991,6.69,8.002,0.11,31.178,6.91,10.001,0.137,31.076,7.34,12,0.135
31.339,1.88,2,0.035,31.419,4.11,4.001,0.07,31.325,5.03,6.001,0.096,31.339,6.68,8.002,0.11,31.526,6.9,10.001,0.137,31.425,7.33,12,0.134
31.688,1.88,2,0.035,31.796,4.1,4.001,0.069,31.674,5.03,6.001,0.096,31.688,6.68,8.002,0.109,31.902,6.89,10.001,0.137,31.774,7.32,12,0.134
32.037,1.88,2,0.035,32.145,4.1,4.001,0.069,32.051,5.02,6.001,0.096,32.065,6.67,8.002,0.11,32.252,6.88,10.001,0.137,32.149,7.31,12,0.134
32.385,1.88,2,0.035,32.494,4.1,4.001,0.069,32.399,5.02,6.001,0.096,32.414,6.66,8.002,0.109,32.601,6.87,10.001,0.137,32.499,7.3,12,0.134
32.735,1.88,2,0.035,32.844,4.1,4.001,0.069,32.747,5.02,6.001,0.096,32.763,6.65,8.002,0.109,32.949,6.86,10.001,0.136,32.846,7.29,12,0.134
33.11,1.88,2,0.035,33.193,4.1,4.001,0.069,33.098,5.01,6.001,0.096,33.112,6.65,8.002,0.109,33.303,6.86,10.001,0.136,33.198,7.28,12,0.133
33.459,1.88,2,0.035,33.57,4.11,4.001,0.069,33.447,5.01,6.001,0.096,33.461,6.64,8.002,0.109,33.702,6.85,10.001,0.136,33.546,7.27,12,0.133
33.809,1.88,2,0.035,33.917,4.1,4.001,0.07,33.823,5,6.001,0.096,33.836,6.64,8.002,0.108,34.052,6.84,10.001,0.136,33.923,7.26,12,0.133
34.157,1.88,2,0.035,34.267,4.1,4.001,0.069,34.172,5,6.001,0.096,34.186,6.63,8.002,0.108,34.401,6.83,10.001,0.136,34.271,7.25,12,0.133
34.507,1.88,2,0.035,34.615,4.1,4,0.069,34.521,4.99,6.001,0.096,34.537,6.63,8.002,0.109,34.75,6.83,10.001,0.135,34.62,7.24,12,0.133
34.883,1.88,2,0.035,34.965,4.1,4.001,0.069,34.869,4.99,6.001,0.096,34.884,6.61,8.001,0.108,35.126,6.82,10.001,0.136,34.97,7.23,12,0.133
35.231,1.88,2,0.035,35.314,4.1,4.001,0.069,35.22,4.99,6.001,0.096,35.26,6.61,8.002,0.109,35.475,6.81,10.001,0.136,35.319,7.23,12,0.133
35.581,1.87,2,0.035,35.691,4.1,4.001,0.069,35.567,4.98,6.001,0.096,35.61,6.6,8.002,0.108,35.824,6.81,10.001,0.135,35.695,7.22,12,0.132
35.929,1.88,2,0.035,36.039,4.09,4.001,0.069,35.943,4.98,6.001,0.095,35.959,6.6,8.002,0.108,36.174,6.8,10.001,0.135,36.045,7.21,12,0.132
36.279,1.88,2,0.035,36.388,4.09,4.001,0.069,36.293,4.98,6.001,0.095,36.308,6.59,8.002,0.108,36.522,6.79,10.001,0.135,36.393,7.2,12,0.132
36.656,1.87,2,0.035,36.738,4.09,4.001,0.069,36.642,4.97,6.001,0.095,36.658,6.59,8.001,0.108,36.897,6.78,10.001,0.135,36.742,7.19,12,0.132
37.004,1.88,2,0.035,37.086,4.08,4,0.069,36.992,4.97,6.001,0.095,37.006,6.58,8.002,0.108,37.248,6.78,10.001,0.134,37.091,7.18,12,0.132
37.353,1.88,2,0.035,37.463,4.08,4.001,0.069,37.373,4.97,6.001,0.095,37.382,6.57,8.001,0.108,37.595,6.77,10.001,0.134,37.44,7.18,12,0.132
37.701,1.87,2,0.035,37.811,4.08,4.001,0.069,37.733,4.96,6.001,0.095,37.73,6.57,8.002,0.108,37.947,6.76,10.001,0.134,37.791,7.16,12,0.131
38.051,1.87,2,0.035,38.161,4.08,4.001,0.069,38.092,4.96,6.001,0.095,38.081,6.56,8.002,0.108,38.295,6.76,10.001,0.134,38.15,7.16,12,0.131
38.428,1.88,2,0.035,38.509,4.07,4.001,0.069,38.468,4.96,6.001,0.095,38.43,6.56,8.002,0.108,38.677,6.75,10.001,0.134,38.506,7.15,12,0.131
38.777,1.88,2,0.035,38.885,4.07,4.001,0.069,38.818,4.95,6.001,0.095,38.777,6.55,8.002,0.107,39.058,6.75,10.001,0.134,38.865,7.14,12,0.131
39.126,1.87,2,0.035,39.235,4.07,4.001,0.069,39.167,4.95,6.001,0.095,39.129,6.54,8.002,0.107,39.44,6.74,10.001,0.133,39.214,7.14,12,0.131
39.476,1.88,2,0.035,39.583,4.07,4.001,0.069,39.517,4.95,6.001,0.095,39.506,6.54,8.002,0.107,39.799,6.74,10.001,0.134,39.564,7.13,12,0.131
39.824,1.88,2,0.035,39.933,4.07,4.001,0.069,39.866,4.94,6.001,0.095,39.853,6.53,8.002,0.107,40.147,6.72,10.001,0.133,39.913,7.12,12,0.131
40.199,1.87,2,0.035,40.281,4.07,4.001,0.069,40.215,4.94,6.001,0.095,40.204,6.53,8.002,0.107,40.522,6.71,10.001,0.133,40.29,7.11,12,0.13
40.548,1.87,2,0.035,40.657,4.06,4.001,0.069,40.59,4.94,6.001,0.094,40.553,6.52,8.002,0.107,40.871,6.71,10.001,0.133,40.639,7.11,12,0.131
40.897,1.87,2,0.035,41.007,4.06,4.001,0.068,40.938,4.94,6.001,0.094,40.902,6.52,8.002,0.107,41.222,6.7,10.001,0.133,40.989,7.09,12,0.131
41.247,1.87,2,0.035,41.356,4.06,4.001,0.069,41.288,4.93,6.001,0.094,41.278,6.51,8.002,0.107,41.571,6.7,10.001,0.133,41.339,7.09,12,0.13
41.595,1.87,2,0.035,41.705,4.07,4.001,0.069,41.636,4.93,6.001,0.094,41.628,6.51,8.002,0.107,41.921,6.69,10.001,0.133,41.687,7.08,12,0.13
41.972,1.87,2,0.035,42.055,4.06,4.001,0.069,41.987,4.93,6.001,0.094,41.976,6.5,8.002,0.107,42.281,6.68,10.001,0.132,42.047,7.08,12,0.13
42.32,1.87,2,0.035,42.403,4.06,4.001,0.069,42.363,4.92,6.001,0.094,42.326,6.5,8.002,0.107,42.663,6.68,10.001,0.132,42.401,7.07,12,0.13
42.67,1.87,2,0.034,42.763,4.05,4.001,0.069,42.71,4.92,6.001,0.094,42.674,6.49,8.002,0.107,43.022,6.67,10.001,0.132,42.761,7.06,12,0.13
43.018,1.87,2,0.035,43.12,4.05,4.001,0.069,43.06,4.91,6.001,0.094,43.05,6.49,8.002,0.107,43.397,6.66,10.001,0.132,43.111,7.05,12,0.129
43.367,1.87,2,0.035,43.478,4.04,4.001,0.069,43.41,4.91,6.001,0.094,43.399,6.48,8.002,0.107,43.746,6.66,10.001,0.132,43.46,7.05,12,0.129
43.744,1.88,2,0.035,43.83,4.04,4.001,0.069,43.758,4.91,6.001,0.094,43.748,6.48,8.002,0.106,44.096,6.65,10.001,0.132,43.835,7.04,12,0.129
44.094,1.87,2,0.035,44.175,4.05,4.001,0.069,44.118,4.91,6.001,0.094,44.097,6.47,8.002,0.106,44.445,6.65,10.001,0.132,44.184,7.04,12,0.129
44.442,1.87,2,0.035,44.527,4.05,4.001,0.069,44.473,4.9,6.001,0.094,44.446,6.46,8.002,0.106,44.794,6.64,10.001,0.131,44.533,7.03,12,0.129
44.791,1.87,2,0.035,44.893,4.05,4.001,0.068,44.822,4.9,6.001,0.094,44.823,6.46,8.002,0.106,45.17,6.63,10.001,0.131,44.882,7.02,12,0.129
45.141,1.87,2,0.035,45.252,4.05,4.001,0.068,45.18,4.9,6.001,0.094,45.172,6.45,8.001,0.106,45.518,6.63,10.001,0.131,45.231,7.01,12,0.129
45.517,1.87,2,0.035,45.601,4.05,4.001,0.069,45.531,4.89,6.001,0.094,45.521,6.45,8.002,0.106,45.868,6.62,10.001,0.131,45.608,7.01,12,0.129
45.866,1.87,2,0.034,45.951,4.04,4.001,0.069,45.88,4.89,6.001,0.094,45.869,6.44,8.001,0.106,46.218,6.61,10.001,0.131,45.957,7,12,0.129
46.215,1.87,2,0.035,46.299,4.05,4,0.069,46.258,4.89,6.001,0.093,46.219,6.44,8.002,0.106,46.567,6.61,10.001,0.131,46.306,6.99,12,0.129
46.563,1.87,2,0.035,46.675,4.05,4.001,0.069,46.606,4.88,6.001,0.094,46.594,6.43,8.002,0.106,46.915,6.6,10.001,0.131,46.656,6.98,12,0.128
46.913,1.87,2,0.035,47.025,4.05,4.001,0.069,46.956,4.88,6.001,0.094,46.944,6.43,8.002,0.106,47.291,6.6,10.001,0.13,47.004,6.98,12,0.128
47.289,1.87,2,0.035,47.372,4.05,4.001,0.068,47.304,4.88,6.001,0.093,47.292,6.42,8.002,0.106,47.64,6.59,10.001,0.131,47.354,6.97,12,0.128
47.638,1.87,2,0.035,47.722,4.05,4.001,0.069,47.654,4.88,6.001,0.094,47.643,6.42,8.002,0.105,47.989,6.59,10.001,0.13,47.732,6.97,12,0.128
47.988,1.87,2,0.035,48.07,4.05,4.001,0.069,48.03,4.87,6.001,0.093,47.991,6.42,8.002,0.105,48.339,6.58,10.001,0.13,48.077,6.96,12,0.128
48.336,1.87,2,0.035,48.446,4.05,4.001,0.069,48.379,4.87,6.001,0.094,48.341,6.41,8.002,0.106,48.715,6.57,10.001,0.13,48.43,6.96,12,0.128
48.685,1.87,2,0.035,48.796,4.05,4.001,0.068,48.73,4.87,6.001,0.093,48.69,6.41,8.002,0.105,49.063,6.57,10.001,0.13,48.777,6.95,12,0.128
49.06,1.87,2,0.034,49.144,4.04,4.001,0.069,49.078,4.87,6.001,0.093,49.066,6.4,8.002,0.105,49.412,6.56,10.001,0.13,49.127,6.94,12,0.127
49.41,1.87,2,0.035,49.494,4.04,4.001,0.068,49.428,4.86,6.001,0.093,49.415,6.4,8.002,0.105,49.761,6.56,10.001,0.13,49.476,6.93,12,0.128
49.759,1.87,2,0.035,49.843,4.03,4,0.069,49.802,4.86,6.001,0.093,49.764,6.39,8.002,0.105,50.111,6.55,10.001,0.13,49.836,6.92,12,0.127
50.109,1.87,2,0.035,50.22,4.04,4.001,0.068,50.152,4.85,6.001,0.093,50.113,6.39,8.002,0.105,50.461,6.54,10.001,0.13,50.191,6.92,12,0.127
50.457,1.87,2,0.035,50.568,4.03,4.001,0.069,50.5,4.85,6.001,0.093,50.463,6.38,8.002,0.105,50.837,6.54,10.001,0.129,50.552,6.91,12,0.127
50.833,1.87,2,0.035,50.919,4.03,4.001,0.069,50.851,4.85,6.001,0.093,50.839,6.38,8.002,0.105,51.185,6.53,10.001,0.129,50.9,6.91,12,0.127
51.182,1.87,2,0.035,51.267,4.03,4.001,0.068,51.198,4.85,6.001,0.093,51.188,6.37,8.002,0.105,51.535,6.53,10.001,0.129,51.25,6.9,12,0.127
51.53,1.87,2,0.035,51.616,4.03,4.001,0.069,51.574,4.84,6.001,0.093,51.537,6.37,8.002,0.105,51.884,6.52,10.001,0.129,51.598,6.9,12,0.127
51.879,1.87,2,0.034,51.992,4.03,4.001,0.069,51.924,4.84,6.001,0.093,51.887,6.37,8.002,0.104,52.233,6.52,10.001,0.129,51.974,6.89,12,0.127
52.256,1.87,2,0.035,52.34,4.03,4.001,0.068,52.274,4.84,6.001,0.093,52.236,6.37,8.002,0.104,52.61,6.51,10.001,0.129,52.323,6.89,12,0.127
52.604,1.87,2,0.035,52.691,4.03,4.001,0.068,52.623,4.83,6.001,0.093,52.61,6.35,8.002,0.105,52.958,6.51,10.001,0.129,52.673,6.88,12,0.127
52.954,1.87,2,0.034,53.04,4.02,4.001,0.069,52.971,4.83,6.001,0.093,52.96,6.35,8.002,0.104,53.307,6.5,10.001,0.128,53.022,6.87,12,0.127
