10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
154.116,10.01,105.986,155.382,19.98,208.031,156.313,29.98,291.705,155.596,39.98,361.434,156.067,50.06,375.234,,,
154.476,10.01,100.416,155.764,20.04,207.462,156.717,29.98,290.021,155.999,39.99,361.351,156.474,56.75,389.45,,,
154.852,10.03,98.715,156.123,20.04,204.173,157.119,29.98,291.766,156.405,40,362.561,156.873,52.74,373.812,,,
155.215,9.94,105.485,156.526,20.03,208.517,157.485,30.02,292.766,156.769,40.06,363.186,157.24,49.24,362.635,,,
155.575,9.97,103.704,156.914,19.98,205.228,157.845,30.04,290.006,157.127,40.01,360.058,157.598,47.08,361.465,,,
155.951,10.07,103.685,157.296,20.04,206.77,158.248,29.98,290.203,157.505,39.99,361.434,158.003,46.83,367.556,,,
156.317,10,104.304,157.654,20,205.715,158.651,30.04,297.459,157.868,39.97,363.644,158.404,47.71,369.1,,,
156.677,10.02,105.406,158.059,20.01,203.319,159.015,29.97,291.021,158.228,39.97,361.892,158.772,49.78,381.355,,,
157.053,10.01,104.806,158.461,19.99,207.221,159.377,30,297.646,158.632,39.99,361.058,159.13,50.6,384.928,,,
157.418,9.98,100.939,158.826,19.93,206.082,159.782,29.96,291.949,159.035,40.07,363.02,159.534,51.24,381.102,,,
157.777,9.97,103.182,159.186,20.04,201.446,160.167,30.03,292.521,159.4,39.98,357.764,159.936,51.05,382.175,,,
158.153,10.04,101.034,159.589,19.99,207.139,160.533,30,297.143,159.762,39.97,360.728,160.301,50.75,374.193,,,
158.542,10.01,98.19,159.994,19.98,208.807,160.897,30.02,295.207,160.136,39.99,361.351,160.66,49.87,360.178,,,
158.923,9.97,102.137,160.359,19.98,207.626,161.257,29.97,296.894,160.502,39.98,358.436,161.037,54.6,352.662,,,
159.282,10.04,102.641,160.719,20.03,209.864,161.634,29.97,297.459,160.86,40.08,361.727,161.403,59.21,352.7,,,
159.685,10.01,103.24,161.122,20.03,207.585,162.038,29.98,296.956,161.235,40.04,358.06,161.763,50.83,244.102,,,
160.088,9.99,98.733,161.524,19.98,206.242,162.402,30.01,295.398,161.642,39.99,361.727,162.139,83.45,11.983,,,
160.453,9.96,103.724,161.914,19.96,204.782,162.764,30.04,297.022,162.004,40.06,356.847,162.543,69.01,22.092,,,
160.812,9.99,100.397,162.289,20.02,205.269,163.165,30.01,294.022,162.364,40,361.14,162.908,48.94,14.928,,,
161.162,10,100.977,162.653,20.02,202.67,163.568,30.01,297.143,162.769,40.06,363.186,163.265,36.14,17.597,,,
161.551,10,104.963,163.042,19.98,205.187,163.933,29.97,289.961,163.171,39.91,361.975,163.67,36.09,20.354,,,
161.914,10,100.435,163.406,19.98,206.811,164.292,29.98,297.395,163.538,39.92,358.518,164.074,28.24,14.981,,,
162.319,10.04,98.209,163.772,19.98,207.907,164.696,29.97,287.882,163.898,40.04,358.518,164.44,23.67,13.019,,,
162.721,10.01,101.557,164.131,19.98,205.755,165.083,30,291.399,164.3,39.99,363.103,164.797,13.95,0,,,
163.086,10,102.66,164.508,20.06,209.087,165.449,29.98,294.206,164.704,40.03,358.518,165.174,14,0,,,
163.447,9.99,102.602,164.911,20.02,205.025,165.815,30.03,294.46,165.071,39.98,360.352,165.54,13.63,0,,,
163.835,9.95,101.481,165.274,20.01,207.139,166.175,30.02,294.953,165.43,39.94,359.271,165.898,11.41,0,,,
164.2,10.01,106.627,165.635,19.94,205.066,166.55,30.03,293.276,165.805,40.04,361.021,166.288,0,0,,,
164.604,9.96,102.099,166.022,20.01,206.57,166.955,30,290.689,166.192,39.98,360.187,166.652,0,0,,,
164.97,10.04,101.015,166.387,20.03,203.686,167.318,30,290.899,166.574,39.99,359.811,167.056,0,0,,,
165.328,10.01,103.221,166.79,19.93,205.755,167.677,29.96,294.83,166.934,40.04,362.351,167.459,0,0,,,
165.704,10.02,98.19,167.157,20.03,209.893,168.082,29.99,296.022,167.335,40.01,357.306,167.823,0,0,,,
166.07,10.01,99.818,167.515,20,205.715,168.486,30.01,291.899,167.702,40.04,361.562,168.183,0,0,,,
166.428,9.98,103.221,167.89,19.98,205.919,168.85,30.01,292.388,168.061,39.98,357.978,168.585,0,0,,,
166.805,10,103.743,168.257,20,207.585,169.208,30.03,298.647,168.436,39.94,361.855,168.988,0,0,,,
167.17,10.01,100.435,168.617,20.04,207.18,169.584,30.01,295.516,168.842,39.95,362.103,169.354,0,0,,,
167.53,10,100.416,168.993,20.03,206.611,169.949,30.03,289.021,169.207,40.01,356.521,169.716,0,0,,,
167.906,9.94,98.172,169.358,20.03,207.098,170.31,30,289.4,169.565,40.01,356.521,170.116,0,0,,,
168.309,9.94,106.006,169.717,19.98,207.626,170.713,29.96,295.712,169.968,40.03,356.816,170.502,0,0,,,
168.674,10.02,102.118,170.094,19.99,211.408,171.117,30.01,296.518,170.373,40.03,360.774,170.868,0,0,,,
169.034,10.06,102.622,170.483,19.99,206.365,171.483,30,297.208,170.738,40.04,356.816,,,,,,
169.421,10.03,105.927,170.862,19.93,205.269,171.84,29.99,295.145,171.099,40.04,360.939,,,,,,
169.786,10,102.099,171.222,20,207.824,172.218,30,296.084,171.501,39.98,360.645,,,,,,
170.191,10,98.733,171.625,20.05,206.283,172.622,29.97,292.083,171.889,39.99,356.603,,,,,,
170.555,10.01,102.118,172.027,20.01,208.435,172.985,29.97,294.329,172.28,39.99,359.565,,,,,,
170.914,10.02,99.276,172.394,20.01,208.921,173.345,30.01,297.081,172.666,39.97,357.356,,,,,,
171.29,10,100.996,172.753,19.97,205.391,173.747,29.99,296.022,173.032,39.98,362.396,,,,,,
171.656,9.91,100.958,173.141,20.03,204.294,174.152,30.03,295.774,173.437,39.98,357.193,,,,,,
172.015,10.01,100.996,173.504,20.05,205.513,174.517,30,297.21,173.8,40.03,361.479,,,,,,
172.375,10.05,103.763,173.908,19.96,205.025,174.875,30.03,294.713,174.161,40.02,360.563,,,,,,
172.742,9.99,102.175,174.297,20.01,209.087,175.28,30.01,291.399,174.537,40.04,358.19,,,,,,
173.144,9.99,103.279,174.677,19.9,207.098,175.684,29.99,298.084,174.925,40,360.563,,,,,,
173.509,9.98,100.454,175.037,19.91,210.226,176.049,29.99,295.522,175.307,39.99,353.825,,,,,,
173.868,9.92,99.257,175.425,20.05,209.615,176.409,29.96,297.457,175.664,39.98,358.272,,,,,,
174.257,10.02,102.641,175.788,20.06,208.683,176.81,29.97,290.021,176.067,39.99,361.232,,,,,,
174.621,10.02,100.977,176.193,20.1,207.907,177.2,30.01,293.328,176.434,39.99,356.063,,,,,,
175.025,10.04,104.362,176.558,20.05,207.303,177.565,30.03,295.96,176.793,39.98,359.94,,,,,,
175.391,10.04,101.5,176.917,20.03,206.611,177.968,30,297.21,177.168,40,361.479,,,,,,
175.75,9.98,99.294,177.319,19.91,208.196,178.334,30,291.338,177.573,40.02,358.239,,,,,,
176.126,10.03,100.958,177.726,19.91,211.534,178.692,29.98,290.264,177.939,40.02,359.776,,,,,,
176.528,9.99,98.715,178.113,19.9,206.77,179.094,30.01,294.768,178.298,40.01,356.114,,,,,,
176.894,9.94,98.227,178.478,19.96,211.727,179.5,29.99,297.833,178.7,40,360.691,,,,,,
177.255,9.92,102.679,178.841,19.99,204.7,179.886,30,296.017,179.104,39.98,360.023,,,,,,
177.656,10.05,103.763,179.203,20.06,206.324,180.263,30,294.136,179.468,40.01,360.233,,,,,,
178.043,10.05,103.182,179.605,20.12,211.517,180.628,30.01,290.006,179.829,39.99,362.23,,,,,,
178.409,10.02,100.902,180.008,20.05,209.448,181.013,30.01,294.892,180.232,40.01,356.49,,,,,,
178.798,10.01,99.874,180.396,20.11,205.96,181.379,30.01,293.451,180.634,39.99,359.693,,,,,,
179.177,10.02,99.294,180.771,19.91,206.852,181.784,30,298.521,181,40,360.691,,,,,,
179.539,10.02,101.538,181.139,19.9,208.237,182.147,30.01,295.145,181.36,39.99,357.029,,,,,,
179.94,9.91,98.733,181.524,20.03,207.016,182.511,30.01,296.456,181.763,39.98,359.94,,,,,,
180.307,9.94,106.026,181.89,19.95,207.18,182.911,30.01,291.705,182.169,40.01,355.869,,,,,,
180.665,10.04,101.557,182.298,19.99,208.724,183.313,29.96,294.514,182.544,40.03,360.233,,,,,,
181.044,10.01,102.66,182.668,20.05,208.237,183.68,29.97,295.836,182.946,40.03,360.316,,,,,,
181.445,9.95,102.156,183.071,20.06,204.7,184.038,30.01,297.022,183.348,40,362.439,,,,,,
181.81,10.11,99.874,183.437,19.92,206.611,184.44,29.99,290.704,183.714,40,359.4,,,,,,
182.172,10.07,105.504,183.795,19.99,205.554,184.844,30.01,296.394,184.074,39.98,357.111,,,,,,
182.58,9.98,103.859,184.171,20.04,208.031,185.21,30.01,295.077,184.477,40.01,360.984,,,,,,
182.977,9.96,105.465,184.56,20.03,210.143,185.568,30,290.446,184.88,39.99,355.198,,,,,,
183.352,10.08,102.66,184.924,19.99,206.365,185.945,30.01,291.888,185.247,40,355.523,,,,,,
183.702,9.94,103.782,185.303,20.02,205.715,186.311,30.01,296.273,185.607,40,360.069,,,,,,
184.105,10,102.175,185.704,19.98,205.878,186.67,29.99,296.894,186.009,39.99,360.691,,,,,,
184.492,10.02,101.633,186.069,19.99,205.269,187.029,29.99,295.96,186.395,40,361.11,,,,,,
184.856,9.92,103.26,186.428,19.98,208.155,187.396,29.98,292.889,186.76,39.99,358.907,,,,,,
185.221,9.91,103.26,186.804,19.99,207.585,187.799,29.99,296.832,187.164,39.98,353.582,,,,,,
185.581,9.97,98.715,187.207,19.95,203.359,188.164,29.99,296.77,187.53,40,359.693,,,,,,
185.942,10.14,102.622,187.572,19.99,210.754,188.522,30.01,298.522,187.889,40.03,359.236,,,,,,
186.308,10.14,98.825,187.933,20.07,204.009,188.927,30.04,289.657,188.292,40.04,356.277,,,,,,
186.709,9.95,99.948,188.319,20.05,207.098,189.33,30.02,289.097,188.696,40.01,359.071,,,,,,
187.076,9.87,105.021,188.684,19.98,209.864,189.695,30,289.961,189.061,40,359.611,,,,,,
187.437,9.89,102.698,189.087,20.02,210.963,190.056,29.99,295.516,189.421,39.99,361.358,,,,,,
187.841,10.04,103.782,189.478,19.95,204.985,190.429,30,294.768,189.825,40.01,359.693,,,,,,
188.243,10.02,99.874,189.851,19.98,203.968,190.835,30.01,291.705,190.227,39.99,359.154,,,,,,
188.608,10.16,99.892,190.219,20.06,203.4,191.199,30.01,291.766,190.592,40,358.157,,,,,,
188.969,10.08,99.892,190.603,20.07,207.016,191.559,30,289.384,190.951,39.99,355.951,,,,,,
189.371,9.91,99.986,190.968,19.96,203.605,191.945,29.96,294.83,191.354,39.99,357.16,,,,,,
189.774,9.89,103.279,191.373,19.95,207.379,192.31,29.99,297.897,191.76,40,358.942,,,,,,
190.14,9.9,101.034,191.737,19.93,205.878,192.713,30.03,294.145,192.123,40,355.869,,,,,,
190.497,9.92,100.416,192.097,20.07,205.837,193.08,29.97,297.019,192.482,39.99,357.911,,,,,,
190.875,10.15,103.704,192.503,20.02,207.866,193.438,30.01,289.279,192.858,39.99,360.069,,,,,,
191.264,10.07,102.08,192.887,19.98,204.7,193.815,29.97,296.708,193.246,39.99,352.668,,,,,,
191.643,10.12,104.982,193.27,20.02,205.878,194.18,29.98,297.022,193.611,40,359.071,,,,,,
192.001,9.93,100.491,193.628,20.02,206.934,194.542,30.01,294.836,193.987,40.01,354.173,,,,,,
192.351,9.97,99.35,194.031,20.03,208.113,194.917,30.04,295.96,194.39,40,360.361,,,,,,
192.726,9.96,103.859,194.435,20.02,207.503,195.319,30.02,297.335,194.757,40,359.071,,,,,,
193.076,10.01,103.859,194.801,20.02,203.44,195.687,29.99,296.022,195.115,40,357.208,,,,,,
193.426,9.93,102.66,195.16,20.01,207.262,196.045,30.02,295.46,195.49,39.99,361.859,,,,,,
193.831,10.05,103.801,195.564,19.92,204.09,196.449,30,294.268,195.895,40.01,357.535,,,,,,
194.217,10.01,103.821,195.951,19.93,208.476,196.854,30.01,290.947,196.26,40,354.335,,,,,,
194.583,10.03,101.576,196.316,20.03,207.379,197.216,29.99,289.718,196.62,40.01,360.488,,,,,,
194.959,9.93,99.93,196.681,20.07,203.44,197.576,29.94,289.279,197.006,40,354.497,,,,,,
195.361,9.98,106.046,197.041,19.95,203.766,197.98,29.98,295.578,197.371,40.01,358.075,,,,,,
195.727,9.99,103.743,197.401,20,205.066,198.383,30.02,296.522,197.776,39.99,359.364,,,,,,
196.085,10.15,104.904,197.767,20.05,206.733,198.771,30.04,294.707,198.141,39.99,360.361,,,,,,
196.488,10.03,107.268,198.154,20.03,211.979,199.151,30.01,288.763,198.499,40.01,357.957,,,,,,
196.893,10,102.698,198.519,19.98,203.601,199.512,30,290.778,198.876,39.99,360.488,,,,,,
197.258,9.92,101.071,198.907,19.91,208.402,199.914,29.99,295.584,199.242,40.02,359.529,,,,,,
197.616,9.99,104.304,199.289,19.98,203.726,200.28,30.02,294.898,199.603,40.02,358.989,,,,,,
197.993,9.92,104.304,199.647,20.01,205.755,200.639,29.99,296.835,199.979,40,358.907,,,,,,
198.359,9.99,103.821,200.052,19.94,208.196,201.014,30,293.39,200.382,40.01,355.005,,,,,,
198.718,10.05,100.977,200.418,20.09,209.615,201.419,29.97,297.522,200.746,39.99,357.993,,,,,,
199.078,10.06,100.996,200.776,19.99,207.338,201.783,29.99,296.584,201.107,40.02,359.2,,,,,,
199.445,10.08,106.686,201.152,20,209.17,202.144,29.99,295.96,201.494,39.98,357.29,,,,,,
199.847,10.09,101.671,201.554,20.01,207.667,202.545,29.99,296.332,201.858,39.97,360.196,,,,,,
200.213,9.96,101.595,201.92,19.96,208.237,202.933,30.01,298.834,202.263,39.99,353.797,,,,,,
200.572,9.9,99.517,202.28,19.98,205.594,203.298,30,292.46,202.628,40.04,355.249,,,,,,
200.977,9.86,101.034,202.681,20.04,207.709,203.664,30.04,292.583,202.987,40.01,360.488,,,,,,
201.379,9.91,100.435,203.086,20.08,204.741,204.025,30.05,289.505,203.39,39.98,354.792,,,,,,
201.745,10.13,106.105,203.453,20.06,205.798,204.398,30,295.645,203.777,39.97,354.01,,,,,,
202.104,10.09,103.821,203.81,19.96,206.164,204.804,29.97,292.644,204.144,40.02,359.035,,,,,,
202.491,9.95,103.279,204.186,19.99,205.757,205.168,29.99,295.454,204.547,40.05,360.653,,,,,,
202.857,10.01,100.454,204.576,20.01,205.066,205.526,30.01,293.96,204.911,39.99,358.953,,,,,,
203.26,9.94,98.752,204.955,19.99,205.717,205.931,30.02,296.335,205.273,39.97,359.282,,,,,,
203.662,9.94,102.698,205.315,19.98,207.914,206.334,29.99,294.022,205.673,39.99,358.203,,,,,,
204.028,9.96,103.763,205.719,19.92,205.757,206.699,29.96,293.083,206.076,40.01,357.208,,,,,,
204.388,10.15,103.84,206.084,20.03,203.766,207.06,29.97,294.768,206.442,40.01,358.203,,,,,,
204.774,10.12,102.679,206.443,20.04,204.618,207.461,30,295.522,206.801,40.01,356.294,,,,,,
205.14,9.95,104.44,206.818,20.03,205.878,207.865,30.02,294.275,207.205,40.02,356.539,,,,,,
205.544,9.98,101.595,207.207,19.95,208.683,208.231,30.03,297.271,207.609,40.02,357.044,,,,,,
205.909,9.97,99.35,207.588,19.96,204.375,208.59,30.02,297.146,207.982,39.97,354.63,,,,,,
206.268,10,104.538,207.947,20.03,205.676,208.965,29.99,290.128,208.387,39.98,357.453,,,,,,
206.644,9.94,99.368,208.334,20.04,205.878,209.33,29.99,289.324,208.79,39.98,355.919,,,,,,
207.047,10.05,103.743,208.699,20,209.336,209.691,30,297.457,209.156,40,354.091,,,,,,
207.413,10.11,105.002,209.103,20.01,204.049,210.05,30,291.069,209.515,40.02,359.409,,,,,,
207.773,9.94,104.518,209.468,19.95,207.385,210.415,30,292.276,209.919,40.04,358.953,,,,,,
208.176,10,99.874,209.828,20.03,205.228,210.818,30.01,291.766,210.321,40.01,358.66,,,,,,
208.562,10.02,101.652,210.188,20.04,206.897,211.184,30,287.34,210.688,40.01,352.559,,,,,,
208.944,10.03,101.595,210.553,20.05,206.245,211.543,29.96,288.823,211.047,39.97,356.587,,,,,,
209.304,10.03,102.737,210.919,19.96,206.406,211.949,29.99,294.268,211.452,39.94,353.635,,,,,,
209.706,9.91,102.118,211.279,19.95,205.147,212.351,29.99,295.769,211.854,40,358.414,,,,,,
210.056,9.93,100.435,211.655,19.96,204.254,212.716,29.98,293.214,212.22,40.01,358.953,,,,,,
210.46,9.95,100.958,212.02,20.02,205.269,213.077,30,291.705,212.579,40.02,354.467,,,,,,
210.862,9.95,98.209,212.379,20.02,204.171,213.452,30.01,289.642,212.982,40.03,360.24,,,,,,
211.228,10.1,106.046,212.756,19.96,210.963,213.857,30.03,295.769,213.369,40.01,357.29,,,,,,
211.588,10.12,105.967,213.16,19.95,206.852,214.221,30.01,292.653,213.733,39.99,355.462,,,,,,
211.974,10,100.529,213.526,20.06,208.962,214.58,30.01,296.522,214.139,39.98,355.756,,,,,,
212.34,9.95,103.801,213.883,20.08,204.782,214.984,29.99,290.325,214.503,39.98,358.121,,,,,,
212.744,9.93,102.232,214.288,19.97,205.96,215.388,29.98,293.837,214.863,40.02,356.751,,,,,,
213.109,10.06,99.93,214.674,19.96,207.098,215.775,30.01,294.213,215.266,40.02,356.506,,,,,,
213.467,10.06,101.652,215.058,19.94,203.521,216.15,30,294.768,215.668,40.01,358.578,,,,,,
213.845,10.02,102.737,215.415,19.97,202.751,216.514,29.99,295.336,216.057,39.99,357.29,,,,,,
214.21,9.98,102.251,215.802,20.08,206.975,216.919,29.99,295.836,216.433,39.99,356.751,,,,,,
214.568,9.94,98.264,216.167,20.05,206.123,217.305,30.01,295.712,216.797,39.99,356.506,,,,,,
214.928,9.91,99.93,216.572,19.97,204.863,217.686,30.03,298.209,217.201,40,354.761,,,,,,
215.295,10.05,101.071,216.939,19.96,204.944,218.045,29.98,289.521,217.568,40.01,357.875,,,,,,
215.681,10,102.775,217.297,20.02,208.196,218.448,30.01,292.511,217.926,39.99,358.706,,,,,,
216.064,9.99,101.538,217.672,20,208.848,218.851,30,289.142,218.329,40.02,357.875,,,,,,
216.423,10.1,103.879,218.076,20.05,207.462,219.217,30,289.566,218.734,40.03,355.218,,,,,,
216.827,10.09,99.911,218.441,20.02,204.294,219.577,29.99,298.084,219.096,39.99,358.039,,,,,,
217.23,9.93,98.282,218.801,19.99,202.871,219.979,29.99,291.265,219.457,39.99,353.31,,,,,,
217.595,9.95,101.538,219.204,19.97,208.766,220.384,30.01,290.46,219.832,40,357.583,,,,,,
217.955,9.97,102.756,219.59,19.98,204.578,220.748,30.01,291.654,220.199,40,356.962,,,,,,
218.358,10.03,100.435,219.982,19.95,207.016,221.108,30,293.39,220.557,39.97,359.492,,,,,,
218.745,9.99,100.977,220.369,20,208.641,221.511,30,297.646,220.919,40.02,359.536,,,,,,
219.113,10,100.491,220.735,19.98,203.319,221.913,30.01,289.839,221.286,40.02,359.618,,,,,,
219.513,9.94,101.109,221.138,20.01,210.671,222.28,30,288.658,221.685,39.99,357.957,,,,,,
219.88,10,103.743,221.526,20.01,207.221,222.638,29.97,288.262,222.052,40.02,355.462,,,,,,
220.24,10.05,103.84,221.906,20.06,206.733,223.016,29.97,295.774,222.411,39.98,357.875,,,,,,
220.642,10.02,101.595,222.266,20.06,207.221,223.38,30.01,294.268,222.814,39.99,358.953,,,,,,
221.046,9.97,99.948,222.67,19.99,206.447,223.739,30.01,294.774,223.221,39.99,353.229,,,,,,
221.411,10.01,104.44,223.035,19.99,207.585,224.143,30.04,295.769,223.583,39.99,358.085,,,,,,
221.77,10.02,99.387,223.394,19.99,208.807,224.546,29.99,294.152,223.942,39.99,359.327,,,,,,
222.129,10.05,101.576,223.77,19.97,206.286,224.934,29.99,296.456,224.318,40.02,357.793,,,,,,
222.496,9.95,98.264,224.159,19.95,206.365,225.316,30,296.584,224.708,40.05,358.167,,,,,,
222.861,9.98,105.642,224.538,19.96,205.717,225.674,30,294.522,225.087,39.99,357.501,,,,,,
223.22,9.98,105.504,224.9,20.05,207.42,226.078,29.99,296.46,225.447,39.99,356.294,,,,,,
223.597,10.04,105.563,225.303,20.06,208.196,226.48,29.99,294.46,225.85,39.98,356.212,,,,,,
223.999,10.05,103.356,225.69,19.98,203.319,226.845,29.99,294.707,226.253,39.98,358.249,,,,,,
224.365,10.05,98.844,226.072,20.01,209.045,227.204,30.03,295.145,226.619,40,355.43,,,,,,
224.725,9.95,100.996,226.43,20.01,207.791,227.608,30.01,296.46,226.978,40.03,360.448,,,,,,
225.127,9.94,100.491,226.833,19.98,204.863,228.011,30,295.707,227.381,40.04,357.173,,,,,,
225.531,9.99,105.485,227.214,20.01,202.544,228.375,29.98,290.704,227.785,40.02,358.414,,,,,,
225.896,9.95,100.491,227.587,20.01,209.46,228.737,29.99,296.708,228.151,40.02,355.511,,,,,,
226.256,9.98,99.948,227.953,20.02,206.447,229.141,30.01,290.082,228.51,39.96,356.751,,,,,,
226.659,9.97,101.633,228.311,19.94,203.928,229.527,30.01,288.142,228.912,39.93,357.793,,,,,,
227.062,10.01,104.401,228.686,19.97,209.418,229.893,30,294.391,229.317,39.98,354.729,,,,,,
227.427,10.13,106.627,229.074,20.02,206.324,230.296,30,290.4,229.703,40.05,358.75,,,,,,
227.786,10.17,105.021,229.455,19.96,205.635,230.661,30,290.386,230.079,40.05,359.162,,,,,,
228.163,9.99,100.06,229.815,20.01,209.864,231.02,30,292.715,230.447,40.02,355.593,,,,,,
228.529,9.89,104.44,230.202,20.02,208.031,231.424,30.01,294.391,230.847,39.99,358.332,,,,,,
228.888,9.9,102.852,230.569,19.99,204.416,231.827,30,294.898,231.215,39.98,357.044,,,,,,
229.291,9.91,107.268,230.971,19.97,206.733,232.193,29.99,293.522,231.573,39.95,354.68,,,,,,
229.695,10.08,105.986,231.338,19.99,206.733,232.555,29.97,298.772,231.976,39.98,356.049,,,,,,
230.084,10.01,102.679,231.697,20.03,207.098,232.955,30.01,298.272,232.379,40.03,357.629,,,,,,
230.447,10.09,107.328,232.073,20.07,206.852,233.36,30.01,294.337,232.745,40.04,357.337,,,,,,
230.823,10.05,102.194,232.438,20.04,206,233.724,30.02,295.769,233.104,40.01,355.43,,,,,,
231.227,9.95,105.583,232.797,20.02,207.016,234.083,30.01,291.777,233.481,40,358.623,,,,,,
231.591,9.93,99.986,233.176,19.94,204.335,234.478,30,294.337,233.886,40.03,355.055,,,,,,
231.95,9.94,101.652,233.578,19.97,208.683,234.837,30,292.776,234.251,40,351.86,,,,,,
232.355,10.03,102.232,233.954,19.99,209.615,235.238,30,294.075,234.609,39.98,358.87,,,,,,
232.758,9.98,104.963,234.355,19.98,207.385,235.625,30,290.082,235.012,39.97,357.009,,,,,,
233.123,10.04,101.576,234.72,20.03,208.89,235.991,29.99,295.145,235.416,39.97,357.173,,,,,,
233.483,10.05,100.491,235.08,19.97,208.196,236.357,30,289.203,235.779,40.01,352.53,,,,,,
233.859,10.05,101.652,235.467,20.02,203.238,236.714,29.97,295.836,236.14,40.01,357.173,,,,,,
234.247,9.97,99.387,235.834,20,204.254,237.091,29.99,298.084,236.543,40.04,360.24,,,,,,
234.612,9.94,99.405,236.239,19.99,205.554,237.495,30.01,295.336,236.948,40.04,358.003,,,,,,
234.989,10,104.479,236.639,20.03,207.221,237.862,30.01,289.718,237.314,39.97,356.342,,,,,,
235.391,10.03,98.282,237.007,19.98,205.391,238.22,30.01,291.827,237.672,39.97,357.583,,,,,,
235.756,10.01,103.26,237.366,19.97,204.618,238.624,29.99,293.267,238.074,39.97,358.788,,,,,,
236.117,9.97,98.825,237.767,20.04,205.431,239.027,29.98,291.008,238.462,39.99,358.003,,,,,,
236.491,10.02,99.911,238.154,20.05,209.294,239.391,29.97,295.274,238.827,40.04,355.348,,,,,,
236.895,9.97,104.46,238.547,20.02,208.559,239.75,30,295.588,239.232,40.04,357.173,,,,,,
237.261,9.97,104.401,238.953,19.96,206.245,240.154,30.01,289.839,239.596,40.05,359.08,,,,,,
237.621,10.04,103.84,239.339,19.96,204.74,240.542,30.02,290.778,239.956,39.98,358.249,,,,,,
238.007,10,101.09,239.719,19.97,207.262,240.906,30.03,293.522,240.357,39.95,357.957,,,,,,
238.371,9.97,98.209,240.078,20.06,205.35,241.309,30.02,294.337,240.763,39.96,358.249,,,,,,
238.775,9.99,99.313,240.481,20.02,206.815,241.677,30,294.713,241.151,39.99,356.716,,,,,,
239.141,9.99,103.317,240.884,20.04,208.559,242.035,30,295.083,241.525,40.01,358.832,,,,,,
239.501,10.01,103.898,241.252,20.01,205.96,242.438,29.99,297.459,241.891,40.04,354.061,,,,,,
239.876,9.97,102.137,241.611,19.99,208.724,242.847,29.97,290.203,242.294,40.04,357.92,,,,,,
240.241,10.06,102.213,242.012,19.96,205.798,243.208,30,296.711,242.665,39.98,357.255,,,,,,
240.603,10.04,104.982,242.423,19.96,210.518,243.567,30.01,296.522,243.073,39.99,355.886,,,,,,
240.979,10.01,104.982,242.784,20.01,206.897,243.968,30.03,294.022,243.476,39.98,356.88,,,,,,
241.344,9.98,98.245,243.14,20.01,207.503,244.372,30,293.276,243.841,39.96,355.348,,,,,,
241.702,9.95,99.948,243.515,19.99,206.611,244.759,29.99,296.211,244.2,40.03,356.097,,,,,,
242.077,9.95,99.911,243.905,19.97,205.837,245.135,29.99,299.335,244.603,40.02,358.003,,,,,,
242.429,10.03,101.071,244.279,20.04,209.294,245.499,29.98,289.961,245.005,40.02,356.553,,,,,,
242.82,10.01,100.454,244.644,20.04,209.906,245.905,29.99,291.277,245.371,39.98,355.722,,,,,,
243.18,10.02,102.737,245.032,20,203.807,246.269,30.01,294.768,245.73,39.97,351.242,,,,,,
243.545,10.01,104.924,245.398,19.95,206.327,246.628,30.02,299.647,246.107,39.96,356.798,,,,,,
243.904,9.98,105.002,245.762,19.99,208.402,247.033,30.02,289.764,246.473,40.03,357.009,,,,,,
244.28,9.98,100.547,246.122,20.02,204.416,247.42,29.99,289.082,246.832,40.04,353.817,,,,,,
244.668,10,101.034,246.498,20.02,207.262,247.784,30,292.715,247.235,40.05,354.598,,,,,,
245.05,10.01,103.279,246.903,20,205.31,248.188,29.99,293.512,247.639,40.02,357.091,,,,,,
245.409,10.06,99.967,247.267,19.98,209.989,248.554,30,291.716,248.004,39.99,357.793,,,,,,
245.811,10,99.35,247.628,20,207.914,248.913,29.99,290.143,248.363,39.97,353.898,,,,,,
246.216,10.01,99.986,248.032,20,206.327,249.315,29.99,287.061,248.738,39.97,358.003,,,,,,
246.579,9.98,103.26,248.418,20,206.245,249.719,30,291.204,249.105,40,357.547,,,,,,
246.94,9.98,104.362,248.799,20,207.016,250.108,30.01,296.146,249.463,39.98,351.941,,,,,,
247.344,10,101.034,249.159,19.98,204.049,250.482,30.01,295.831,249.841,40.02,355.559,,,,,,
247.746,9.96,98.264,249.519,20,207.344,250.848,29.99,296.398,250.206,40.05,356.307,,,,,,
248.112,10.01,101.614,249.884,19.99,204.09,251.234,29.99,296.708,250.564,39.99,356.097,,,,,,
248.472,10.08,104.46,250.251,20,209.615,251.598,30,289.218,250.94,40.01,356.553,,,,,,
248.875,9.98,102.175,250.609,19.99,204.537,252.003,30.02,290.717,251.346,39.98,357.92,,,,,,
249.28,9.97,98.788,250.985,20.02,207.303,252.368,30.01,289.263,251.71,39.98,355.851,,,,,,
249.642,9.95,97.72,251.352,20,206.774,252.727,29.99,292.215,252.071,39.98,354.517,,,,,,
250.001,10.01,103.221,251.71,20,209.906,253.132,29.98,292.644,252.473,39.99,353.736,,,,,,
