2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
110.191,3.18,2,0.981,110.134,7.28,4.001,1.886,110.247,0.69,6.001,0.433,110.216,0.48,8.002,0.314,112.831,0,10.001,0.286,112.041,0,12,0.206
110.539,3.18,2,0.98,110.483,7.27,4.001,1.886,110.597,0.69,6.001,0.433,110.566,0.48,8.002,0.314,113.205,0,10.001,0.286,112.4,0,12,0.206
110.888,3.18,2,0.981,110.833,7.27,4.001,1.886,110.947,0.68,6.001,0.433,110.915,0.48,8.002,0.314,113.558,0,10.001,0.286,112.782,0,12,0.206
111.237,3.18,2,0.98,111.181,7.27,4.001,1.886,111.295,0.69,6.001,0.433,111.266,0.48,8.002,0.314,113.948,0,10.001,0.286,113.156,0,12,0.206
111.588,3.18,2,0.98,111.532,7.27,4.001,1.885,111.645,0.69,6.001,0.433,111.613,0.48,8.002,0.314,114.321,0,10.001,0.286,113.521,0,12,0.206
111.936,3.19,2,0.98,111.906,7.3,4.001,1.885,111.993,0.68,6.001,0.433,111.963,0.48,8.002,0.314,114.671,0,10.001,0.286,113.883,0,12,0.206
112.313,3.19,2,0.98,112.256,7.3,4.001,1.885,112.342,0.69,6.001,0.433,112.339,0.48,8.002,0.314,115.019,0,10.001,0.287,114.256,0,12,0.206
112.661,3.19,2,0.98,112.605,7.28,4.001,1.885,112.718,0.69,6.001,0.433,112.688,0.48,8.002,0.314,115.381,0,10.001,0.286,114.63,0,12,0.206
113.011,3.19,2,0.98,112.955,7.29,4.001,1.885,113.067,0.69,6.001,0.433,113.038,0.48,8.002,0.314,115.744,0,10.001,0.286,114.985,0,12,0.206
113.359,3.19,2,0.98,113.304,7.29,4.001,1.884,113.418,0.69,6.001,0.433,113.385,0.48,8.002,0.314,116.094,0,10.001,0.286,115.345,0,12,0.206
113.709,3.19,2,0.98,113.678,7.27,4.001,1.885,113.767,0.69,6.001,0.433,113.735,0.48,8.002,0.314,116.442,0,10.001,0.286,115.694,0,12,0.206
114.086,3.19,2,0.98,114.028,7.26,4.001,1.884,114.116,0.69,6.001,0.434,114.112,0.48,8.002,0.314,116.793,0,10.001,0.286,116.071,0,12,0.206
114.435,3.19,2,0.98,114.377,7.25,4.001,1.884,114.491,0.68,6.001,0.434,114.46,0.48,8.002,0.314,117.153,0,10.001,0.287,116.421,0,12,0.205
114.784,3.18,2,0.98,114.726,7.25,4.001,1.884,114.841,0.68,6.001,0.434,114.81,0.48,8.002,0.315,117.535,0,10.001,0.287,116.782,0,12,0.206
115.132,3.18,2,0.979,115.075,7.18,4.001,1.883,115.189,0.69,6.001,0.434,115.16,0.48,8.002,0.314,117.907,0,10.001,0.286,117.173,0,12,0.206
115.482,3.19,2,0.98,115.45,7.19,4.001,1.883,115.538,0.68,6.001,0.434,115.509,0.48,8.002,0.314,118.27,0,10.001,0.286,117.538,0,12,0.206
115.832,3.19,2,0.979,115.799,7.19,4.001,1.883,115.886,0.68,6.001,0.434,115.883,0.48,8.002,0.315,118.635,0,10.001,0.286,117.912,0,12,0.206
116.206,3.18,2,0.979,116.15,7.19,4.001,1.883,116.263,0.68,6.001,0.435,116.234,0.48,8.002,0.315,119.008,0,10.001,0.286,118.291,0,12,0.206
116.555,3.19,2,0.979,116.499,7.2,4.001,1.883,116.611,0.68,6.001,0.435,116.582,0.48,8.002,0.315,119.388,0,10.001,0.287,118.65,0,12,0.206
116.906,3.18,2,0.979,116.848,7.2,4.001,1.883,116.962,0.68,6.001,0.434,116.932,0.48,8.002,0.314,119.748,0,10.001,0.286,118.998,0,12,0.206
117.253,3.18,2,0.979,117.223,7.2,4.001,1.882,117.31,0.68,6.001,0.435,117.279,0.48,8.002,0.315,120.097,0,10.001,0.287,119.348,0,12,0.206
117.631,3.18,2,0.979,117.572,7.2,4.001,1.883,117.66,0.68,6.001,0.435,117.656,0.48,8.002,0.315,120.457,0,10.001,0.287,119.709,0,12,0.206
117.979,3.18,2,0.979,117.922,7.2,4.001,1.882,118.036,0.67,6.001,0.435,118.004,0.48,8.002,0.314,120.798,0,10.001,0.287,120.09,0,12,0.206
118.329,3.18,2,0.978,118.27,7.18,4.001,1.882,118.384,0.68,6.001,0.435,118.354,0.48,8.002,0.315,121.159,0,10.001,0.287,120.463,0,12,0.206
118.677,3.18,2,0.979,118.62,7.13,4.001,1.882,118.733,0.68,6.001,0.435,118.703,0.48,8.002,0.314,121.534,0,10.001,0.286,120.826,0,12,0.206
119.027,3.18,2,0.979,118.996,7.12,4.001,1.882,119.083,0.68,6.001,0.435,119.053,0.48,8.002,0.315,121.907,0,10.001,0.287,121.175,0,12,0.206
119.377,3.18,2,0.979,119.345,7.17,4.001,1.882,119.432,0.67,6.001,0.435,119.428,0.48,8.002,0.314,122.262,0,10.001,0.286,121.525,0,12,0.206
119.752,3.18,2,0.978,119.695,7.2,4.001,1.881,119.808,0.67,6.001,0.435,119.779,0.48,8.002,0.315,122.658,0,10.001,0.287,121.874,0,12,0.206
120.101,3.18,2,0.978,120.044,7.21,4.001,1.881,120.157,0.68,6.001,0.435,120.127,0.48,8.002,0.315,123.024,0,10.001,0.286,122.227,0,12,0.206
120.45,3.18,2,0.978,120.393,7.22,4.001,1.881,120.507,0.67,6.001,0.435,120.476,0.48,8.002,0.315,123.373,0,10.001,0.287,122.628,0,12,0.206
120.8,3.18,2,0.978,120.741,7.23,4.001,1.881,120.855,0.67,6.001,0.435,120.825,0.48,8.002,0.314,123.722,0,10.001,0.287,123.029,0,12,0.206
121.148,3.18,2,0.978,121.117,7.23,4.001,1.881,121.206,0.68,6.001,0.436,121.203,0.48,8.002,0.314,124.072,0,10.001,0.287,123.394,0,12,0.206
121.497,3.18,2,0.978,121.467,7.23,4.001,1.88,121.554,0.68,6.001,0.436,121.55,0.48,8.002,0.314,124.432,0,10.001,0.287,123.754,0,12,0.206
121.874,3.18,2,0.978,121.817,7.22,4.001,1.88,121.903,0.68,6.001,0.436,121.9,0.48,8.002,0.314,124.813,0,10.001,0.287,124.128,0,12,0.206
122.228,3.18,2,0.978,122.166,7.22,4.001,1.88,122.28,0.68,6.001,0.436,122.249,0.48,8.002,0.315,125.186,0,10.001,0.287,124.48,0,12,0.206
122.625,3.18,2,0.978,122.52,7.21,4.001,1.88,122.636,0.68,6.001,0.436,122.604,0.48,8.002,0.315,125.565,0,10.001,0.286,124.827,0,12,0.206
122.974,3.18,2,0.978,122.891,7.2,4.001,1.88,123.006,0.67,6.001,0.436,122.975,0.48,8.002,0.314,125.925,0,10.001,0.287,125.177,0,12,0.206
123.323,3.18,2,0.978,123.237,7.19,4.001,1.88,123.38,0.67,6.001,0.436,123.323,0.48,8.002,0.315,126.284,0,10.001,0.287,125.526,0,12,0.206
123.682,3.18,2,0.978,123.588,7.19,4.001,1.879,123.729,0.68,6.001,0.436,123.671,0.48,8.002,0.314,126.665,0,10.001,0.287,125.902,0,12,0.206
124.076,3.18,2,0.977,123.937,7.19,4.001,1.879,124.078,0.68,6.001,0.436,124.021,0.48,8.002,0.315,127.038,0,10.001,0.287,126.267,0,12,0.206
124.426,3.18,2,0.977,124.287,7.18,4.001,1.879,124.427,0.68,6.001,0.437,124.371,0.48,8.002,0.315,127.418,0,10.001,0.287,126.627,0,12,0.206
124.775,3.18,2,0.978,124.661,7.18,4.001,1.879,124.776,0.67,6.001,0.436,124.746,0.47,8.002,0.315,127.777,0,10.001,0.287,126.976,0,12,0.206
125.124,3.18,2,0.977,125.009,7.17,4.001,1.879,125.154,0.68,6.001,0.437,125.096,0.48,8.002,0.314,128.14,0,10.001,0.287,127.353,0,12,0.206
125.472,3.18,2,0.977,125.36,7.16,4.001,1.878,125.501,0.68,6.001,0.437,125.444,0.47,8.002,0.314,128.514,0,10.001,0.287,127.702,0,12,0.206
125.848,3.18,2,0.977,125.709,7.15,4.001,1.878,125.852,0.68,6.001,0.437,125.792,0.48,8.002,0.315,128.868,0,10.001,0.287,128.065,0,12,0.206
126.198,3.18,2,0.977,126.058,7.11,4.001,1.879,126.2,0.68,6.001,0.437,126.142,0.47,8.002,0.315,129.258,0,10.001,0.287,128.454,0,12,0.206
126.546,3.18,2,0.976,126.434,7.12,4.001,1.878,126.551,0.67,6.001,0.437,126.517,0.47,8.002,0.315,129.631,0,10.001,0.287,128.804,0,12,0.206
126.897,3.18,2,0.977,126.783,7.12,4.001,1.878,126.927,0.67,6.001,0.438,126.867,0.47,8.002,0.315,129.979,0,10.001,0.287,129.153,0,12,0.206
127.244,3.17,2,0.977,127.133,7.12,4.001,1.878,127.276,0.67,6.001,0.438,127.215,0.47,8.002,0.315,130.329,0,10.001,0.287,129.501,0,12,0.206
127.621,3.18,2,0.976,127.483,7.12,4.001,1.877,127.625,0.67,6.001,0.438,127.566,0.47,8.002,0.315,130.689,0,10.001,0.287,129.851,0,12,0.206
127.969,3.17,2,0.976,127.832,7.12,4.001,1.878,127.974,0.68,6.001,0.438,127.914,0.48,8.002,0.315,131.054,0,10.001,0.287,130.2,0,12,0.206
128.319,3.18,2,0.977,128.181,7.16,4.001,1.877,128.322,0.68,6.001,0.439,128.29,0.47,8.002,0.315,131.403,0,10.001,0.287,130.577,0,12,0.206
128.667,3.17,2,0.977,128.558,7.16,4.001,1.877,128.698,0.67,6.001,0.439,128.64,0.47,8.002,0.315,131.753,0,10.001,0.287,130.925,0,12,0.206
129.017,3.17,2,0.976,128.905,7.16,4.001,1.877,129.047,0.67,6.001,0.439,128.989,0.47,8.002,0.315,132.1,0,10.001,0.287,131.288,0,12,0.202
129.392,3.18,2,0.977,129.256,7.16,4.001,1.877,129.395,0.67,6.001,0.436,129.338,0.47,8.002,0.315,132.477,0,10.001,0.285,131.679,0,12,0.202
129.742,3.17,2,0.976,129.604,7.16,4.001,1.876,129.745,0.66,6.001,0.433,129.687,0.47,8.002,0.315,132.843,0,10.001,0.284,132.027,0,12,0.202
130.091,3.17,2,0.976,129.954,7.16,4.001,1.877,130.095,0.67,6.001,0.432,130.036,0.47,8.002,0.315,133.235,0,10.001,0.284,132.391,0,12,0.202
130.441,3.17,2,0.976,130.33,7.16,4.001,1.876,130.47,0.66,6.001,0.431,130.395,0.47,8.002,0.315,133.595,0,10.001,0.284,132.781,0,12,0.202
130.79,3.17,2,0.976,130.678,7.15,4.001,1.876,130.82,0.66,6.001,0.43,130.751,0.47,8.002,0.315,133.955,0,10.001,0.284,133.156,0,12,0.202
131.166,3.17,2,0.975,131.027,7.15,4.001,1.876,131.168,0.66,6.001,0.43,131.11,0.47,8.002,0.315,134.317,0,10.001,0.284,133.505,0,12,0.202
131.514,3.17,2,0.976,131.378,7.14,4.001,1.876,131.518,0.65,6.001,0.429,131.46,0.47,8.002,0.315,134.696,0,10.001,0.285,133.864,0,12,0.202
131.864,3.17,2,0.976,131.727,7.14,4.001,1.876,131.866,0.65,6.001,0.428,131.809,0.47,8.002,0.315,135.055,0,10.001,0.285,134.231,0,12,0.202
132.213,3.17,2,0.976,132.076,7.13,4.001,1.875,132.242,0.65,6.001,0.428,132.158,0.47,8.002,0.315,135.416,0,10.001,0.285,134.58,0,12,0.202
132.564,3.17,2,0.976,132.45,7.11,4.001,1.875,132.591,0.65,6.001,0.428,132.534,0.47,8.002,0.315,135.798,0,10.001,0.285,134.929,0,12,0.202
132.911,3.17,2,0.975,132.8,7.1,4.001,1.875,132.941,0.65,6.001,0.428,132.884,0.47,8.002,0.315,136.169,0,10.001,0.285,135.278,0,12,0.202
133.288,3.17,2,0.975,133.149,7.09,4.001,1.875,133.29,0.65,6.001,0.428,133.234,0.47,8.002,0.315,136.535,0,10.001,0.285,135.655,0,12,0.202
133.637,3.16,2,0.976,133.498,7.08,4.001,1.875,133.639,0.65,6.001,0.428,133.582,0.47,8.002,0.315,136.899,0,10.001,0.285,136.032,0,12,0.202
133.985,3.17,2,0.975,133.874,7.08,4.001,1.875,133.988,0.65,6.001,0.428,133.931,0.47,8.002,0.315,137.272,0,10.001,0.285,136.393,0,12,0.202
134.336,3.16,2,0.975,134.223,7.08,4.001,1.875,134.348,0.65,6.001,0.428,134.306,0.47,8.002,0.315,137.65,0,10.001,0.285,136.773,0,12,0.202
134.695,3.16,2,0.975,134.573,7.09,4.001,1.874,134.703,0.65,6.001,0.428,134.656,0.47,8.002,0.315,138.011,0,10.001,0.285,137.132,0,12,0.202
135.078,3.17,2,0.975,134.921,7.08,4.001,1.874,135.063,0.65,6.001,0.429,135.003,0.47,8.002,0.315,138.36,0,10.001,0.285,137.494,0,12,0.202
135.435,3.17,2,0.975,135.271,7.08,4.001,1.874,135.412,0.65,6.001,0.429,135.355,0.47,8.002,0.315,138.72,0,10.001,0.285,137.874,0,12,0.202
135.812,3.17,2,0.975,135.647,7.09,4.001,1.874,135.761,0.65,6.001,0.429,135.703,0.47,8.002,0.315,139.102,0,10.001,0.285,138.234,0,12,0.203
136.161,3.16,2,0.975,135.996,7.08,4.001,1.874,136.11,0.65,6.001,0.429,136.079,0.47,8.002,0.315,139.461,0,10.001,0.285,138.582,0,12,0.202
136.51,3.16,2,0.975,136.346,7.08,4.001,1.874,136.487,0.65,6.001,0.429,136.429,0.47,8.002,0.315,139.836,0,10.001,0.285,138.932,0,12,0.203
136.859,3.16,2,0.975,136.694,7.08,4.001,1.873,136.836,0.65,6.001,0.429,136.777,0.47,8.002,0.314,140.186,0,10.001,0.285,139.292,0,12,0.202
137.209,3.16,2,0.975,137.043,7.06,4.001,1.873,137.185,0.65,6.001,0.429,137.127,0.47,8.002,0.314,140.535,0,10.001,0.285,139.674,0,12,0.202
137.585,3.16,2,0.975,137.393,7.04,4.001,1.873,137.535,0.65,6.001,0.429,137.475,0.47,8.002,0.314,140.885,0,10.001,0.285,140.046,0,12,0.202
137.934,3.16,2,0.975,137.74,7.05,4.001,1.873,137.883,0.65,6.001,0.429,137.852,0.47,8.002,0.314,141.233,0,10.001,0.285,140.426,0,12,0.203
138.283,3.16,2,0.975,138.118,7.05,4.001,1.873,138.259,0.65,6.001,0.425,138.2,0.47,8.002,0.315,141.635,0,10.001,0.285,140.785,0,12,0.202
138.631,3.16,2,0.975,138.467,7.05,4.001,1.873,138.608,0.65,6.001,0.425,138.55,0.47,8.002,0.316,142.015,0,10.001,0.285,141.147,0,12,0.202
138.981,3.15,2,0.974,138.817,7.05,4.001,1.872,138.957,0.65,6.001,0.425,138.899,0.47,8.002,0.316,142.388,0,10.001,0.285,141.526,0,12,0.202
139.33,3.15,2,0.974,139.165,7.05,4.001,1.873,139.306,0.65,6.001,0.425,139.248,0.47,8.002,0.316,142.738,0,10.001,0.285,141.886,0,12,0.202
139.69,3.15,2,0.974,139.515,7.05,4.001,1.872,139.654,0.64,6.001,0.425,139.625,0.47,8.002,0.316,143.086,0,10.001,0.285,142.246,0,12,0.203
140.047,3.15,2,0.974,139.891,7.05,4.001,1.873,140.031,0.65,6.001,0.425,139.973,0.47,8.002,0.317,143.462,0,10.001,0.285,142.628,0,12,0.202
140.404,3.16,2,0.974,140.24,7.05,4.001,1.872,140.38,0.64,6.001,0.425,140.323,0.47,8.002,0.317,143.837,0,10.001,0.285,143.001,0,12,0.202
140.755,3.16,2,0.974,140.589,7.04,4.001,1.872,140.728,0.64,6.001,0.425,140.671,0.47,8.002,0.314,144.198,0,10.001,0.285,143.38,0,12,0.201
141.103,3.16,2,0.974,140.938,7.04,4.001,1.872,141.079,0.64,6.001,0.425,141.021,0.47,8.002,0.315,144.579,0,10.001,0.285,143.74,0,12,0.2
141.452,3.16,2,0.973,141.287,7.04,4.001,1.871,141.427,0.64,6.001,0.425,141.398,0.47,8.002,0.316,144.952,0,10.001,0.285,144.09,0,12,0.2
141.828,3.16,2,0.973,141.663,7.03,4.001,1.871,141.802,0.64,6.001,0.425,141.748,0.47,8.002,0.316,145.331,0,10.001,0.285,144.438,0,12,0.2
142.177,3.16,2,0.973,142.013,7.03,4.001,1.871,142.152,0.64,6.001,0.426,142.095,0.47,8.002,0.316,145.69,0,10.001,0.285,144.799,0,12,0.201
142.527,3.16,2,0.973,142.361,7.01,4.001,1.871,142.502,0.64,6.001,0.426,142.444,0.47,8.002,0.316,146.053,0,10.001,0.285,145.164,0,12,0.2
142.876,3.15,2,0.973,142.711,7.01,4.001,1.871,142.851,0.64,6.001,0.426,142.793,0,8.002,0.316,146.433,0,10.001,0.285,145.525,0,12,0.2
143.225,3.16,2,0.973,143.059,7.01,4.001,1.871,143.2,0.64,6.001,0.425,143.144,0,8.002,0.316,146.792,0,10.001,0.285,145.916,0,12,0.201
143.6,3.15,2,0.973,143.435,7,4.001,1.871,143.578,0.64,6.001,0.426,143.518,0.47,8.002,0.316,147.152,0,10.001,0.285,146.264,0,12,0.201
143.951,3.16,2,0.973,143.784,6.99,4.001,1.871,143.926,0.64,6.001,0.426,143.868,0.47,8.002,0.316,147.534,0,10.001,0.286,146.627,0,12,0.201
144.299,3.16,2,0.973,144.134,6.99,4.001,1.871,144.275,0.64,6.001,0.426,144.216,0.47,8.002,0.316,147.906,0,10.001,0.285,147.017,0,12,0.2
144.649,3.15,2,0.973,144.483,6.96,4.001,1.87,144.623,0.64,6.001,0.426,144.565,0.47,8.002,0.315,148.271,0,10.001,0.285,147.366,0,12,0.201
144.997,3.15,2,0.973,144.832,6.96,4.001,1.87,144.973,0.64,6.001,0.426,144.94,0.47,8.002,0.316,148.634,0,10.001,0.286,147.716,0,12,0.2
145.373,3.15,2,0.973,145.208,6.94,4.001,1.87,145.321,0.64,6.001,0.427,145.316,0.47,8.002,0.316,149.007,0,10.001,0.286,148.065,0,12,0.201
145.722,3.15,2,0.973,145.557,6.93,4.001,1.87,145.699,0.64,6.001,0.426,145.665,0,8.002,0.316,149.381,0,10.001,0.286,148.414,0,12,0.2
146.071,3.15,2,0.973,145.907,6.93,4.001,1.87,146.048,0.63,6.001,0.426,146.015,0.47,8.002,0.316,149.735,0,10.001,0.285,148.763,0,12,0.201
146.42,3.15,2,0.972,146.256,6.93,4.001,1.869,146.397,0.63,6.001,0.427,146.391,0,8.002,0.316,150.109,0,10.001,0.285,149.14,0,12,0.201
146.769,3.15,2,0.972,146.605,6.93,4.001,1.869,146.746,0.64,6.001,0.427,146.739,0.47,8.002,0.316,150.474,0,10.001,0.285,149.488,0,12,0.201
147.145,3.16,2,0.973,146.954,6.93,4.001,1.869,147.094,0.64,6.001,0.426,147.091,0,8.002,0.315,150.848,0,10.001,0.286,149.851,0,12,0.201
147.496,3.15,2,0.972,147.314,6.92,4.001,1.869,147.47,0.63,6.001,0.426,147.438,0.47,8.002,0.316,151.197,0,10.001,0.286,150.242,0,12,0.201
147.843,3.15,2,0.972,147.671,6.9,4.001,1.869,147.819,0.64,6.001,0.427,147.788,0.47,8.002,0.316,151.589,0,10.001,0.286,150.592,0,12,0.201
148.192,3.15,2,0.972,148.029,6.89,4.001,1.868,148.168,0.64,6.001,0.427,148.147,0.47,8.002,0.316,151.962,0,10.001,0.286,150.94,0,12,0.201
148.542,3.15,2,0.972,148.38,6.86,4.001,1.869,148.517,0.64,6.001,0.427,148.502,0.47,8.002,0.316,152.336,0,10.001,0.285,151.29,0,12,0.201
148.934,3.15,2,0.972,148.727,6.82,4.001,1.868,148.894,0.64,6.001,0.427,148.863,0,8.002,0.316,152.69,0,10.001,0.286,151.639,0,12,0.201
149.323,3.15,2,0.972,149.077,6.82,4.001,1.868,149.242,0.64,6.001,0.427,149.212,0,8.002,0.316,153.064,0,10.001,0.285,151.989,0,12,0.201
149.696,3.15,2,0.972,149.453,6.82,4.001,1.868,149.591,0.64,6.001,0.427,149.56,0,8.002,0.316,153.453,0,10.001,0.286,152.365,0,12,0.201
150.046,3.15,2,0.973,149.803,6.82,4.001,1.868,149.94,0.64,6.001,0.427,149.935,0,8.002,0.316,153.803,0,10.001,0.286,152.714,0,12,0.201
150.395,3.15,2,0.972,150.152,6.8,4.001,1.868,150.289,0.63,6.001,0.427,150.285,0,8.002,0.316,154.152,0,10.001,0.285,153.077,0,12,0.201
150.771,3.15,2,0.972,150.501,6.81,4.001,1.868,150.665,0.63,6.001,0.427,150.633,0.47,8.002,0.316,154.502,0,10.001,0.286,153.467,0,12,0.201
151.12,3.15,2,0.972,150.849,6.78,4.001,1.867,151.015,0.64,6.001,0.427,150.984,0,8.002,0.316,154.862,0,10.001,0.286,153.815,0,12,0.201
151.471,3.15,2,0.972,151.225,6.8,4.001,1.867,151.363,0.63,6.001,0.427,151.331,0.47,8.002,0.316,155.243,0,10.001,0.286,154.165,0,12,0.201
151.818,3.15,2,0.972,151.574,6.77,4.001,1.867,151.711,0.63,6.001,0.427,151.707,0,8.002,0.316,155.617,0,10.001,0.286,154.513,0,12,0.201
152.168,3.15,2,0.972,151.922,6.76,4.001,1.867,152.062,0.63,6.001,0.427,152.058,0,8.002,0.316,155.996,0,10.001,0.286,154.863,0,12,0.201
152.517,3.15,2,0.972,152.274,6.76,4.001,1.867,152.412,0.63,6.001,0.428,152.406,0,8.002,0.315,156.354,0,10.001,0.286,155.211,0,12,0.201
152.894,3.14,2,0.972,152.621,6.76,4.001,1.867,152.77,0.63,6.001,0.428,152.755,0,8.002,0.316,156.747,0,10.001,0.286,155.572,0,12,0.201
153.243,3.15,2,0.971,152.996,6.77,4.001,1.866,153.127,0.63,6.001,0.428,153.104,0.47,8.002,0.317,157.107,0,10.001,0.286,155.954,0,12,0.201
153.593,3.14,2,0.972,153.346,6.79,4.001,1.866,153.485,0.63,6.001,0.428,153.48,0,8.002,0.316,157.469,0,10.001,0.286,156.326,0,12,0.201
153.941,3.15,2,0.972,153.696,6.8,4.001,1.867,153.836,0.63,6.001,0.428,153.83,0,8.002,0.316,157.843,0,10.001,0.286,156.689,0,12,0.201
154.291,3.14,2,0.972,154.044,6.81,4.001,1.866,154.183,0.63,6.001,0.428,154.18,0,8.002,0.316,158.197,0,10.001,0.286,157.039,0,12,0.201
154.64,3.14,2,0.972,154.393,6.8,4.001,1.866,154.533,0.63,6.001,0.428,154.529,0,8.002,0.316,158.571,0,10.001,0.286,157.389,0,12,0.201
155.015,3.14,2,0.972,154.769,6.78,4.001,1.866,154.909,0.63,6.001,0.428,154.879,0,8.002,0.316,158.945,0,10.001,0.286,157.737,0,12,0.201
155.365,3.14,2,0.971,155.118,6.78,4.001,1.866,155.259,0.63,6.001,0.428,155.254,0,8.002,0.316,159.298,0,10.001,0.286,158.086,0,12,0.201
155.713,3.14,2,0.971,155.468,6.78,4.001,1.865,155.608,0.63,6.001,0.428,155.603,0,8.002,0.316,159.688,0,10.001,0.286,158.435,0,12,0.201
156.063,3.13,2,0.971,155.816,6.75,4.001,1.866,155.957,0.63,6.001,0.428,155.953,0,8.002,0.317,160.061,0,10.001,0.286,158.796,0,12,0.201
156.411,3.13,2,0.971,156.166,6.72,4.001,1.865,156.306,0.63,6.001,0.428,156.302,0,8.002,0.316,160.411,0,10.001,0.285,159.178,0,12,0.201
156.787,3.13,2,0.971,156.542,6.7,4.001,1.865,156.681,0.63,6.001,0.428,156.651,0,8.002,0.316,160.759,0,10.001,0.286,159.55,0,12,0.201
157.137,3.13,2,0.971,156.892,6.7,4.001,1.865,157.031,0.63,6.001,0.428,156.999,0,8.002,0.316,161.12,0,10.001,0.285,159.931,0,12,0.201
157.485,3.14,2,0.972,157.241,6.69,4.001,1.865,157.38,0.63,6.001,0.429,157.362,0,8.002,0.316,161.484,0,10.001,0.286,160.29,0,12,0.201
157.834,3.14,2,0.971,157.589,6.69,4.001,1.865,157.729,0.63,6.001,0.428,157.726,0,8.002,0.316,161.834,0,10.001,0.286,160.651,0,12,0.201
158.184,3.13,2,0.971,157.939,6.7,4.001,1.865,158.078,0.63,6.001,0.428,158.073,0,8.002,0.316,162.183,0,10.001,0.286,161.03,0,12,0.201
158.543,3.13,2,0.971,158.287,6.71,4.001,1.865,158.453,0.63,6.001,0.428,158.424,0,8.002,0.316,162.532,0,10.001,0.286,161.39,0,12,0.201
158.899,3.13,2,0.971,158.664,6.71,4.001,1.864,158.804,0.63,6.001,0.429,158.772,0,8.002,0.316,162.893,0,10.001,0.286,161.75,0,12,0.201
159.258,3.13,2,0.971,159.014,6.7,4.001,1.864,159.152,0.63,6.001,0.428,159.148,0,8.002,0.316,163.274,0,10.001,0.286,162.132,0,12,0.201
159.607,3.13,2,0.971,159.363,6.65,4.001,1.864,159.502,0.63,6.001,0.429,159.496,0,8.002,0.317,163.647,0,10.001,0.286,162.505,0,12,0.201
159.956,3.13,2,0.972,159.711,6.64,4.001,1.864,159.851,0.63,6.001,0.429,159.847,0,8.002,0.316,164.01,0,10.001,0.286,162.884,0,12,0.201
160.333,3.13,2,0.971,160.062,6.63,4.001,1.864,160.228,0.63,6.001,0.429,160.194,0,8.002,0.317,164.375,0,10.001,0.286,163.244,0,12,0.201
160.681,3.13,2,0.971,160.436,6.63,4.001,1.864,160.576,0.63,6.001,0.429,160.572,0,8.002,0.317,164.748,0,10.001,0.286,163.606,0,12,0.199
161.032,3.13,2,0.971,160.786,6.61,4.001,1.863,160.925,0.63,6.001,0.429,160.946,0,8.002,0.317,165.127,0,10.001,0.286,163.986,0,12,0.199
161.38,3.13,2,0.973,161.135,6.63,4.001,1.863,161.274,0.63,6.001,0.429,161.297,0,8.002,0.316,165.487,0,10.001,0.286,164.344,0,12,0.199
161.73,3.13,2,0.971,161.484,6.67,4.001,1.863,161.623,0.63,6.001,0.429,161.644,0,8.002,0.317,165.847,0,10.001,0.286,164.696,0,12,0.199
162.077,3.13,2,0.97,161.834,6.72,4.001,1.863,162,0.63,6.001,0.429,162.005,0,8.002,0.317,166.228,0,10.001,0.286,165.043,0,12,0.199
162.455,3.13,2,0.97,162.209,6.74,4.001,1.863,162.349,0.63,6.001,0.429,162.359,0,8.002,0.317,166.601,0,10.001,0.286,165.404,0,12,0.199
162.805,3.13,2,0.97,162.559,6.84,4.001,1.863,162.699,0.63,6.001,0.429,162.72,0,8.002,0.316,166.966,0,10.001,0.286,165.757,0,12,0.199
163.153,3.13,2,0.97,162.908,6.73,4.001,1.863,163.048,0.63,6.001,0.429,163.068,0,8.002,0.316,167.329,0,10.001,0.286,166.131,0,12,0.199
163.503,3.13,2,0.971,163.256,6.74,4.001,1.862,163.397,0.63,6.001,0.429,163.419,0,8.002,0.316,167.702,0,10.001,0.286,166.52,0,12,0.199
163.851,3.13,2,0.97,163.605,6.72,4.001,1.862,163.746,0.63,6.001,0.43,163.794,0,8.002,0.317,168.075,0,10.001,0.286,166.87,0,12,0.199
164.2,3.13,2,0.97,163.981,6.73,4.001,1.862,164.095,0.63,6.001,0.43,164.143,0,8.002,0.317,168.429,0,10.001,0.286,167.218,0,12,0.199
164.575,3.13,2,0.97,164.33,6.72,4.001,1.862,164.472,0.63,6.001,0.43,164.493,0,8.002,0.317,168.819,0,10.001,0.286,167.57,0,12,0.199
164.925,3.13,2,0.969,164.681,6.74,4.001,1.862,164.82,0.63,6.001,0.43,164.842,0,8.002,0.317,169.194,0,10.001,0.286,167.918,0,12,0.199
165.274,3.13,2,0.97,165.029,6.71,4.001,1.862,165.17,0.63,6.001,0.43,165.192,0,8.002,0.317,169.542,0,10.001,0.286,168.279,0,12,0.199
165.623,3.13,2,0.969,165.379,6.72,4.001,1.862,165.518,0.63,6.001,0.429,165.567,0,8.002,0.318,169.891,0,10.001,0.286,168.66,0,12,0.2
165.972,3.13,2,0.97,165.728,6.71,4.001,1.862,165.868,0.63,6.001,0.43,165.916,0,8.002,0.318,170.25,0,10.001,0.286,169.02,0,12,0.199
