2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
0.001,3.44,2,1.127,0.006,9.2,4.001,2.303,0.005,11.7,6.001,2.764,0.005,9.73,8.001,3.244,0.006,17.45,10.001,3.577,0,24.46,12,3.996
0.392,3.58,2,1.121,0.42,9.16,4.001,2.241,0.386,11.54,6.001,2.698,0.421,15.3,8.002,3.206,0.418,17.56,10.001,3.52,0.379,22.15,12,0.959
0.798,3.58,2,1.113,0.799,9.1,4.001,2.205,0.796,11.39,6.001,2.646,0.823,14.94,8.002,3.15,0.792,17.16,10.001,3.481,0.779,2.32,12,0.646
1.171,3.58,2,1.107,1.198,9.04,4.001,2.182,1.233,11.3,6.001,2.615,1.188,14.68,8.002,3.114,1.2,16.84,10.001,3.455,1.161,1.53,12,0.596
1.572,3.58,2,1.102,1.6,9.02,4.001,2.163,1.645,11.16,6.001,2.592,1.585,14.49,8.001,3.088,1.612,16.56,10.001,3.434,1.571,1.14,12,0.386
1.96,3.58,2,1.097,1.956,8.97,4.001,2.149,2.039,11.12,6.001,2.575,1.931,14.28,8.002,3.066,1.993,16.31,10.001,3.416,1.956,0.9,12,0.301
2.334,3.57,2,1.093,2.306,8.9,4.001,2.137,2.389,11.01,6.001,2.558,2.282,14.12,8.002,3.048,2.375,16.06,10.001,3.401,2.305,0.77,12,0.303
2.684,3.57,2,1.09,2.654,8.87,4.001,2.126,2.739,10.94,6.001,2.547,2.629,13.96,8.002,3.033,2.736,15.82,10.001,3.387,2.654,0.7,12,0.306
3.032,3.56,2,1.087,3.003,8.79,4.001,2.117,3.087,10.84,6.001,2.536,3.005,13.8,8.002,3.02,3.084,15.64,10.001,3.375,3.004,0.66,12,0.308
3.407,3.55,2,1.084,3.354,8.84,4.001,2.109,3.438,10.8,6.001,2.526,3.353,13.65,8.002,3.006,3.459,15.49,10.001,3.365,3.352,0.64,12,0.311
3.757,3.55,2,1.081,3.73,8.76,4.001,2.101,3.786,10.77,6.001,2.518,3.704,13.54,8.002,2.996,3.808,15.34,10.001,3.355,3.703,0.62,12,0.312
4.106,3.55,2,1.078,4.077,8.55,4.001,2.095,4.163,10.63,6.001,2.51,4.052,13.42,8.002,2.988,4.157,15.18,10.001,3.346,4.051,0.6,12,0.314
4.454,3.54,2,1.076,4.428,8.58,4.001,2.089,4.511,10.6,6.001,2.504,4.402,13.32,8.002,2.979,4.507,14.99,10.001,3.337,4.412,0.59,12,0.314
4.804,3.54,2,1.074,4.778,8.92,4.001,2.084,4.86,10.53,6.001,2.498,4.793,13.23,8.002,2.971,4.855,14.81,10.001,3.33,4.767,0.58,12,0.316
5.154,3.54,2,1.072,5.127,8.91,4.001,2.078,5.21,10.54,6.001,2.496,5.183,13.14,8.002,2.964,5.232,14.57,10.001,3.322,5.127,0.58,12,0.316
5.529,3.53,2,1.07,5.502,8.88,4.001,2.074,5.559,10.57,6.001,2.491,5.557,13.06,8.002,2.957,5.581,14.13,10.001,0.798,5.474,0.57,12,0.316
5.879,3.53,2,1.068,5.852,9.01,4.001,2.07,5.935,10.5,6.001,2.487,5.905,12.99,8.002,2.951,5.93,2.26,10.001,0.705,5.825,0.56,12,0.317
6.227,3.53,2,1.067,6.2,9.07,4.001,2.066,6.283,10.41,6.001,2.481,6.255,12.91,8.002,2.946,6.277,1.65,10.001,0.585,6.184,0.55,12,0.317
6.576,3.53,2,1.065,6.549,9.07,4.001,2.062,6.632,10.41,6.001,2.477,6.603,12.83,8.002,2.94,6.637,1.25,10.001,0.426,6.54,0.54,12,0.315
6.926,3.53,2,1.063,6.899,9.04,4.001,2.058,6.981,10.39,6.001,2.473,6.979,12.75,8.002,2.935,7.02,1.04,10.001,0.381,6.901,0.54,12,0.317
7.275,3.53,2,1.062,7.275,9.02,4.001,2.055,7.331,10.35,6.001,2.469,7.329,12.68,8.002,2.93,7.38,0.89,10.001,0.383,7.249,0.53,12,0.318
7.652,3.53,2,1.061,7.623,9.02,4.001,2.052,7.706,10.38,6.001,2.465,7.678,12.61,8.002,2.926,7.756,0.81,10.001,0.386,7.597,0.52,12,0.321
7.999,3.52,2,1.059,7.972,9.01,4.001,2.049,8.056,10.34,6.001,2.462,8.027,12.52,8.002,2.921,8.107,0.77,10.001,0.39,7.947,0.52,12,0.314
8.351,3.52,2,1.058,8.321,8.98,4.001,2.046,8.404,10.28,6.001,2.458,8.375,12.44,8.002,2.917,8.455,0.74,10.001,0.394,8.322,0.52,12,0.315
8.698,3.52,2,1.055,8.671,8.98,4.001,2.043,8.754,10.24,6.001,2.455,8.726,12.36,8.002,2.913,8.803,0.71,10.001,0.397,8.672,0.51,12,0.314
9.049,3.51,2,1.055,9.047,8.95,4.001,2.04,9.103,10.24,6.001,2.452,9.103,12.29,8.002,2.909,9.153,0.7,10.001,0.399,9.022,0.51,12,0.314
9.408,3.52,2,1.054,9.396,8.92,4.001,2.037,9.479,10.22,6.001,2.449,9.45,12.19,8.002,2.906,9.502,0.69,10.001,0.401,9.37,0.5,12,0.316
9.763,3.51,2,1.053,9.745,8.88,4.001,2.035,9.828,10.17,6.001,2.446,9.801,12.12,8.002,2.902,9.878,0.68,10.001,0.403,9.746,0.5,12,0.317
10.122,3.51,2,1.052,10.093,8.86,4.001,2.032,10.177,10.09,6.001,2.444,10.148,12.02,8.002,2.899,10.226,0.67,10.001,0.404,10.095,0.49,12,0.319
10.472,3.51,2,1.051,10.443,8.87,4.001,2.03,10.526,10.11,6.001,2.441,10.499,11.9,8.002,2.895,10.576,0.66,10.001,0.405,10.445,0.49,12,0.319
10.822,3.5,2,1.05,10.802,8.83,4.001,2.028,10.875,10.09,6.001,2.439,10.874,11.74,8.002,2.892,10.924,0.65,10.001,0.406,10.795,0.49,12,0.32
11.196,3.5,2,1.049,11.158,8.82,4.001,2.026,11.225,10.05,6.001,2.436,11.224,11.41,8.002,2.884,11.299,0.65,10.001,0.407,11.144,0.48,12,0.313
11.546,3.5,2,1.048,11.519,8.81,4.001,2.024,11.601,10.01,6.001,2.434,11.573,10.05,8.002,0.83,11.675,0.64,10.001,0.407,11.493,0.48,12,0.312
11.894,3.5,2,1.047,11.867,8.81,4.001,2.022,11.95,9.94,6.001,2.432,11.922,2.14,8.002,0.809,12.025,0.63,10.001,0.407,11.869,0.48,12,0.31
12.245,3.49,2,1.046,12.215,8.81,4.001,2.02,12.3,10.01,6.001,2.429,12.271,1.61,8.002,0.63,12.375,0.63,10.001,0.407,12.218,0.47,12,0.311
12.593,3.49,2,1.045,12.565,8.79,4.001,2.018,12.648,9.98,6.001,2.428,12.62,1.3,8.002,0.532,12.734,0.62,10.001,0.408,12.566,0.47,12,0.311
12.97,3.49,2,1.044,12.941,8.81,4.001,2.016,12.998,9.98,6.001,2.425,12.996,1.15,8.002,0.522,13.089,0.61,10.001,0.408,12.916,0.47,12,0.312
13.318,3.49,2,1.044,13.291,8.77,4.001,2.014,13.374,9.97,6.001,2.423,13.344,1.05,8.002,0.523,13.45,0.61,10.001,0.408,13.265,0.47,12,0.313
13.668,3.48,2,1.043,13.64,8.73,4.001,2.013,13.723,9.96,6.001,2.422,13.695,0.99,8.002,0.524,13.798,0.6,10.001,0.408,13.615,0.47,12,0.314
14.017,3.48,2,1.042,13.989,8.71,4.001,2.011,14.072,9.94,6.001,2.42,14.044,0.95,8.002,0.525,14.148,0.6,10.001,0.408,13.992,0,12,0.315
14.366,3.48,2,1.041,14.337,8.68,4.001,2.009,14.421,9.92,6.001,2.418,14.42,0.92,8.002,0.527,14.525,0.59,10.001,0.408,14.34,0,12,0.315
14.742,3.46,2,1.04,14.714,8.68,4.001,2.008,14.771,9.9,6.001,2.416,14.769,0.89,8.002,0.529,14.874,0.59,10.001,0.407,14.689,0,12,0.316
15.09,3.46,2,1.04,15.062,8.68,4.001,2.006,15.119,9.87,6.001,2.415,15.118,0.88,8.002,0.53,15.222,0.58,10.001,0.408,15.038,0,12,0.317
15.44,3.46,2,1.039,15.412,8.67,4.001,2.005,15.48,9.82,6.001,2.413,15.467,0.86,8.002,0.532,15.572,0.58,10.001,0.408,15.389,0,12,0.303
15.79,3.47,2,1.038,15.76,8.61,4.001,2.003,15.834,9.78,6.001,2.411,15.818,0.85,8.002,0.533,15.921,0.58,10.001,0.408,15.737,0,12,0.298
16.138,3.47,2,1.038,16.11,8.56,4.001,2.002,16.194,9.76,6.001,2.409,16.165,0.84,8.002,0.533,16.296,0.58,10.001,0.407,16.113,0,12,0.299
16.515,3.46,2,1.037,16.486,8.54,4.001,2.001,16.542,9.75,6.001,2.408,16.541,0.82,8.002,0.534,16.646,0.57,10.001,0.407,16.462,0,12,0.3
16.863,3.47,2,1.036,16.834,8.53,4.001,1.999,16.892,9.75,6.001,2.407,16.89,0.81,8.002,0.534,17.009,0.57,10.001,0.406,16.823,0,12,0.301
17.214,3.46,2,1.036,17.185,8.54,4.001,1.998,17.267,9.75,6.001,2.405,17.241,0.8,8.002,0.535,17.398,0.56,10.001,0.407,17.189,0,12,0.301
17.562,3.47,2,1.035,17.533,8.52,4.001,1.997,17.617,9.74,6.001,2.404,17.589,0.8,8.002,0.535,17.747,0.56,10.001,0.405,17.552,0,12,0.301
17.912,3.46,2,1.035,17.882,8.49,4.001,1.995,17.966,9.69,6.001,2.402,17.939,0.79,8.002,0.535,18.097,0.56,10.001,0.405,17.925,0,12,0.302
18.261,3.46,2,1.034,18.258,8.47,4.001,1.994,18.315,9.73,6.001,2.401,18.297,0.78,8.002,0.535,18.445,0.55,10.001,0.405,18.298,0,12,0.302
18.637,3.46,2,1.033,18.607,8.38,4.001,1.992,18.664,9.67,6.001,2.399,18.653,0.77,8.002,0.535,18.795,0.55,10.001,0.404,18.652,0,12,0.303
18.986,3.46,2,1.033,18.956,8.45,4.001,1.991,19.04,9.66,6.001,2.398,19.012,0.77,8.002,0.535,19.154,0.55,10.001,0.404,19.013,0,12,0.303
19.336,3.45,2,1.032,19.304,8.44,4.001,1.99,19.389,9.66,6.001,2.397,19.362,0.77,8.002,0.535,19.537,0.55,10.001,0.404,19.362,0,12,0.304
19.685,3.45,2,1.031,19.653,8.43,4.001,1.989,19.739,9.66,6.001,2.396,19.71,0.76,8.002,0.535,19.896,0.54,10.001,0.403,19.722,0,12,0.261
20.034,3.45,2,1.031,20.005,8.37,4.001,1.988,20.09,9.65,6.001,2.394,20.061,0.75,8.002,0.534,20.272,0.54,10.001,0.403,20.105,0,12,0.244
20.41,3.44,2,1.03,20.38,8.32,4.001,1.987,20.437,9.67,6.001,2.393,20.436,0.74,8.002,0.534,20.62,0.54,10.001,0.386,20.477,0,12,0.246
20.757,3.44,2,1.03,20.729,8.35,4.001,1.985,20.787,9.64,6.001,2.392,20.786,0.74,8.002,0.534,20.969,0.54,10.001,0.382,20.856,0,12,0.247
21.108,3.44,2,1.03,21.079,8.36,4.001,1.985,21.164,9.62,6.001,2.391,21.135,0.74,8.002,0.533,21.318,0.54,10.001,0.381,21.216,0,12,0.248
21.456,3.44,2,1.029,21.428,8.35,4.001,1.984,21.512,9.62,6.001,2.39,21.484,0.73,8.002,0.532,21.694,0.53,10.001,0.381,21.579,0,12,0.249
21.806,3.43,2,1.029,21.778,8.28,4.001,1.983,21.861,9.58,6.001,2.388,21.833,0.73,8.002,0.532,22.043,0.53,10.001,0.382,21.958,0,12,0.25
22.155,3.42,2,1.028,22.154,8.32,4.001,1.982,22.21,9.57,6.001,2.388,22.208,0.72,8.002,0.531,22.392,0.52,10.001,0.379,22.317,0,12,0.251
22.529,3.43,2,1.028,22.503,8.23,4.001,1.98,22.56,9.57,6.001,2.387,22.558,0.72,8.002,0.531,22.742,0.52,10.001,0.379,22.677,0,12,0.251
22.879,3.42,2,1.027,22.852,8.2,4.001,1.98,22.936,9.56,6.001,2.385,22.906,0.72,8.002,0.53,23.091,0.52,10.001,0.38,23.059,0,12,0.252
23.229,3.42,2,1.026,23.201,8.27,4.001,1.979,23.286,9.56,6.001,2.384,23.256,0.71,8.002,0.53,23.473,0.52,10.001,0.38,23.432,0,12,0.223
23.578,3.42,2,1.026,23.55,8.29,4.001,1.978,23.633,9.54,6.001,2.383,23.605,0.7,8.002,0.529,23.832,0.52,10.001,0.38,23.811,0,12,0.223
23.926,3.41,2,1.026,23.925,8.28,4.001,1.977,23.983,9.52,6.001,2.383,23.981,0.7,8.002,0.528,24.193,0.51,10.001,0.379,24.171,0,12,0.224
24.286,3.41,2,1.025,24.275,8.28,4.001,1.976,24.332,9.51,6.001,2.381,24.33,0.7,8.002,0.528,24.542,0.52,10.001,0.379,24.532,0,12,0.225
24.641,3.41,2,1.025,24.623,8.28,4.001,1.975,24.708,9.5,6.001,2.38,24.679,0.7,8.002,0.527,24.917,0.51,10.001,0.379,24.912,0,12,0.226
25.001,3.4,2,1.025,24.974,8.27,4.001,1.974,25.057,9.47,6.001,2.38,25.028,0.69,8.002,0.526,25.267,0.51,10.001,0.378,25.272,0,12,0.227
25.351,3.4,2,1.024,25.322,8.18,4.001,1.973,25.407,9.47,6.001,2.378,25.377,0.69,8.002,0.525,25.615,0.51,10.001,0.378,25.622,0,12,0.227
25.698,3.39,2,1.024,25.697,8.19,4.001,1.972,25.756,9.46,6.001,2.377,25.753,0.69,8.002,0.525,25.965,0.51,10.001,0.378,25.97,0,12,0.228
26.076,3.39,2,1.023,26.047,8.17,4.001,1.972,26.105,9.44,6.001,2.377,26.102,0.68,8.002,0.523,26.313,0.5,10.001,0.378,26.33,0,12,0.228
26.424,3.39,2,1.023,26.396,8.19,4.001,1.971,26.48,9.42,6.001,2.376,26.451,0.68,8.002,0.522,26.689,0.51,10.001,0.377,26.712,0,12,0.229
26.774,3.39,2,1.022,26.745,8.17,4.001,1.97,26.829,9.41,6.001,2.374,26.8,0.67,8.002,0.521,27.038,0.5,10.001,0.376,27.085,0,12,0.229
27.122,3.39,2,1.022,27.095,8.15,4.001,1.969,27.178,9.39,6.001,2.374,27.15,0.67,8.002,0.52,27.387,0.5,10.001,0.375,27.448,0,12,0.22
27.474,3.39,2,1.021,27.47,8.16,4.001,1.968,27.527,9.38,6.001,2.373,27.498,0.67,8.002,0.519,27.739,0.5,10.001,0.374,27.798,0,12,0.221
27.822,3.38,2,1.021,27.819,8.12,4.001,1.967,27.877,9.36,6.001,2.372,27.858,0.67,8.002,0.518,28.096,0.5,10.001,0.373,28.148,0,12,0.221
28.197,3.38,2,1.02,28.169,8.14,4.001,1.967,28.252,9.34,6.001,2.371,28.214,0.67,8.002,0.517,28.478,0.5,10.001,0.371,28.496,0,12,0.222
28.547,3.38,2,1.021,28.518,8.14,4.001,1.966,28.601,9.34,6.001,2.37,28.573,0.66,8.002,0.515,28.838,0.49,10.001,0.37,28.845,0,12,0.223
28.896,3.38,2,1.02,28.866,8.14,4.001,1.965,28.951,9.31,6.001,2.369,28.923,0.66,8.002,0.513,29.186,0.49,10.001,0.368,29.196,0,12,0.223
29.244,3.38,2,1.019,29.245,8.13,4.001,1.965,29.3,9.28,6.001,2.369,29.271,0.66,8.002,0.51,29.547,0.49,10.001,0.366,29.572,0,12,0.224
29.595,3.36,2,1.019,29.592,8.12,4.001,1.964,29.65,9.29,6.001,2.368,29.621,0.66,8.002,0.506,29.902,0.49,10.001,0.362,29.92,0,12,0.224
29.971,3.36,2,1.019,29.942,8.12,4.001,1.963,30.027,9.28,6.001,2.367,29.997,0.65,8.002,0.498,30.262,0.49,10.001,0.356,30.282,0,12,0.224
30.333,3.36,2,1.018,30.29,8.13,4.001,1.962,30.374,9.27,6.001,2.366,30.346,0.65,8.002,0.491,30.612,0.48,10.001,0.345,30.672,0,12,0.224
30.732,3.36,2,1.018,30.641,8.13,4.001,1.962,30.724,9.28,6.001,2.366,30.696,0.65,8.002,0.483,30.961,0.49,10.001,0.321,31.022,0,12,0.225
31.129,3.36,2,1.018,30.989,8.14,4.001,1.961,31.074,9.26,6.001,2.365,31.046,0.65,8.002,0.474,31.337,0.48,10.001,0.31,31.371,0,12,0.225
31.502,3.35,2,1.017,31.338,8.12,4.001,1.96,31.422,9.24,6.001,2.364,31.396,0.64,8.002,0.464,31.685,0.48,10.001,0.308,31.72,0,12,0.225
31.85,3.35,2,1.017,31.714,8.04,4.001,1.96,31.772,9.21,6.001,2.363,31.77,0.64,8.002,0.441,32.035,0.48,10.001,0.307,32.07,0,12,0.217
32.2,3.35,2,1.017,32.063,8.06,4.001,1.958,32.147,9.2,6.001,2.362,32.12,0.63,8.002,0.426,32.383,0.48,10.001,0.306,32.43,0,12,0.216
32.549,3.34,2,1.016,32.413,8.05,4.001,1.958,32.496,9.17,6.001,2.361,32.468,0.64,8.002,0.423,32.759,0.48,10.001,0.306,32.811,0,12,0.19
32.899,3.35,2,1.016,32.762,8.07,4.001,1.957,32.846,9.16,6.001,2.361,32.819,0.63,8.002,0.422,33.135,0.48,10.001,0.306,33.171,0,12,0.194
33.276,3.35,2,1.016,33.111,8.04,4.001,1.957,33.196,9.16,6.001,2.361,33.166,0.64,8.002,0.421,33.484,0.47,10.001,0.307,33.546,0,12,0.196
33.623,3.35,2,1.015,33.485,8.04,4.001,1.956,33.546,9.14,6.001,2.36,33.543,0.63,8.002,0.421,33.833,0.48,10.001,0.307,33.896,0,12,0.195
33.973,3.34,2,1.015,33.836,8.07,4.001,1.956,33.893,9.13,6.001,2.359,33.892,0.63,8.002,0.42,34.193,0.47,10.001,0.308,34.244,0,12,0.199
34.322,3.34,2,1.015,34.184,8.06,4.001,1.955,34.269,9.11,6.001,2.358,34.241,0.63,8.002,0.42,34.547,0.47,10.001,0.308,34.594,0,12,0.198
34.671,3.34,2,1.015,34.535,8.05,4.001,1.954,34.618,9.1,6.001,2.357,34.59,0.63,8.002,0.42,34.908,0.47,10.001,0.309,34.943,0,12,0.199
35.047,3.33,2,1.014,34.883,8.04,4.001,1.954,34.966,9.08,6.001,2.357,34.939,0.63,8.002,0.419,35.258,0.47,10.001,0.309,35.318,0,12,0.199
35.397,3.31,2,1.014,35.258,8.06,4.001,1.953,35.316,9.08,6.001,2.356,35.314,0.63,8.002,0.419,35.606,0.47,10.001,0.309,35.668,0,12,0.199
35.746,3.31,2,1.014,35.607,8.06,4.001,1.952,35.665,9.06,6.001,2.356,35.665,0.63,8.002,0.418,35.983,0.47,10.001,0.309,36.017,0,12,0.199
36.095,3.32,2,1.013,35.956,8.05,4.001,1.952,36.041,9.04,6.001,2.355,36.013,0.63,8.002,0.418,36.332,0.47,10.001,0.308,36.366,0,12,0.2
36.444,3.32,2,1.013,36.306,8.04,4.001,1.951,36.39,9.03,6.001,2.354,36.362,0.62,8.002,0.417,36.682,0.47,10.001,0.308,36.715,0,12,0.201
36.793,3.32,2,1.013,36.655,8.04,4.001,1.95,36.739,9.02,6.001,2.353,36.711,0.62,8.002,0.417,37.03,0,10.001,0.308,37.075,0,12,0.201
37.168,3.31,2,1.013,37.031,8.03,4.001,1.95,37.088,9,6.001,2.353,37.088,0.62,8.002,0.416,37.38,0,10.001,0.309,37.441,0,12,0.201
37.517,3.32,2,1.012,37.38,8.03,4.001,1.949,37.439,8.97,6.001,2.352,37.436,0.62,8.002,0.416,37.754,0,10.001,0.309,37.79,0,12,0.201
37.867,3.32,2,1.012,37.728,8.03,4.001,1.948,37.814,8.95,6.001,2.352,37.787,0.61,8.002,0.416,38.105,0,10.001,0.309,38.139,0,12,0.202
38.216,3.32,2,1.012,38.078,8.03,4.001,1.948,38.163,8.93,6.001,2.351,38.136,0.61,8.002,0.415,38.451,0,10.001,0.309,38.488,0,12,0.202
38.591,3.32,2,1.011,38.427,8.03,4.001,1.948,38.512,8.91,6.001,2.35,38.485,0.61,8.002,0.414,38.803,0,10.001,0.309,38.837,0,12,0.203
38.94,3.32,2,1.011,38.804,7.97,4.001,1.947,38.861,8.88,6.001,2.35,38.833,0.61,8.002,0.414,39.15,0,10.001,0.31,39.197,0,12,0.203
39.289,3.31,2,1.011,39.152,8.01,4.001,1.947,39.211,8.89,6.001,2.349,39.183,0.61,8.002,0.413,39.541,0,10.001,0.31,39.579,0,12,0.203
39.639,3.31,2,1.01,39.503,7.99,4.001,1.946,39.571,8.81,6.001,2.349,39.56,0.6,8.002,0.413,39.902,0,10.001,0.31,39.939,0,12,0.203
39.988,3.32,2,1.01,39.851,7.97,4.001,1.946,39.953,8.81,6.001,2.348,39.908,0.61,8.002,0.412,40.262,0,10.001,0.306,40.314,0,12,0.204
40.364,3.32,2,1.01,40.202,8.01,4.001,1.945,40.312,8.78,6.001,2.347,40.257,0.6,8.002,0.412,40.644,0,10.001,0.304,40.664,0,12,0.204
40.712,3.32,2,1.01,40.549,8.01,4.001,1.945,40.661,8.76,6.001,2.347,40.606,0.6,8.002,0.411,41.016,0,10.001,0.304,41.012,0,12,0.204
41.063,3.32,2,1.009,40.927,8,4.001,1.944,41.037,8.74,6.001,2.346,40.956,0.6,8.001,0.412,41.395,0,10.001,0.304,41.363,0,12,0.204
41.412,3.32,2,1.009,41.275,7.98,4.001,1.943,41.387,8.69,6.001,2.345,41.33,0.6,8.002,0.411,41.753,0,10.001,0.304,41.711,0,12,0.204
41.76,3.33,2,1.008,41.624,7.99,4.001,1.943,41.736,8.67,6.001,2.345,41.694,0.6,8.002,0.411,42.115,0,10.001,0.304,42.087,0,12,0.204
42.109,3.32,2,1.008,41.974,7.97,4.001,1.943,42.084,8.65,6.001,2.345,42.083,0.6,8.001,0.411,42.496,0,10.001,0.304,42.463,0,12,0.205
42.469,3.31,2,1.008,42.324,7.97,4.001,1.941,42.433,8.62,6.001,2.344,42.433,0.6,8.002,0.41,42.855,0,10.001,0.305,42.822,0,12,0.205
42.826,3.29,2,1.008,42.701,7.98,4.001,1.942,42.809,8.55,6.001,2.343,42.781,0.59,8.001,0.41,43.231,0,10.001,0.304,43.206,0,12,0.205
43.185,3.3,2,1.008,43.102,7.97,4.001,1.941,43.158,8.54,6.001,2.343,43.132,0.6,8.002,0.41,43.579,0,10.001,0.305,43.577,0,12,0.206
43.533,3.3,2,1.008,43.467,7.97,4.001,1.94,43.508,8.51,6.001,2.342,43.479,0.59,8.002,0.41,43.928,0,10.001,0.305,43.942,0,12,0.206
43.882,3.3,2,1.007,43.827,7.96,4.001,1.94,43.856,8.5,6.001,2.341,43.829,0.59,8.001,0.41,44.279,0,10.001,0.305,44.305,0,12,0.206
44.232,3.3,2,1.007,44.176,7.96,4.001,1.939,44.233,8.49,6.001,2.341,44.205,0.59,8.001,0.409,44.637,0,10.001,0.306,44.678,0,12,0.206
44.607,3.3,2,1.007,44.551,7.96,4.001,1.939,44.581,8.44,6.001,2.341,44.555,0.59,8.002,0.409,45.018,0,10.001,0.305,45.055,0,12,0.206
44.957,3.3,2,1.006,44.9,7.93,4.001,1.938,44.93,8.39,6.001,2.34,44.903,0.59,8.001,0.409,45.393,0,10.001,0.306,45.408,0,12,0.206
45.306,3.3,2,1.006,45.251,7.91,4.001,1.938,45.28,8.37,6.001,2.339,45.253,0.59,8.001,0.409,45.772,0,10.001,0.305,45.769,0,12,0.207
45.656,3.3,2,1.006,45.598,7.91,4.001,1.938,45.629,8.31,6.001,2.339,45.601,0.59,8.001,0.408,46.131,0,10.001,0.301,46.117,0,12,0.207
46.004,3.29,2,1.006,45.948,7.88,4.001,1.937,45.98,8.24,6.001,2.338,45.977,0.58,8.002,0.408,46.49,0,10.001,0.3,46.477,0,12,0.207
46.379,3.28,2,1.006,46.297,7.85,4.001,1.937,46.339,8.15,6.001,2.338,46.326,0.58,8.002,0.407,46.873,0,10.001,0.3,46.86,0,12,0.207
46.729,3.28,2,1.006,46.673,7.84,4.001,1.936,46.692,7.96,6.001,2.336,46.675,0.58,8.001,0.407,47.244,0,10.001,0.3,47.232,0,12,0.207
47.078,3.28,2,1.005,47.021,7.82,4.001,1.936,47.053,7.63,6.001,2.332,47.024,0.58,8.002,0.407,47.607,0,10.001,0.3,47.612,0,12,0.207
47.428,3.28,2,1.005,47.37,7.79,4.001,1.935,47.402,6.82,6.001,1.16,47.373,0.58,8.002,0.407,47.972,0,10.001,0.3,47.97,0,12,0.207
47.778,3.28,2,1.005,47.719,7.8,4.001,1.935,47.752,2.69,6.001,0.91,47.749,0.58,8.002,0.406,48.346,0,10.001,0.301,48.332,0,12,0.208
48.153,3.28,2,1.004,48.096,7.74,4.001,1.934,48.128,1.99,6.001,0.666,48.099,0.58,8.001,0.406,48.724,0,10.001,0.301,48.712,0,12,0.208
48.503,3.28,2,1.004,48.444,7.75,4.001,1.934,48.477,1.59,6.001,0.497,48.447,0.58,8.002,0.406,49.085,0,10.001,0.301,49.072,0,12,0.208
48.851,3.27,2,1.004,48.795,7.72,4.001,1.933,48.825,1.39,6.001,0.518,48.798,0.58,8.002,0.405,49.454,0,10.001,0.301,49.433,0,12,0.208
49.2,3.24,2,1.004,49.143,7.76,4.001,1.933,49.175,1.27,6.001,0.502,49.174,0.58,8.002,0.406,49.828,0,10.001,0.301,49.813,0,12,0.208
49.549,3.26,2,1.004,49.492,7.74,4.001,1.933,49.524,1.17,6.001,0.478,49.523,0.58,8.002,0.405,50.2,0,10.001,0.302,50.173,0,12,0.208
49.925,3.27,2,1.004,49.841,7.73,4.001,1.932,49.874,1.13,6.001,0.429,49.892,0.57,8.002,0.405,50.573,0,10.001,0.302,50.522,0,12,0.208
50.274,3.27,2,1.003,50.219,7.75,4.001,1.932,50.249,1.09,6.001,0.401,50.276,0.57,8.002,0.405,50.928,0,10.001,0.302,50.898,0,12,0.208
50.623,3.27,2,1.003,50.566,7.74,4.001,1.932,50.598,1.06,6.001,0.399,50.623,0.57,8.002,0.404,51.302,0,10.001,0.302,51.248,0,12,0.209
50.973,3.27,2,1.003,50.917,7.74,4.001,1.931,50.947,1.03,6.001,0.399,50.974,0.57,8.002,0.404,51.681,0,10.001,0.302,51.596,0,12,0.209
51.322,3.27,2,1.002,51.264,7.72,4.001,1.931,51.295,1,6.001,0.402,51.322,0.57,8.002,0.404,52.04,0,10.001,0.302,51.947,0,12,0.209
51.698,3.27,2,1.003,51.615,7.73,4.001,1.93,51.671,0.99,6.001,0.404,51.672,0.57,8.002,0.403,52.388,0,10.001,0.302,52.294,0,12,0.209
52.048,3.27,2,1.002,51.991,7.71,4.001,1.93,52.02,0.98,6.001,0.404,52.021,0.57,8.002,0.402,52.749,0,10.001,0.302,52.671,0,12,0.209
52.398,3.26,2,1.002,52.341,7.73,4.001,1.929,52.37,0.96,6.001,0.407,52.396,0.56,8.002,0.402,53.132,0,10.001,0.302,53.02,0,12,0.209
52.746,3.27,2,1.002,52.69,7.72,4.001,1.929,52.721,0.96,6.001,0.408,52.746,0.56,8.002,0.402,53.491,0,10.001,0.303,53.368,0,12,0.209
53.096,3.27,2,1.001,53.038,7.71,4.001,1.929,53.068,0.95,6.001,0.409,53.094,0.56,8.002,0.401,53.866,0,10.001,0.302,53.718,0,12,0.209
53.443,3.26,2,1.001,53.387,7.71,4.001,1.928,53.445,0.94,6.001,0.411,53.444,0.56,8.002,0.401,54.216,0,10.001,0.302,54.067,0,12,0.209
53.805,3.27,2,1.002,53.763,7.7,4.001,1.928,53.793,0.94,6.001,0.412,53.793,0.56,8.002,0.4,54.563,0,10.001,0.303,54.443,0,12,0.21
54.159,3.27,2,1.001,54.112,7.71,4.001,1.927,54.143,0.93,6.001,0.414,54.169,0.56,8.002,0.4,54.914,0,10.001,0.302,54.819,0,12,0.21
