Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
2255.383,0.06248,3.587,43.044,14.757,34.284,28.287
2295.657,0.06106,3.51,42.12,14.679,34.85,27.441
2335.932,0.05964,3.432,41.184,14.589,35.424,26.595
2376.207,0.05822,3.355,40.26,14.487,35.984,25.773
2416.481,0.0568,3.277,39.324,14.373,36.55,24.951
2456.756,0.05538,3.2,38.4,14.248,37.104,24.152
2497.031,0.05396,3.122,37.464,14.11,37.663,23.354
2537.305,0.05254,3.045,36.54,13.96,38.205,22.58
2577.58,0.05112,2.967,35.604,13.798,38.754,21.806
2617.855,0.0497,2.89,34.68,13.625,39.288,21.055
2658.13,0.04828,2.812,33.744,13.439,39.826,20.305
2698.404,0.04686,2.735,32.82,13.242,40.347,19.578
2738.679,0.04544,2.657,31.884,13.032,40.873,18.852
2778.954,0.04402,2.58,30.96,12.81,41.376,18.15
2819.228,0.0426,2.502,30.024,12.577,41.89,17.447
2859.503,0.04118,2.425,29.1,12.331,42.375,16.769
2899.778,0.03976,2.347,28.164,12.074,42.87,16.09
2940.052,0.03834,2.27,27.24,11.804,43.333,15.436
2980.327,0.03692,2.192,26.304,11.523,43.807,14.781
3020.602,0.0355,2.115,25.38,11.229,44.243,14.151
3060.876,0.03408,2.037,24.444,10.924,44.69,13.52
3101.151,0.03266,1.96,23.52,10.606,45.094,12.914
3141.426,0.03124,1.882,22.584,10.277,45.506,12.307
3181.701,0.02982,1.805,21.66,9.936,45.873,11.724
3221.975,0.0284,1.727,20.724,9.582,46.236,11.142
3262.25,0.02698,1.65,19.8,9.217,46.551,10.583
3302.525,0.02556,1.572,18.864,8.84,46.862,10.024
3342.799,0.02414,1.495,17.94,8.45,47.101,9.49
3383.074,0.02272,1.417,17.004,8.049,47.336,8.955
3423.349,0.0213,1.34,16.08,7.636,47.488,8.444
3463.623,0.01988,1.262,15.144,7.211,47.616,7.933
3503.898,0.01846,1.185,14.22,6.773,47.63,7.447
3544.173,0.01704,1.107,13.284,6.324,47.606,6.96
3584.447,0.01562,1.03,12.36,5.863,47.435,6.497
3624.722,0.0142,0.952,11.424,5.39,47.181,6.034
3664.997,0.01278,0.875,10.5,4.905,46.714,5.595
3705.271,0.01136,0.797,9.564,4.408,46.09,5.156
3745.546,0.00994,0.72,8.64,3.899,45.127,4.741
3785.821,0.00852,0.642,7.704,3.378,43.847,4.326
3826.096,0.0071,0.565,6.78,2.845,41.962,3.935
3866.37,0.00568,0.487,5.844,2.3,39.357,3.544
3906.645,0.00426,0.41,4.92,1.743,35.427,3.177
3946.92,0.00284,0.332,3.984,1.174,29.468,2.81
3987.194,0.00142,0.255,3.06,0.593,19.379,2.467
4027.469,0,0.177,2.124,0,0,2.124
