Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
2194.701,0.18207,30.673,368.076,41.845,11.369,326.231
2254.018,0.17918,30.218,362.616,42.294,11.664,320.322
2313.334,0.17629,29.763,357.156,42.707,11.958,314.449
2372.65,0.1734,29.308,351.696,43.084,12.25,308.612
2431.966,0.17051,28.853,346.236,43.425,12.542,302.811
2491.283,0.16762,28.398,340.776,43.73,12.832,297.046
2550.599,0.16473,27.943,335.316,43.999,13.122,291.317
2609.915,0.16184,27.488,329.856,44.232,13.409,285.624
2669.231,0.15895,27.033,324.396,44.43,13.696,279.966
2728.548,0.15606,26.578,318.936,44.591,13.981,274.345
2787.864,0.15317,26.123,313.476,44.717,14.265,268.759
2847.18,0.15028,25.668,308.016,44.807,14.547,263.209
2906.496,0.14739,25.213,302.556,44.861,14.827,257.695
2965.813,0.1445,24.758,297.096,44.879,15.106,252.217
3025.129,0.14161,24.302,291.624,44.861,15.383,246.763
3084.445,0.13872,23.847,286.164,44.807,15.658,241.357
3143.761,0.13583,23.392,280.704,44.717,15.93,235.987
3203.078,0.13294,22.937,275.244,44.591,16.201,230.653
3262.394,0.13005,22.482,269.784,44.43,16.469,225.354
3321.71,0.12716,22.027,264.324,44.232,16.734,220.092
3381.026,0.12427,21.572,258.864,43.999,16.997,214.865
3440.343,0.12138,21.117,253.404,43.73,17.257,209.674
3499.659,0.11849,20.662,247.944,43.425,17.514,204.519
3558.975,0.1156,20.207,242.484,43.084,17.768,199.4
3618.291,0.11271,19.752,237.024,42.707,18.018,194.317
3677.608,0.10982,19.297,231.564,42.294,18.264,189.27
3736.924,0.10693,18.842,226.104,41.845,18.507,184.259
3796.24,0.10404,18.387,220.644,41.36,18.745,179.284
3855.556,0.10115,17.932,215.184,40.84,18.979,174.344
3914.873,0.09826,17.477,209.724,40.283,19.208,169.441
3974.189,0.09537,17.022,204.264,39.691,19.431,164.573
4033.505,0.09248,16.567,198.804,39.062,19.648,159.742
4092.821,0.08959,16.112,193.344,38.398,19.86,154.946
4152.138,0.0867,15.657,187.884,37.698,20.065,150.186
4211.454,0.08381,15.202,182.424,36.962,20.262,145.462
4270.77,0.08092,14.747,176.964,36.19,20.45,140.774
4330.086,0.07803,14.292,171.504,35.382,20.63,136.122
4389.403,0.07514,13.837,166.044,34.539,20.801,131.505
4448.719,0.07225,13.382,160.584,33.659,20.96,126.925
4508.035,0.06936,12.927,155.124,32.743,21.108,122.381
4567.351,0.06647,12.472,149.664,31.792,21.242,117.872
4626.668,0.06358,12.017,144.204,30.805,21.362,113.399
4685.984,0.06069,11.562,138.744,29.781,21.465,108.963
4745.3,0.0578,11.107,133.284,28.722,21.549,104.562
4804.616,0.05491,10.652,127.824,27.627,21.613,100.197
4863.933,0.05202,10.197,122.364,26.496,21.653,95.868
4923.249,0.04913,9.742,116.904,25.33,21.667,91.574
4982.565,0.04624,9.286,111.432,24.127,21.652,87.305
5041.881,0.04335,8.831,105.972,22.888,21.598,83.084
5101.198,0.04046,8.376,100.512,21.614,21.504,78.898
5160.514,0.03757,7.921,95.052,20.303,21.36,74.749
5219.83,0.03468,7.466,89.592,18.957,21.159,70.635
5279.146,0.03179,7.011,84.132,17.574,20.889,66.558
5338.463,0.0289,6.556,78.672,16.156,20.536,62.516
5397.779,0.02601,6.101,73.212,14.702,20.081,58.51
5457.095,0.02312,5.646,67.752,13.212,19.501,54.54
5516.411,0.02023,5.191,62.292,11.686,18.76,50.606
5575.728,0.01734,4.736,56.832,10.125,17.816,46.707
5635.044,0.01445,4.281,51.372,8.527,16.599,42.845
5694.36,0.01156,3.826,45.912,6.893,15.014,39.019
5753.676,0.00867,3.371,40.452,5.224,12.914,35.228
5812.993,0.00578,2.916,34.992,3.518,10.054,31.474
5872.309,0.00289,2.461,29.532,1.777,6.017,27.755
5931.625,0,2.006,24.072,0,0,24.072
