10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
154.005,10.01,95.857,154.71,19.96,198.146,154.261,30,298.376,154.756,40,380.157,153.941,34.8,0.038,152.95,0.78,0.175
154.406,10,97.177,155.075,19.97,204.958,154.627,29.99,298.751,155.16,39.99,380.084,154.293,0,0,153.352,0,0
154.772,9.99,97.161,155.441,20.01,198.012,154.985,29.99,299.549,155.524,39.99,377.626,154.681,44.64,0,153.741,41.73,0
155.131,9.98,93.916,155.799,19.99,201.896,155.361,29.99,299.442,155.884,39.98,377.338,155.061,35.54,0.069,154.105,0,5.267
155.491,10,97.813,156.176,20.04,202.894,155.765,29.99,293.925,156.259,39.99,378.364,155.422,0,0,154.496,37.42,0
155.859,9.99,94.599,156.544,20.04,203.513,156.155,30.03,296.681,156.649,40.01,379.058,155.806,51.74,0,154.874,0,0.045
156.261,9.98,99.69,156.902,20.03,199.52,156.543,30.03,297.793,157.029,40.02,381.328,156.163,43.34,0,155.234,0,0
156.626,10.03,97.13,157.277,19.98,198.247,156.91,30,297.48,157.388,40.02,376.311,156.521,1.82,6.338,155.637,1.2,0.178
156.987,10.02,99.754,157.682,19.94,204.304,157.267,30,294.985,157.737,39.98,379.463,156.871,41.03,0,155.987,0,0
157.39,10.01,99.69,158.044,19.98,201.413,157.671,30,299.972,158.114,39.96,377.482,157.26,0,9.483,156.376,43.01,0
157.79,10,97.813,158.406,20,203.65,158.075,29.98,298.805,158.479,39.98,381.514,157.623,44.42,0.08,156.737,0,0.138
158.158,9.99,87.352,158.793,20.03,205.507,158.441,29.99,298.011,158.84,40.01,378.986,158.011,0,0,157.091,0,0
158.517,9.98,96.571,159.158,20.04,204.442,158.799,29.99,297.686,159.242,40.01,376.789,158.394,49.54,0.065,157.476,0,0
158.918,9.97,93.916,159.564,20.03,196.521,159.175,29.99,297.37,159.621,40.02,378.364,158.754,0,1.225,157.861,0,0
159.324,9.98,88.117,159.952,20,198.113,159.579,30,296.79,159.995,40.02,381.11,159.155,42.84,0.057,158.216,0,0
159.69,9.98,88.032,160.331,19.97,195.769,159.945,30.03,293.5,160.397,40,380.634,159.507,0,0,158.593,0,0
160.049,10.02,93.901,160.691,19.96,197.494,160.304,30.02,296.152,160.764,39.97,382.354,159.892,44.16,0,158.956,0,0
160.424,10.04,98.45,161.078,19.98,202.618,160.707,30.01,295.356,161.123,39.98,382.136,160.249,0,0,159.315,0,0
160.813,10.05,91.871,161.444,20.01,197.728,161.109,29.99,297.214,161.526,39.99,382.281,160.607,0,0,159.676,0,0
161.193,10.11,93.204,161.847,20,198.415,161.475,29.99,296.574,161.93,39.99,380.634,160.993,0,0,160.077,0,0
161.553,10.08,97.177,162.212,20,204.958,161.836,29.98,299.126,162.295,40.01,378.986,161.35,0,0,160.474,0,0
161.94,9.91,95.95,162.573,20.01,201.759,162.222,29.99,298.275,162.656,40.01,378.697,161.708,0,0,160.875,0,0
162.305,9.88,85.479,162.959,19.98,201.93,162.588,29.97,298.744,163.057,40.01,379.463,162.113,0,0,161.243,0,0
162.709,9.93,86.117,163.324,19.98,199.351,162.992,30,294.825,163.461,40,381.587,162.497,0,0,161.601,0,0
163.074,9.96,92.537,163.729,19.98,195.736,163.357,30.02,297.905,163.826,40,380.489,162.865,0,0,161.976,0,0
163.435,10.04,101.693,164.094,20.04,204.819,163.716,30.02,297.161,164.186,40.01,379.867,163.231,0,0,162.326,0,0
163.837,10.04,87.38,164.453,20,202.481,164.092,30.02,298.596,164.59,40,377.743,163.589,0,0,162.692,0,0
164.24,10.04,92.626,164.829,19.97,194.951,164.458,29.99,299.019,164.993,39.99,377.815,163.966,0,0,163.051,0,0
164.606,10.02,86.798,165.217,19.96,196.123,164.817,29.98,297.793,165.358,40,377.122,164.354,0,0,163.426,0,0
164.966,9.98,86.714,165.582,20.02,204.408,165.193,29.99,294.825,165.717,39.98,376.024,164.736,0,0,163.813,0,0
165.369,9.97,84.853,165.959,20.03,198.665,165.598,29.99,295.462,166.121,39.99,381.441,165.094,0,0,164.193,0,0
165.772,9.97,99.118,166.361,20.03,198.281,165.961,30,297.579,166.51,39.99,378.292,165.497,0,0,164.568,0,0
166.137,10,89.351,166.726,20.04,200.657,166.321,30.01,295.038,166.873,39.99,379.39,165.881,0,0,164.947,0,0
166.497,10.02,93.871,167.086,20.02,200.488,166.725,30.01,294.772,167.277,39.98,376.789,166.263,0,0,165.307,0,0
166.855,10.04,87.408,167.461,19.99,195.67,167.129,30.01,297.74,167.643,39.99,377.671,166.623,0,0,165.709,0,0
167.22,10.04,95.842,167.827,19.99,197.627,167.495,29.99,298.269,168.002,40.03,379.173,166.982,0,0,166.058,0,0
167.625,10.02,91.989,168.186,19.98,204.511,167.852,29.98,295.409,168.405,40.05,379.39,167.364,0,0,166.463,0,0
167.99,9.99,90.003,168.562,19.97,201.725,168.24,29.98,294.508,168.834,39.99,380.561,167.738,0,0,166.828,0,0
168.351,9.95,101.106,168.966,20.01,204.029,168.607,30,297.161,169.221,39.98,376.717,168.117,0,0,167.188,0,0
168.753,9.98,92.641,169.33,20.01,199.903,169.009,30.01,297.74,169.586,39.98,380.489,168.476,0,0,167.59,0,0
169.159,10,93.871,169.69,20,203.788,169.412,30.01,294.773,169.953,39.99,379.867,168.879,0,0,167.939,0,0
169.524,10.02,87.408,170.095,20.02,199.216,169.777,30,297.001,170.312,39.98,383.161,169.228,0,0,168.287,0,0
169.883,10.02,84.785,170.498,20,194.563,170.136,30.01,298.905,170.688,39.99,379.173,169.578,0,0,168.665,0,0
170.286,9.99,94.568,170.864,19.99,203.754,170.523,30.01,295.409,171.076,40.02,376.717,169.954,0,0,169.042,0,0
170.69,9.97,99.134,171.222,19.97,205.438,170.889,30.01,294.825,171.457,40.04,379.173,170.32,0,0,169.443,0,0
171.079,9.99,97.099,171.61,19.99,197.661,171.293,29.97,294.72,171.817,40.02,379.173,170.691,0,0,169.833,0,0
171.458,10.02,100.47,171.974,19.99,200.072,171.659,29.97,299.012,172.22,39.99,379.535,171.071,0,0,170.198,0,0
171.818,10.01,100.535,172.378,20.02,198.53,172.019,30,294.879,172.622,39.97,380.416,171.429,0,0,170.57,0,0
172.22,10,95.873,172.743,20.02,203.754,172.394,30,295.409,172.988,39.98,378.076,171.78,0,0,170.921,0,0
172.586,10,89.394,173.105,20.01,201.14,172.759,30,295.303,173.346,39.97,379.173,172.169,0,0,171.281,0,0
172.945,10,95.266,173.478,20,204.58,173.118,30,296.894,173.75,40.02,379.867,172.532,0,0,171.647,0,0
173.306,9.98,90.061,173.868,20.02,204.408,173.495,30.01,295.621,174.154,40.02,379.173,172.937,0,0,172.036,0,0
173.672,9.97,100.454,174.249,20,203.031,173.898,30.01,299.764,174.52,40.01,379.318,173.301,0,0,172.414,0,0
174.074,9.98,89.336,174.607,19.98,199.317,174.263,30,298.858,174.881,39.98,378.769,173.676,0,0,172.775,0,0
174.44,10.01,89.422,174.994,19.99,199.25,174.622,30,295.409,175.283,39.99,380.343,174.054,0,0,173.162,0,0
174.799,10.02,86.784,175.36,19.98,196.322,175.03,30,298.065,175.688,40.01,380.198,174.412,0,0,173.54,0,0
175.186,10,90.64,175.763,19.99,198.113,175.429,30,296.524,176.074,40.03,375.332,174.774,0,0,173.933,0,0
175.551,10.02,95.251,176.128,19.98,205.473,175.796,30,298.215,176.45,40.01,381.11,175.139,0,0,174.296,0,0
175.956,10.01,94.568,176.489,19.99,204.58,176.155,30,295.674,176.815,39.98,380.489,175.526,0,0,174.67,0,0
176.321,10.02,89.974,176.865,20,200.207,176.558,30,297.161,177.217,39.97,376.168,175.918,0,0,175.049,0,0
176.68,9.97,86.784,177.23,20,199.52,176.96,30,294.244,177.584,39.97,378.552,176.304,0,0,175.408,0,0
177.058,9.96,90.003,177.591,20.03,200.522,177.327,30,296.841,177.942,40.01,381.698,176.67,0,0,175.795,0,0
177.461,10.02,88.67,177.978,20.01,196.875,177.685,29.99,296.205,178.329,40.01,380.198,177.019,0,0,176.151,0,0
177.836,10.01,88.698,178.342,20.02,201.413,178.045,30,298.215,178.694,40.02,378.076,177.369,0,0,176.51,0,0
178.239,10.04,88.103,178.746,20.01,203.857,178.41,30,296.151,179.1,40.01,384.112,177.729,0,0,176.914,0,0
178.604,10.01,87.464,179.151,20,197.728,178.777,30.01,300.653,179.502,40.01,376.573,178.11,0,0,177.28,0,0
178.965,9.98,98.497,179.515,20.01,201.208,179.137,30,295.09,179.867,39.97,376.906,178.483,0,0,177.637,0,0
179.367,9.99,101.139,179.875,19.99,199.183,179.512,30,298.429,180.227,39.97,380.747,178.863,0,0,178.015,0,0
179.769,10,99.261,180.261,19.99,202.447,179.914,29.99,299.073,180.63,39.99,379.173,179.221,0,0,178.4,0,0
180.136,10.01,95.95,180.626,19.99,206.71,180.28,30,299.649,181.034,40.01,376.43,179.572,0,0,178.775,0,0
180.494,10.03,91.307,181.03,19.99,196.222,180.641,29.99,296.524,181.399,40.01,378.004,179.93,0,0,179.181,0,0
180.872,10,93.339,181.396,20,200.004,181.044,30,296.736,181.758,40.01,381.15,180.31,0,0,179.546,0,0
181.236,10,96.525,181.755,20,200.555,181.449,29.99,296.63,182.134,40,377.455,180.702,0,0,179.934,0,0
181.596,9.99,92.716,182.136,20,204.58,181.813,29.99,296.681,182.503,40.01,377.455,181.064,0,0,180.314,0,0
181.973,9.98,90.032,182.536,19.99,202.618,182.179,29.99,296.79,182.859,40.01,377.383,181.438,0,0,180.673,0,0
182.382,9.98,98.545,182.909,20.01,206.78,182.575,29.99,296.63,183.261,40,380.271,181.811,0,0,181.033,0,0
182.751,10,103.732,183.313,20.03,197.979,182.979,30.02,295.727,183.664,40,382.466,182.166,0,0,181.416,0,0
183.152,10,90.046,183.677,20,199.587,183.345,30.02,294.932,184.032,40,380.198,182.531,0,0,181.788,0,0
183.518,10.02,88.727,184.037,19.99,204.339,183.702,30,300.761,184.389,40,377.599,182.93,0,0,182.151,0,0
183.877,10,90.032,184.412,19.98,203.892,184.053,29.99,295.727,184.764,40.01,376.142,183.332,0,0,182.522,0,0
184.237,9.99,96.54,184.778,20,202.618,184.44,29.99,295.09,185.114,39.98,378.697,183.697,0,0,182.89,0,0
184.604,9.98,90.061,185.138,19.98,202.447,184.813,29.99,298.429,185.517,39.95,376.358,184.058,0,0,183.268,0,0
185.007,10.02,94.006,185.543,19.98,198.934,185.209,30,295.568,185.884,39.99,376.763,184.445,0,0,183.627,0,0
185.371,10.01,99.07,185.944,20.03,199.936,185.611,30.01,297.107,186.243,39.99,378.552,184.809,0,0,183.976,0,0
185.731,10.02,99.834,186.312,20.03,198.213,185.977,30.01,298.644,186.646,39.98,380.198,185.158,0,0,184.326,0,0
186.136,10.02,88.713,186.669,20.03,203.203,186.335,30,297.793,187.049,40.02,380.602,185.518,0,0,184.687,0,0
186.539,10.01,85.506,187.074,19.99,196.521,186.686,29.99,297.905,187.399,40.03,377.167,185.901,0,0,185.069,0,0
186.905,9.97,99.946,187.476,19.98,204.888,187.063,29.99,297.107,187.802,40.04,380.602,186.273,0,0,185.441,0,0
187.265,9.98,87.478,187.865,19.98,203.685,187.427,29.99,294.505,188.167,40,377.527,186.635,0,0,185.82,0,0
187.666,9.98,95.251,188.246,19.99,200.963,187.787,30.01,298.065,188.532,39.99,378.004,187,0,0,186.179,0,0
188.07,10.01,91.366,188.605,20,203.719,188.146,30.01,298.382,188.942,40,381.917,187.374,0,0,186.543,0,0
188.436,10.02,101.171,188.991,20.01,203.238,188.51,30.02,296.574,189.333,39.99,376.358,187.748,0,0,186.922,0,0
188.795,9.99,89.465,189.357,20.02,203.272,188.915,29.99,298.858,189.708,39.99,378.004,188.103,0,0,187.281,0,0
189.172,9.96,95.888,189.76,19.98,204.442,189.281,29.98,298.542,190.058,39.98,375.809,188.462,0,0,187.641,0,0
189.559,9.99,99.786,190.126,19.99,201.998,189.64,29.99,295.992,190.462,39.98,377.599,188.812,0,0,188.023,0,0
189.946,10.01,95.297,190.485,20,203.066,190.042,30.01,295.568,190.865,39.99,378.408,189.172,0,0,188.396,0,0
190.3,9.99,101.188,190.903,20.02,201.311,190.391,30.01,298.011,191.253,40.01,378.956,189.553,0,0,188.799,0,0
190.703,9.98,93.324,191.292,20.01,206.231,190.74,30.01,294.879,191.628,40.02,377.571,189.913,0,0,189.188,0,0
191.093,9.99,91.945,191.657,19.99,204.511,191.091,29.99,296.577,191.992,40.02,375.809,190.272,0,0,189.565,0,0
191.472,10,101.808,192.018,19.99,203.169,191.466,29.99,295.356,192.343,39.98,379.722,190.637,0,0,189.914,0,0
191.83,10.01,98.529,192.42,20,198.9,191.871,29.98,293.5,192.747,39.98,379.101,190.987,0,0,190.275,0,0
192.217,10.04,90.699,192.807,19.98,201.998,192.234,30,297.584,193.133,39.98,378.697,191.39,0,0,190.653,0,0
192.583,10,99.102,193.199,19.98,195.802,192.593,30.01,296.63,193.514,40.02,379.101,191.756,0,0,191.042,0,0
192.988,10.01,96.571,193.585,20,206.126,192.943,30.01,296.361,193.876,40.02,377.571,192.115,0,0,191.437,0,0
193.352,10.03,94.599,193.951,20,197.661,193.32,30,298.649,194.277,40.02,378.739,192.49,0,0,191.823,0,0
193.713,10.01,88.145,194.357,20.03,197.828,193.687,30.01,297.632,194.627,39.99,378.336,192.84,0,0,192.188,0,0
194.116,9.97,90.003,194.746,20.01,195.637,194.044,30.01,298.382,195.031,39.97,379.65,193.243,0,0,192.548,0,0
194.517,9.97,90.046,195.118,20,204.269,194.448,29.98,294.191,195.397,39.99,380.126,193.608,0,0,192.908,0,0
194.883,9.97,97.861,195.483,20.01,201.277,194.797,29.97,298.959,195.755,40.01,378.884,193.969,0,0,193.289,0,0
195.243,10,95.873,195.888,20,203.066,195.146,30,294.931,196.129,40.01,376.691,194.343,0,0,193.662,0,0
195.619,10.03,98.481,196.276,19.97,199.317,195.55,30,298.054,196.48,40,376.763,194.695,0,0,194.041,0,0.219
195.984,10.02,92.018,196.649,19.98,198.415,195.954,30.01,296.099,196.828,39.98,379.029,195.097,0,0,194.401,0,0
196.345,10.04,101.106,197.016,20.03,198.833,196.32,30.01,294.085,197.178,39.98,380.456,195.463,0,0,194.778,42.04,0.171
196.72,10,96.587,197.404,20.01,203.788,196.678,30,296.63,197.582,40.01,378.408,195.822,0,0,195.142,0,0
197.085,10,95.934,197.768,20.02,200.555,197.053,30,296.311,197.985,40.01,378.263,196.226,0,0,195.502,36.45,0
197.444,10,89.422,198.157,20,199.452,197.42,30,294.136,198.373,40.01,380.456,196.613,0,0,195.876,0,1.424
197.819,10,93.976,198.538,20.01,202.271,197.777,30,298.537,198.746,40.01,376.07,196.979,0,0,196.227,31.87,0
198.224,9.96,97.986,198.897,19.98,204.511,198.154,30,296.098,199.104,40.01,376.835,197.366,0,0,196.63,0,0.287
198.589,10.01,101.857,199.3,19.97,198.146,198.504,30,298.011,199.461,39.98,381.15,197.731,0,0,196.995,5.74,0
198.951,10.01,96.633,199.688,19.99,200.861,198.906,30.01,296.045,199.811,39.97,380.529,198.095,0,0,197.355,34.96,0.099
199.352,10,93.946,200.078,20.01,199.486,199.257,30,299.227,200.215,40.01,381.553,198.468,0,0,197.73,0,1.058
199.754,9.98,95.312,200.483,20.02,200.555,199.659,30,296.574,200.619,39.99,376.691,198.848,0,0,198.106,36.38,0.143
200.121,9.97,100.551,200.847,20,195.215,200.026,30,295.621,200.985,40,375.594,199.207,0,0,198.456,0,0
200.48,9.98,99.866,201.208,19.98,198.549,200.387,30,296.894,201.344,40.01,382.101,199.595,0,0,198.844,44.21,0
200.882,9.98,91.366,201.582,20,205.027,200.787,30,297.374,201.747,39.99,376.142,199.959,0,0,199.207,0,3.076
201.288,10.02,98.56,201.987,20,203.685,201.137,30.01,293.661,202.15,40.01,377.167,200.31,0,0,199.561,0,0
201.652,10.03,90.017,202.352,19.99,206.78,201.487,29.99,296.574,202.515,40,376.286,200.744,0,0,199.96,0,1.024
202.012,10.01,96.602,202.712,20.02,195.116,201.891,29.98,296.943,202.875,40,376.214,201.117,0,0,200.364,0,0
202.416,10,93.294,203.114,20.01,198.665,202.294,29.99,298.489,203.25,40,376.763,201.48,0,0,200.728,0,0.146
202.818,10.02,97.845,203.519,20,198.079,202.659,29.98,292.548,203.615,39.99,377.167,201.854,0,0,201.089,0,0
203.184,10.02,101.22,203.882,20,195.901,203.019,29.99,297.161,203.975,40.01,377.932,202.228,0,0,201.467,43.57,0.03
203.543,10.04,86.825,204.242,19.98,196.488,203.421,30,298.59,204.336,40,378.956,202.581,0,0,201.854,0,0
203.904,9.99,86.798,204.619,19.99,201.311,203.827,30.02,295.621,204.7,40.01,381.223,202.941,0,0,202.221,37.38,0
204.27,9.97,94.037,204.986,20.03,201.896,204.19,30.03,294.878,205.087,39.99,378.263,203.29,0,0,202.593,0,0
204.636,9.98,93.414,205.344,20.03,200.309,204.55,30,298.59,205.453,39.99,377.167,203.668,0,0,203,5.49,0
204.996,9.97,90.684,205.731,19.98,200.827,204.971,30,299.019,205.819,39.99,375.451,204.044,0,0,203.386,0,0.225
205.37,10.01,95.312,206.096,19.98,202.789,205.356,30,298.322,206.178,39.99,378.739,204.445,0,0,203.749,0,0
205.738,10.02,88.103,206.499,19.98,200.038,205.734,30,299.818,206.557,39.99,381.698,204.796,0,0,204.125,0,0.162
206.096,10,88.145,206.903,20,197.895,206.136,29.99,299.012,206.921,40,376.475,205.221,0,0,204.473,0,6.415
206.472,10.02,99.309,207.268,20,205.131,206.539,29.99,298.542,207.28,39.98,377.095,205.604,0,0,204.863,43.91,0.216
206.861,10,99.93,207.628,20,195.314,206.904,29.99,296.787,207.656,40,382.028,205.967,0,2.027,205.224,0,12.635
207.24,9.96,100.599,208.015,19.99,195.281,207.264,29.99,296.099,208.059,40.02,378.667,206.326,38.82,0,205.576,43.14,0
207.6,10,99.149,208.38,20.01,199.79,207.666,29.99,297.584,208.424,40.03,381.48,206.73,35.11,0,205.963,0,15.625
208.005,10,100.599,208.784,20.01,198.833,208.071,30,300.295,208.785,40.01,378.408,207.095,38.51,0,206.33,39.48,0
208.407,10.01,90.713,209.15,20.03,197.728,208.436,30.01,300.761,209.186,40,376.951,207.455,0,5.102,206.715,0,0.36
208.772,10,96.618,209.508,20.03,195.347,208.795,30.01,295.568,209.535,39.99,379.763,207.831,34.97,0.327,207.097,0,0
209.132,10,103.129,209.884,19.98,197.241,209.198,29.99,299.073,209.885,39.99,376.403,208.233,0,0,207.456,26.92,0.189
209.519,10.01,88.159,210.271,19.98,204.58,209.548,29.98,296.414,210.235,39.99,379.835,208.599,0,0,207.815,0,0
209.884,10,93.916,210.652,19.96,203.375,209.95,29.99,296.046,210.639,39.98,378.739,208.972,34.97,0,208.181,43.41,0.182
210.289,10,89.437,211.013,19.97,201.759,210.317,30.01,297.264,211.041,39.99,379.287,209.351,0,10.026,208.531,0,0
210.654,10.01,88.841,211.398,20,204.304,210.677,30.02,294.453,211.408,39.99,382.649,209.711,35.82,0.075,208.937,36.07,0
211.013,10.01,94.705,211.767,20.03,203.823,211.052,30.02,297.054,211.767,40.02,379.215,210.099,0,11.101,209.299,0,0
211.39,10,100.567,212.168,20.01,199.135,211.418,29.99,297.055,212.17,40.03,382.028,210.464,48.2,0.05,209.662,0,0
211.753,9.97,88.798,212.556,20.02,198.381,211.776,29.99,292.916,212.556,39.99,378.191,210.867,0,0,210.063,0,0
212.113,9.98,98.608,212.932,20.03,200.657,212.153,29.97,293.978,212.923,39.98,379.287,211.232,48.78,0.059,210.412,0,0
212.49,10.01,102.395,213.299,19.98,200.895,212.517,29.99,297.107,213.325,39.99,377.787,211.593,0,0,210.8,0,0
212.894,10.02,94.659,213.685,19.96,199.756,212.878,30.01,295.462,213.691,39.98,381.004,211.969,50.5,0.041,211.163,0,0
213.258,10.01,92.018,214.051,19.96,201.447,213.254,30.01,296.79,214.05,40.01,376.807,212.321,0,0,211.514,0,0
213.619,10.01,96.54,214.454,20.01,197.008,213.657,30.02,294.138,214.453,40.03,377.354,212.723,6.7,0.099,211.888,0,0
214.022,10.01,89.437,214.818,20.02,204.958,214.024,30.01,297.161,214.832,40.02,375.379,213.089,0,0,212.24,0,0
214.423,9.99,98.018,215.178,20.04,198.18,214.381,29.99,295.462,215.207,39.99,375.522,213.449,42.75,0.065,212.626,0,0
214.791,9.97,86.825,215.567,19.99,203.029,214.785,29.98,296.205,215.572,39.98,378.522,213.833,0,0,212.993,0,0
215.15,9.98,88.812,215.948,19.98,199.135,215.189,29.98,298.858,215.93,39.98,378.336,214.199,51.1,0.049,213.366,0,0
215.538,10.01,97.208,216.336,20.01,203.341,215.556,30,295.462,216.307,39.98,374.688,214.547,0,0,213.716,0,0
215.902,10.02,101.171,216.699,20.02,200.657,215.913,30.01,295.09,216.674,40.01,376.951,214.907,45.14,0.066,214.091,0,0
216.305,9.99,90.061,217.058,20.02,199.756,216.265,30.01,297.157,217.031,40.02,378.047,215.291,0,0.762,214.439,0,0
216.693,10.01,90.786,217.434,20.02,197.694,216.667,30.01,299.603,217.409,40.01,378.667,215.649,3.1,0,214.789,0,0
217.075,10.01,93.354,217.824,20,197.761,217.071,30.01,299.019,217.774,40.01,378.047,216,0,0,215.176,0,0
217.435,9.97,99.834,218.189,19.99,204.58,217.458,30,299.908,218.133,39.98,377.095,216.384,0,0,215.541,0,0
217.838,10,96.633,218.562,19.98,202.721,217.822,29.99,298.905,218.509,39.98,380.311,216.742,0,0,215.906,0,0
218.239,10.01,87.464,218.968,19.97,198.867,218.198,30,296.89,218.912,40.01,375.855,217.098,0,0,216.266,0,0
218.606,10.01,91.366,219.333,19.98,201.413,218.603,30,294.667,219.278,40.02,379.07,217.46,0,0,216.643,0,0
218.964,10,94.568,219.693,20.01,197.208,219.005,30,298.007,219.638,40.02,378.047,217.823,0,0,217.03,0,0
219.369,9.99,97.908,220.067,20.01,203.066,219.371,30,294.825,220.04,39.98,375.855,218.229,0,0,217.413,0,0
219.773,10.01,86.798,220.432,20.02,201.481,219.729,30,293.131,220.444,39.97,374.283,218.616,0,0,217.771,0,0
220.135,9.98,100.567,220.793,20,202.686,220.134,30.01,295.885,220.809,39.98,375.783,218.983,0,0,218.173,0,0
220.498,10,97.302,221.17,20.03,198.867,220.535,30,298.275,221.168,40,377.427,219.355,0,0,218.563,0,0
220.899,10.01,94.674,221.534,20.03,197.075,220.903,29.98,297.374,221.571,40.01,377.571,219.708,0,0,218.943,0,0
221.289,10.03,94.052,221.895,19.98,197.341,221.262,29.97,297.374,221.977,40.01,376.115,220.108,0,0,219.3,0,0
221.655,10.04,101.808,222.272,19.95,197.661,221.665,30,300.187,222.342,40.01,376.403,220.512,0,0,219.679,0,0
222.042,10.02,101.171,222.636,19.96,197.761,222.067,30.01,299.12,222.701,40.02,378.852,220.876,0,0,220.054,0,0
222.422,9.99,96.68,222.996,20,202.618,222.433,30.01,294.931,223.104,40,379.215,221.235,0,0,220.441,0,0
222.782,9.97,94.022,223.371,20.01,200.793,222.792,30.01,295.674,223.509,39.98,379.215,221.595,0,0,220.806,0,0
223.186,9.96,95.358,223.775,20.02,197.341,223.168,30.01,298.322,223.896,39.98,376.547,221.978,0,0,221.194,0,0
223.589,10.01,86.2,224.141,20.03,197.694,223.534,30.01,297.847,224.276,40,377.21,222.35,0,0,221.558,0,0
223.955,9.98,89.451,224.499,20.02,199.068,223.893,29.99,296.098,224.637,40,376.807,222.73,0,0,221.908,0,0
224.314,9.99,89.494,224.904,19.95,198.9,224.297,29.98,295.462,225.022,40.01,377.902,223.088,0,0,222.31,0,0
224.717,10,103.08,225.306,19.96,203.063,224.7,29.99,295.09,225.386,40.01,375.711,223.475,0,0,222.676,0,0
225.12,10.03,99.802,225.671,19.96,197.627,225.065,30,297.107,225.736,40.01,376.259,223.841,0,0,223.036,0,0
225.485,10.01,101.204,226.031,20.02,206.405,225.426,30.01,294.667,226.139,40,375.711,224.188,0,0,223.41,0,0
225.845,10.01,93.354,226.419,20.05,200.691,225.8,29.99,299.757,226.505,40,376.951,224.537,0,0,223.761,0,0
226.205,10,92.048,226.783,20,198.732,226.189,30.01,298.59,226.865,40,376.807,224.898,0,0,224.15,0,0
226.57,9.98,88.202,227.189,20,198.766,226.571,30,298.596,227.242,40.01,377.83,225.281,0,0,224.513,0,0
226.936,9.97,85.588,227.553,19.99,199.001,226.929,30.01,296.896,227.629,40,373.663,225.639,0,0,224.878,0,0
227.314,10.01,88.159,227.913,19.97,198.867,227.332,29.99,300.241,228.009,39.98,378.812,226,0,0,225.251,0,0
227.672,10.02,98.624,228.289,20.01,201.447,227.735,30,299.972,228.37,39.96,375.855,226.366,0,0,225.631,0,0
228.038,10.01,92.063,228.677,20.05,198.381,228.101,29.99,298.275,228.774,40,376.547,226.767,0,0,225.99,0,0
228.396,10.01,95.373,229.041,20.03,197.761,228.461,30,297.477,229.14,40,377.974,227.134,0,0,226.378,0,0
228.79,9.99,97.255,229.418,19.98,204.167,228.849,30,296.417,229.498,40.01,374.616,227.492,0,0,226.743,0,0
229.148,9.97,96.618,229.821,19.96,202.549,229.212,30,298.489,229.873,40.01,376.807,227.88,0,0,227.133,0,0
229.552,9.99,101.252,230.186,19.99,205.612,229.563,30,297.744,230.278,40.01,375.711,228.245,0,0,227.509,0,0
229.956,10,97.892,230.545,20.03,198.247,229.965,30,296.524,230.643,40.02,377.83,228.649,0,0,227.9,0,0
230.32,10.02,99.898,230.922,20.01,199.486,230.368,30,295.833,231.002,40.02,376.331,229.014,0,0,228.283,0,0
230.679,10.02,88.216,231.288,20.02,204.684,230.734,30,296.63,231.406,40.02,375.783,229.374,0,0,228.678,0,0
231.056,9.98,88.77,231.647,20,195.901,231.092,30,295.303,231.809,39.98,373.592,229.751,0,0,229.044,0,0
231.445,9.99,90.133,232.022,19.95,197.108,231.497,30,297.847,232.175,39.98,377.974,230.139,0,0,229.403,0,0
231.819,10.01,96.571,232.412,19.97,198.028,231.9,30,297.001,232.534,39.97,373.997,230.519,0,0,229.78,0,0
232.184,10.03,102.559,232.776,20,203.134,232.265,30,298.065,232.938,40.01,374.211,230.879,0,0,230.144,0,0
232.588,10.03,99.229,233.152,20.01,203.857,232.626,30,296.311,233.342,40,375.235,231.254,0,0,230.503,0,0
232.954,9.98,99.309,233.555,20,196.355,233.029,29.99,294.879,233.705,40.02,378.997,231.62,0,0,230.881,0,0
233.313,10,99.277,233.921,20,198.867,233.432,30,296.524,234.066,40.01,375.164,231.979,0,0,231.269,0,0
233.689,9.96,91.425,234.281,20,198.482,233.82,30,296.683,234.452,40,377.427,232.329,0,0,231.633,0,0
234.055,9.99,94.705,234.657,20.03,203.823,234.184,30,299.281,234.818,39.98,375.855,232.687,0,0,231.998,0,0
234.414,10.02,87.562,235.022,20.01,197.728,234.563,29.99,295.197,235.222,39.99,376.807,233.071,0,0,232.357,0,0
234.773,10.03,88.145,235.38,20,202.032,234.964,29.99,295.462,235.623,40,374.14,233.442,0,0,232.733,0,0
235.139,10.02,90.771,235.756,19.99,200.589,235.33,30.01,298.912,235.991,40.02,376.259,233.823,0,0,233.122,0,0
235.542,10,97.317,236.146,19.99,200.725,235.688,30.02,296.365,236.35,40.01,378.047,234.181,0,0,233.503,0,0
235.909,9.98,104.552,236.535,19.98,205.612,236.066,30,294.932,236.736,39.99,374.211,234.569,0,0,233.861,0,0
236.266,9.99,101.971,236.94,19.99,202.271,236.431,29.99,301.344,237.102,39.98,376.879,234.934,0,0,234.264,0,0
236.671,10,93.414,237.305,19.99,199.068,236.789,29.99,295.462,237.506,39.99,375.639,235.282,0,0,234.63,0,0
