2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N á m),Time,Amps,Volts,Torque 4V (N á m),Time,Amps,Volts,Torque 6V (N á m),Time,Amps,Volts,Torque 8V (N á m),Time,Amps,Volts,Torque 10V (N á m),Time,Amps,Volts,Torque 12V (N á m)
267.186,21.35,2,0.126,266.608,30.1,4.001,0.165,,,,,,,,,,,,,,,,
267.56,21.34,2,0.126,266.956,30.11,4.001,0.165,,,,,,,,,,,,,,,,
267.91,21.34,2,0.126,267.305,30.12,4.001,0.165,,,,,,,,,,,,,,,,
268.259,21.33,2,0.126,267.682,30.11,4.001,0.165,,,,,,,,,,,,,,,,
268.608,21.34,2,0.126,268.032,30.12,4.001,0.165,,,,,,,,,,,,,,,,
268.956,21.34,2,0.126,268.381,30.13,4.001,0.165,,,,,,,,,,,,,,,,
269.332,21.33,2,0.126,268.73,30.14,4.001,0.165,,,,,,,,,,,,,,,,
269.681,21.33,2,0.126,269.079,30.15,4.001,0.165,,,,,,,,,,,,,,,,
270.031,21.32,2,0.126,269.427,30.15,4.001,0.165,,,,,,,,,,,,,,,,
270.38,21.32,2,0.126,269.805,30.15,4.001,0.165,,,,,,,,,,,,,,,,
270.728,21.32,2,0.126,270.153,30.14,4.001,0.165,,,,,,,,,,,,,,,,
271.089,21.32,2,0.126,270.502,30.14,4.001,0.164,,,,,,,,,,,,,,,,
271.443,21.32,2,0.126,270.851,30.14,4.001,0.165,,,,,,,,,,,,,,,,
271.803,21.32,2,0.126,271.202,30.14,4.001,0.164,,,,,,,,,,,,,,,,
272.152,21.31,2,0.126,271.552,30.12,4.001,0.164,,,,,,,,,,,,,,,,
272.501,21.31,2,0.126,271.928,30.12,4.001,0.164,,,,,,,,,,,,,,,,
272.878,21.31,2,0.126,272.277,30.12,4.001,0.164,,,,,,,,,,,,,,,,
273.226,21.31,2,0.125,272.624,30.11,4.001,0.164,,,,,,,,,,,,,,,,
273.577,21.31,2,0.126,272.974,30.09,4.001,0.164,,,,,,,,,,,,,,,,
273.924,21.31,2,0.126,273.322,30.08,4.001,0.164,,,,,,,,,,,,,,,,
274.275,21.31,2,0.126,273.698,30.05,4.001,0.164,,,,,,,,,,,,,,,,
274.622,21.3,2,0.126,274.047,30.04,4.001,0.164,,,,,,,,,,,,,,,,
275,21.3,2,0.126,274.397,30.04,4.001,0.163,,,,,,,,,,,,,,,,
275.35,21.3,2,0.126,274.746,30,4.001,0.163,,,,,,,,,,,,,,,,
275.699,21.3,2,0.126,275.095,29.97,4.001,0.163,,,,,,,,,,,,,,,,
276.048,21.3,2,0.125,275.471,29.94,4.001,0.163,,,,,,,,,,,,,,,,
276.397,21.3,2,0.125,275.82,29.93,4.001,0.162,,,,,,,,,,,,,,,,
276.773,21.29,2,0.126,276.17,29.9,4.001,0.162,,,,,,,,,,,,,,,,
277.122,21.29,2,0.125,276.518,29.89,4.001,0.162,,,,,,,,,,,,,,,,
277.471,21.29,2,0.126,276.867,29.88,4.001,0.162,,,,,,,,,,,,,,,,
277.819,21.29,2,0.126,277.245,29.75,4.001,0.162,,,,,,,,,,,,,,,,
278.195,21.29,2,0.126,277.592,29.78,4.001,0.162,,,,,,,,,,,,,,,,
278.561,21.28,2,0.125,277.944,29.77,4.001,0.162,,,,,,,,,,,,,,,,
278.921,21.28,2,0.125,278.291,29.77,4.001,0.161,,,,,,,,,,,,,,,,
279.269,21.28,2,0.126,278.641,29.76,4.001,0.162,,,,,,,,,,,,,,,,
279.646,21.28,2,0.126,278.99,29.77,4.001,0.162,,,,,,,,,,,,,,,,
279.994,21.27,2,0.125,279.339,29.79,4.001,0.161,,,,,,,,,,,,,,,,
280.345,21.27,2,0.125,279.715,29.79,4.001,0.161,,,,,,,,,,,,,,,,
280.692,21.27,2,0.125,280.064,29.8,4.001,0.161,,,,,,,,,,,,,,,,
281.042,21.27,2,0.125,280.414,29.79,4.001,0.161,,,,,,,,,,,,,,,,
281.42,21.26,2,0.126,280.764,29.81,4.001,0.161,,,,,,,,,,,,,,,,
281.769,21.26,2,0.125,281.113,29.81,4.001,0.161,,,,,,,,,,,,,,,,
282.117,21.26,2,0.125,281.488,29.82,4.001,0.161,,,,,,,,,,,,,,,,
282.467,21.26,2,0.125,281.837,29.81,4.001,0.161,,,,,,,,,,,,,,,,
282.815,21.25,2,0.125,282.185,29.81,4.001,0.161,,,,,,,,,,,,,,,,
283.191,21.25,2,0.125,282.535,29.84,4.001,0.161,,,,,,,,,,,,,,,,
283.541,21.26,2,0.125,282.883,29.84,4.001,0.161,,,,,,,,,,,,,,,,
283.888,21.25,2,0.125,283.261,29.83,4.001,0.161,,,,,,,,,,,,,,,,
284.238,21.25,2,0.125,283.609,29.84,4.001,0.161,,,,,,,,,,,,,,,,
284.586,21.24,2,0.125,283.957,29.84,4.001,0.161,,,,,,,,,,,,,,,,
284.962,21.24,2,0.125,284.308,29.83,4.001,0.161,,,,,,,,,,,,,,,,
285.312,21.24,2,0.125,284.656,29.83,4.001,0.161,,,,,,,,,,,,,,,,
285.661,21.24,2,0.125,285.033,29.83,4.001,0.161,,,,,,,,,,,,,,,,
286.011,21.24,2,0.125,285.383,29.84,4.001,0.161,,,,,,,,,,,,,,,,
286.359,21.24,2,0.125,285.731,29.83,4.001,0.161,,,,,,,,,,,,,,,,
286.734,21.24,2,0.125,286.08,29.82,4.001,0.161,,,,,,,,,,,,,,,,
287.084,21.23,2,0.125,286.429,29.83,4.001,0.161,,,,,,,,,,,,,,,,
287.434,21.23,2,0.125,286.806,29.83,4.001,0.161,,,,,,,,,,,,,,,,
287.783,21.23,2,0.125,287.155,29.83,4.001,0.161,,,,,,,,,,,,,,,,
288.134,21.23,2,0.125,287.505,29.85,4.001,0.161,,,,,,,,,,,,,,,,
288.509,21.23,2,0.125,287.853,29.86,4.001,0.161,,,,,,,,,,,,,,,,
288.857,21.23,2,0.125,288.203,29.85,4.001,0.161,,,,,,,,,,,,,,,,
289.207,21.22,2,0.125,288.553,29.86,4.001,0.161,,,,,,,,,,,,,,,,
289.555,21.22,2,0.125,288.903,29.84,4.001,0.161,,,,,,,,,,,,,,,,
289.905,21.22,2,0.125,289.278,29.84,4.001,0.161,,,,,,,,,,,,,,,,
290.253,21.22,2,0.125,289.628,29.86,4.001,0.161,,,,,,,,,,,,,,,,
290.631,21.22,2,0.125,289.977,29.86,4.001,0.161,,,,,,,,,,,,,,,,
290.978,21.21,2,0.125,290.327,29.87,4.001,0.161,,,,,,,,,,,,,,,,
291.328,21.21,2,0.125,290.675,29.88,4.001,0.161,,,,,,,,,,,,,,,,
291.677,21.2,2,0.125,291.051,29.87,4.001,0.161,,,,,,,,,,,,,,,,
292.027,21.2,2,0.125,291.401,29.86,4.001,0.161,,,,,,,,,,,,,,,,
292.402,21.2,2,0.125,291.748,29.88,4.001,0.161,,,,,,,,,,,,,,,,
292.752,21.2,2,0.125,292.099,29.9,4.001,0.161,,,,,,,,,,,,,,,,
293.102,21.2,2,0.125,292.448,29.9,4.001,0.161,,,,,,,,,,,,,,,,
293.451,21.2,2,0.124,292.822,29.92,4.001,0.161,,,,,,,,,,,,,,,,
293.8,21.2,2,0.125,293.173,29.92,4.001,0.161,,,,,,,,,,,,,,,,
294.175,21.19,2,0.125,293.521,29.93,4.001,0.161,,,,,,,,,,,,,,,,
294.524,21.19,2,0.125,293.87,29.93,4.001,0.161,,,,,,,,,,,,,,,,
294.873,21.19,2,0.125,294.221,29.93,4.001,0.161,,,,,,,,,,,,,,,,
295.223,21.19,2,0.124,294.569,29.95,4.001,0.161,,,,,,,,,,,,,,,,
295.572,21.19,2,0.125,294.945,29.97,4.001,0.161,,,,,,,,,,,,,,,,
295.948,21.19,2,0.125,295.294,29.95,4.001,0.161,,,,,,,,,,,,,,,,
296.296,21.18,2,0.124,295.644,29.94,4.001,0.161,,,,,,,,,,,,,,,,
296.644,21.19,2,0.125,295.993,29.94,4.001,0.161,,,,,,,,,,,,,,,,
296.995,21.18,2,0.125,296.341,29.93,4.001,0.16,,,,,,,,,,,,,,,,
297.344,21.18,2,0.125,296.693,29.92,4.001,0.16,,,,,,,,,,,,,,,,
297.703,21.18,2,0.125,297.069,29.9,4.001,0.16,,,,,,,,,,,,,,,,
298.087,21.17,2,0.125,297.416,29.9,4.001,0.16,,,,,,,,,,,,,,,,
298.445,21.17,2,0.125,297.766,29.89,4.001,0.16,,,,,,,,,,,,,,,,
298.821,21.17,2,0.125,298.115,29.87,4.001,0.16,,,,,,,,,,,,,,,,
299.171,21.17,2,0.124,298.466,29.88,4.001,0.16,,,,,,,,,,,,,,,,
299.519,21.17,2,0.125,298.843,29.87,4.001,0.16,,,,,,,,,,,,,,,,
299.868,21.16,2,0.125,299.191,29.87,4.001,0.16,,,,,,,,,,,,,,,,
300.216,21.16,2,0.125,299.54,29.87,4.001,0.16,,,,,,,,,,,,,,,,
,,,,299.888,29.85,4.001,0.16,,,,,,,,,,,,,,,,
,,,,300.237,29.84,4.001,0.16,,,,,,,,,,,,,,,,

