Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
1693.896,0.03864,2.382,28.584,6.854,23.978,21.73
1723.101,0.03772,2.331,27.972,6.806,24.331,21.166
1752.306,0.0368,2.28,27.36,6.753,24.682,20.607
1781.511,0.03588,2.229,26.748,6.694,25.026,20.054
1810.716,0.03496,2.178,26.136,6.629,25.363,19.507
1839.921,0.03404,2.127,25.524,6.559,25.697,18.965
1869.126,0.03312,2.076,24.912,6.483,26.024,18.429
1898.332,0.0322,2.026,24.312,6.401,26.329,17.911
1927.537,0.03128,1.975,23.7,6.314,26.641,17.386
1956.742,0.03036,1.924,23.088,6.221,26.945,16.867
1985.947,0.02944,1.873,22.476,6.123,27.242,16.353
2015.152,0.02852,1.822,21.864,6.018,27.525,15.846
2044.357,0.0276,1.771,21.252,5.909,27.804,15.343
2073.562,0.02668,1.72,20.64,5.793,28.067,14.847
2102.767,0.02576,1.669,20.028,5.672,28.32,14.356
2131.972,0.02484,1.618,19.416,5.546,28.564,13.87
2161.177,0.02392,1.567,18.804,5.414,28.792,13.39
2190.383,0.023,1.516,18.192,5.276,29.002,12.916
2219.588,0.02208,1.465,17.58,5.132,29.192,12.448
2248.793,0.02116,1.414,16.968,4.983,29.367,11.985
2277.998,0.02024,1.363,16.356,4.828,29.518,11.528
2307.203,0.01932,1.313,15.756,4.668,29.627,11.088
2336.408,0.0184,1.262,15.144,4.502,29.728,10.642
2365.613,0.01748,1.211,14.532,4.33,29.796,10.202
2394.818,0.01656,1.16,13.92,4.153,29.835,9.767
2424.023,0.01564,1.109,13.308,3.97,29.832,9.338
2453.228,0.01472,1.058,12.696,3.782,29.789,8.914
2482.434,0.0138,1.007,12.084,3.587,29.684,8.497
2511.639,0.01288,0.956,11.472,3.388,29.533,8.084
2540.844,0.01196,0.905,10.86,3.182,29.3,7.678
2570.049,0.01104,0.854,10.248,2.971,28.991,7.277
2599.254,0.01012,0.803,9.636,2.755,28.591,6.881
2628.459,0.0092,0.752,9.024,2.532,28.059,6.492
2657.664,0.00828,0.701,8.412,2.304,27.389,6.108
2686.869,0.00736,0.65,7.8,2.071,26.551,5.729
2716.074,0.00644,0.6,7.2,1.832,25.444,5.368
2745.279,0.00552,0.549,6.588,1.587,24.089,5.001
2774.485,0.0046,0.498,5.976,1.336,22.356,4.64
2803.69,0.00368,0.447,5.364,1.08,20.134,4.284
2832.895,0.00276,0.396,4.752,0.819,17.235,3.933
2862.1,0.00184,0.345,4.14,0.551,13.309,3.589
2891.305,0.00092,0.294,3.528,0.279,7.908,3.249
2920.51,0,0.243,2.916,0,0,2.916
